# Wordlist

# DATA
ID	ALIGNMENT	BORROWING	COGID	COGIDS	CONCEPT	DOCULECT	FORM	ID_IN_SOURCE	NOTE	TOKENS	VALUE	SAGARTID	MORPHEMES
4475	n v s ⁵³/e		1148	3546	the morning	GuanyinqiaoKhroskyabs	nvse⁵³			n v s ⁵³/e	nvse⁵³	0	THE
4783	n ³³/a r ⁵⁵/e		1151	3550	the morning	NjorogsKhroskyabs	na³³re⁵⁵			n ³³/a r ⁵⁵/e	na³³re⁵⁵	0	THE
5183	s i z		1137	3547	the morning	Tshobdun	siz			s i z	siz	0	THE
5215	t ə m tʃ u ɣ ʔ z ɐ r n a ʔ		1142	3556	the morning	Tshobdun	təmtʃuɣʔzɐrnaʔ			t ə m tʃ u ɣ ʔ z ɐ r n a ʔ	təmtʃuɣʔzɐrnaʔ	0	THE
5482	t ə m tɕʰ ə́/ə ɣ ʔ		1150	3549	the morning	NgyaltsuZbu	təmtɕhə́ɣʔ			t ə m tɕʰ ə́/ə ɣ ʔ	təmtɕhə́ɣʔ	0	THE
5665	m ³¹/u s ⁵⁵/u pʰ ³¹/e pʰ ³¹/i		1141	3555	the morning	Zlarong	mu31su55phe31phi31			m ³¹/u s ⁵⁵/u pʰ ³¹/e pʰ ³¹/i	mu31su55phe31phi31	0	THE
5794	tʰ ⁵⁵/u r ⁵⁵/e		1143	3557	the morning	Zlarong	thu55re55			tʰ ⁵⁵/u r ⁵⁵/e	thu55re55	0	THE
#
132	k o ŋ k o ŋ m a		1160	3561	the mosquito	Bantawa	koŋkoŋma			k o ŋ k o ŋ m a	koŋkoŋma	0	THE
687	ʁ m ɤ r ɲ ɯ ɣ		1163	3565	the mosquito	Japhug	ʁmɤrɲɯɣ	6249		ʁ m ɤ r ɲ ɯ ɣ	ʁmɤrɲɯɣ	2487	THE
1046	m ə ts j i		2689	3575 3576	the mosquito	Tangut	mə tsji	38149	!cognates	m ə ts j i	mə tsji	2689	
1359	j v ɑ z ɑ́/ɑ		1155	3577	the mosquito	WobziKhroskyabs	jvɑzɑ́	31680		j v ɑ z ɑ́/ɑ	jvɑzɑ́	2689	THE
1670	pʰ ³³/o m ⁵⁵/ɛ - - -		1156	3578	the mosquito	Zhaba	pho³³mɛ⁵⁵	21387		pʰ ³³/o m ⁵⁵/ɛ	pho³³mɛ⁵⁵	3468	THE
1927	- - w ɐ s s ts ɐ -		2689	3566 3567	the mosquito	MaerkangrGyalrong	wɐs stsɐ	17587	!cognates	w ɐ s s ts ɐ	wɐs stsɐ	2689	
2182	- tɕ u ³³/æ̃ - - tɕʰ ⁵³/ə		1153	3568	the mosquito	MuyaKangding	tɕuæ̃³³tɕhə⁵³	22620		tɕ u ³³/æ̃ tɕʰ ⁵³/ə	tɕuæ̃³³tɕhə⁵³	0	THE
2587	- tɕ - ɛ n - tɕʰ ²/ə		1153	3568	the mosquito	MenyaGao	2tɕɛntɕhə			tɕ ɛ n tɕʰ ²/ə	2tɕɛntɕhə	0	THE
2739	kʰ r a ŋ		1158	3571	the mosquito	OldBurmese	khraṅ	31169		kʰ r a ŋ	khraṅ	1121	THE
2985	pʰ ³³/ɛ - - r v ⁵⁵/ə		1156	3578	the mosquito	QueyuXinlong	phɛ³³rvə⁵⁵	20181		pʰ ³³/ɛ r v ⁵⁵/ə	phɛ³³rvə⁵⁵	0	THE
3318	p ɨ - ɕ ī - - -		1154	3572	the mosquito	QueyuPubarong	pɨɕī			p ɨ ɕ ī	pɨɕī	0	THE
3539	ɬ tɕ æ ʁ m tɕʰ ə m ɑ̂	tib	1159	3574	the mosquito	SiyuewuKhroskyabs	ɬtɕæʁmtɕʰəmɑ̂	38962		ɬ tɕ æ ʁ m tɕʰ ə m ɑ̂	ɬtɕæʁmtɕʰəmɑ̂	0	THE
3856	- - v a - r ts â/a s		1157	3566	the mosquito	BragbarSitu	vartsâs			v a r ts â/a s	vartsâs	0	THE
4083	l tɕ - ɔ - l tɕ i		1153	3568	the mosquito	Geshiza	ltɕɔltɕi			l tɕ ɔ l tɕ i	ltɕɔltɕi	0	THE
4476	x s j ³³/e + ɣ v ³³/a z ⁵³/a		1155	3564 3577	the mosquito	GuanyinqiaoKhroskyabs	xsje³³ɣva³³za⁵³			x s j ³³/e + ɣ v ³³/a z ⁵³/a	xsje³³ɣva³³za⁵³	0	_the THE
4825	p a ⁵⁵/u s a ³³/i - -		1154	3572	the mosquito	NjorogsKhroskyabs	pau⁵⁵sai³³			p a ⁵⁵/u s a ³³/i	pau⁵⁵sai³³	0	THE
5556	z u - - - r tsʰ ɑ̂ -		1157	3566	the mosquito	NgyaltsuZbu	zurtshɑ̂			z u r tsʰ ɑ̂	zurtshɑ̂	0	THE
5624	j ³¹/y m ⁵³/u		1161	3579	the mosquito	Zlarong	jy31mu53			j ³¹/y m ⁵³/u	jy31mu53	0	THE
6658	p u - - - - kʰ u		1154	3572	the mosquito	MazurStau	pukʰu			p u kʰ u	pukʰu		THE
#
6659					the mother	MazurStau	æmə		!cognates	æ m ə	æmə		
#
43	c o m c u r i		1173	3582	the mountain	Bantawa	comcuri			c o m c u r i	comcuri	0	THE
405	r i r a v - - -	tib	121	3584 3585	the mountain	Daofu	ri rav	18582	!cognates	r i r a v	ri rav	121	
406	l a		1172	3597	the mountain	Daofu	la	18581		l a	la	963	THE
688	z g o		1167	3588	the mountain	Japhug	zgo	6355		z g o	zgo	2509	THE
1047	ŋ ə ¹/r		1171	3595	the mountain	Tangut	ŋər¹	6359		ŋ ə ¹/r	ŋər¹	3760	THE
1360	- - - pʰ ɑ́/ɑ -		1165	7716	the mountain	WobziKhroskyabs	pʰɑ́	31682		pʰ ɑ́/ɑ	pʰɑ́	673	THE
1671	ʐ ¹³/ɿ - - - - - -	tib	1164	3584	the mountain	Zhaba	ʐɿ¹³	21131		ʐ ¹³/ɿ	ʐɿ¹³	121	THE
1928	t ɑ - w ɑ t		673	7716 3587	the mountain	MaerkangrGyalrong	tɑ wɑt	17345	!cognates	t ɑ w ɑ t	tɑ wɑt	673	
2183	m b ⁵³/o		1166	3592	the mountain	MuyaKangding	mbo⁵³	22379		m b ⁵³/o	mbo⁵³	0	THE
2371	m b ¹/u		1166	3592	the mountain	MenyaGao	1mbu			m b ¹/u	1mbu	0	THE
2740	t ²/o ŋ		1170	3593	the mountain	OldBurmese	to₂ṅ	31171		t ²/o ŋ	to₂ṅ	1079	THE
2986	r ¹³/i - - - - - -	tib	1164	3584	the mountain	QueyuXinlong	ri¹³	19922		r ¹³/i	ri¹³	0	THE
3263	ʐ ɨ̌ - - - - - -	tib	1164	3584	the mountain	QueyuPubarong	ʐɨ̌			ʐ ɨ̌	ʐɨ̌	0	THE
3540	- - - pʰ ɑ́/ɑ d		1165	7716	the mountain	SiyuewuKhroskyabs	pʰɑ́d	38964		pʰ ɑ́/ɑ d	pʰɑ́d	0	THE
3857	r ə r ā/a p - - -	tib	1164	3584	the mountain	BragbarSitu	rərāp			r ə r ā/a p	rərāp	0	THE
4156	q a		1168	3586	the mountain	Geshiza	qa			q a	qa	0	THE
4163	r a - - - - - -	tib	1164	3584	the mountain	Geshiza	ra			r a	ra	0	THE
4477	- - - pʰ ⁵⁵/a -		1165	7716	the mountain	GuanyinqiaoKhroskyabs	pʰa⁵⁵			pʰ ⁵⁵/a	pʰa⁵⁵	0	THE
4827	- - - pʰ a ⁵⁵/t		1165	7716	the mountain	NjorogsKhroskyabs	pʰat⁵⁵			pʰ a ⁵⁵/t	pʰat⁵⁵	0	THE
5144	r e - - - - ⁿg o	tib	1164	3584	the mountain	Tshobdun	reⁿgo			r e ⁿg o	reⁿgo	0	THE
5514	z g ɐ̂/ɐ		1167	3588	the mountain	NgyaltsuZbu	zɡɐ̂			z g ɐ̂/ɐ	zɡɐ̂	0	THE
5747	r ¹³/ɨ - - - - - -	tib	1164	3584	the mountain	Zlarong	rɨ13			r ¹³/ɨ	rɨ13	0	THE
5814	ʈʂ ¹³/a		1169	3598	the mountain	Zlarong	tʂa13			ʈʂ ¹³/a	tʂa13	0	THE
5977	t a m b a t		1165	7716	the mountain	KyomkyoSitu	tambat			t a m b a t	tambat	0	THE
5978	t a - w a t		1165	7716	the mountain	KyomkyoSitu	tawat			t a w a t	tawat	0	THE
6660	r ə - - - n ɡ u	tib	1164	3584	the mountain	MazurStau	rənɡu			r ə n ɡ u	rənɡu		THE
#
41	c ɨ k y ɨ		1179	7711	the mouse or rat	Bantawa	cɨkyɨ			c ɨ k y ɨ	cɨkyɨ	0	THE
407	f - tɕ ə -		1174	3616	the mouse or rat	Daofu	ftɕə	18783		f tɕ ə	ftɕə	29785	THE
689	β - ʑ ɯ -		1175	3611	the mouse or rat	Japhug	βʑɯ	7627		β ʑ ɯ	βʑɯ	29785	THE
1048	ɕ i w ə	tib	1181	7710	the mouse or rat	Tangut	ɕiwə	38008		ɕ i w ə	ɕiwə	29786	THE
1361	f - c ə̂/ə -		1174	3616	the mouse or rat	WobziKhroskyabs	fcə̂	31683		f c ə̂/ə	fcə̂	29785	THE
1672	ʐ ³³/a pʰ - ⁵⁵/a -		1180	3612	the mouse or rat	Zhaba	ʐa³³pha⁵⁵	23544		ʐ ³³/a pʰ ⁵⁵/a	ʐa³³pha⁵⁵	2674	THE
1929	p ə j u -		29785	3616 3613	the mouse or rat	MaerkangrGyalrong	pə ju	17553	!cognates	p ə j u	pə ju	29785	
2184	tsʰ u ²⁴/ə̙		1176	3615	the mouse or rat	MuyaKangding	tshuə̱²⁴	22592		tsʰ u ²⁴/ə̙	tshuə̱²⁴	0	THE
2499	tsʰ - ¹/ʌ̙		1176	3615	the mouse or rat	MenyaGao	1tshʌ̠			tsʰ ¹/ʌ̙	1tshʌ̠	0	THE
2741	k r o₁/o k		1178	3617	the mouse or rat	OldBurmese	kro₁k	31172		k r o₁/o k	kro₁k	1148	THE
2987	x u ⁵⁵/e		1177	3619	the mouse or rat	QueyuXinlong	xue⁵⁵	20143		x u ⁵⁵/e	xue⁵⁵	0	THE
3269	χ w ā/a		1177	3619	the mouse or rat	QueyuPubarong	χwā			χ w ā/a	χwā	0	THE
3541	f - c ə̂/ə -		1174	3616	the mouse or rat	SiyuewuKhroskyabs	fcə̂	38965		f c ə̂/ə	fcə̂	29785	THE
3858	p ə ɟ û -		1174	3616	the mouse or rat	BragbarSitu	pəɟû			p ə ɟ û	pəɟû	29785	THE
4268	v - tɕ ə -		1174	3616	the mouse or rat	Geshiza	vtɕə			v tɕ ə	vtɕə	29785	THE
4478	p - ⁵³/i -	tib?	1175	3611	the mouse or rat	GuanyinqiaoKhroskyabs	pi⁵³			p ⁵³/i	pi⁵³	29786	THE
4835	p ³³/u j u ⁵⁵/k		1174	3616	the mouse or rat	NjorogsKhroskyabs	pu³³juk⁵⁵			p ³³/u j u ⁵⁵/k	pu³³juk⁵⁵	29785	THE
5236	v - ɟ u -		1174	3616	the mouse or rat	Tshobdun	vɟu			v ɟ u	vɟu	29785	THE
5557	p j í ʔ	tib?	1175	3611	the mouse or rat	NgyaltsuZbu	pjíʔ			p j í ʔ	pjíʔ	29786	THE
5806	tsʰ - ¹³/o		1176	3615	the mouse or rat	Zlarong	tsho13			tsʰ ¹³/o	tsho13	0	THE
5979	p ə ɟ u -		1174	3616	the mouse or rat	KyomkyoSitu	pəɟu			p ə ɟ u	pəɟu	29785	THE
6661	f - c ə -		1174	3616	the mouse or rat	MazurStau	fcə			f c ə	fcə		THE
#
62	d o		1190	3633	the mouth	Bantawa	do			d o	do	0	THE
408	j ɑ		1187	3636	the mouth	Daofu	jɑ	18833		j ɑ	jɑ	1246	THE
690	t ɯ + ɣ m ɤ r		1182	3634 3639	the mouth	Japhug	tɯ-ɣmɤr	38269		t ɯ + ɣ m ɤ r	tɯ-ɣmɤr	29787	THE _the
691	t ɯ + k ɯ r		1182	3634 3642	the mouth	Japhug	tɯ-kɯr	38268		t ɯ + k ɯ r	tɯ-kɯr	4001	THE _the
692	t ɯ + m tɕʰ i	tib	1182	3634 3638	the mouth	Japhug	tɯ-mtɕʰi	31802		t ɯ + m tɕʰ i	tɯ-mtɕʰi	29788	THE _the
1049	- - - - m ə r		1185	3639	the mouth	Tangut	mər	6412		m ə r	mər	29787	THE
1362	- - - m tɕʰ ə́/ə	tib	1183	3638	the mouth	WobziKhroskyabs	mtɕʰə́	31684		m tɕʰ ə́/ə	mtɕʰə́	29788	THE
1673	j ¹³/i		1187	3636	the mouth	Zhaba	ji¹³	21170		j ¹³/i	ji¹³	2030	THE
1674	- n ⁵⁵/e - m - ⁵⁵/e		1186	3645	the mouth	Zhaba	ne⁵⁵me⁵⁵	21780		n ⁵⁵/e m ⁵⁵/e	ne⁵⁵me⁵⁵	1276	THE
1930	t ə + kʰ - ɑ	tib	1182	3634 3635	the mouth	MaerkangrGyalrong	tə khɑ	17387		t ə + kʰ ɑ	tə khɑ	10405	THE _the
2185	ŋ ³³/ə ts ⁵³/ø		1188	3641	the mouth	MuyaKangding	ŋə³³tsø⁵³	22426		ŋ ³³/ə ts ⁵³/ø	ŋə³³tsø⁵³	0	THE
2576	ŋ ə ts ²/ø		1188	3641	the mouth	MenyaGao	2ŋətsø			ŋ ə ts ²/ø	2ŋətsø	0	THE
2742	p ā/a ɦ + c a p		1193	3643 3644	the mouth	OldBurmese	pāḥ◦cap	31173		p ā/a ɦ + c a p	pāḥ◦cap	1033	THE _the
2743	- nh/n̥ u t - - -		1186	3645	the mouth	OldBurmese	nhut	31174		nh/n̥ u t	nhut	1276	THE
2988	ɕ n ⁵⁵/ə - m b ³³/ə		1186	3645	the mouth	QueyuXinlong	ɕnə⁵⁵mbə³³	19969		ɕ n ⁵⁵/ə m b ³³/ə	ɕnə⁵⁵mbə³³	29789	THE
3175	- n̥ ə - - ⁿp ə		1186	3645	the mouth	QueyuPubarong	n̥əᵐpə			n̥ ə ⁿp ə	n̥əᵐpə	29789	THE
3542	- - - m tɕʰ ə́/ə	tib	1183	3638	the mouth	SiyuewuKhroskyabs	mtɕʰə́	38966		m tɕʰ ə́/ə	mtɕʰə́	29788	THE
3859	t ə + kʰ i ɛ̂/ɛ	tib	1182	3634 3635	the mouth	BragbarSitu	tə-khiɛ̂			t ə + kʰ i ɛ̂/ɛ	tə-khiɛ̂	0	THE _the
4025	- a̯/a - - m o -		1191	3637	the mouth	Geshiza	a̯mo			a̯/a m o	a̯mo	29787	THE
4479	- - - m tɕʰ ⁵³/ə	tib	1183	3638	the mouth	GuanyinqiaoKhroskyabs	mtɕʰə⁵³			m tɕʰ ⁵³/ə	mtɕʰə⁵³	29788	THE
4480	kʰ ⁵³/u	zh?	1189	7764	the mouth	GuanyinqiaoKhroskyabs	kʰu⁵³			kʰ ⁵³/u	kʰu⁵³	0	THE
4749	kʰ ⁵⁵/u	zh?	1189	7764	the mouth	NjorogsKhroskyabs	kʰu⁵⁵			kʰ ⁵⁵/u	kʰu⁵⁵	0	THE
4779	- - - m tɕʰ ⁵⁵/i	tib	1183	3638	the mouth	NjorogsKhroskyabs	mtɕʰi⁵⁵			m tɕʰ ⁵⁵/i	mtɕʰi⁵⁵	29788	THE
5036	kʰ - ɐ́/ɐ	tib	1184	3635	the mouth	Tshobdun	kʰɐ́			kʰ ɐ́/ɐ	kʰɐ́	0	THE
5270	- ɐ + ɣ m ó/o r		1185	7765 3639	the mouth	NgyaltsuZbu	ɐ-ɣmór			ɐ + ɣ m ó/o r	ɐ-ɣmór	29787	_the THE
5661	- - - - m ¹³/u -		1185	3639	the mouth	Zlarong	mu13			m ¹³/u	mu13	29787	THE
5980	t ə + kʰ - a	tib	1182	3634 3635	the mouth	KyomkyoSitu	təkha			t ə + kʰ a	təkha	0	THE _the
5981	t ə + m tʃʰ u	tib	1182	3634 3638	the mouth	KyomkyoSitu	təmtʃhu			t ə + m tʃʰ u	təmtʃhu	29788	THE _the
6662	j æ		1187	3636	the mouth	MazurStau	jæ			j æ	jæ		THE
#
8	b a kʰ a		1207	3669	the mud	Bantawa	bakʰa			b a kʰ a	bakʰa	29777	THE
409	- - n dʑ ɑ m b ɑ	tib	1177	7655 3673	the mud	Daofu	ndʑɑ mbɑ	18595	!cognates	n dʑ ɑ m b ɑ	ndʑɑ mbɑ	1177	
693	t ɤ + r c - o ʁ -		1197	3670 7653	the mud	Japhug	tɤrcoʁ	25827		t ɤ + r c o ʁ	tɤrcoʁ	682	THE _the
1050	- tɕ i o - r		1199	7653	the mud	Tangut	tɕior	38080		tɕ i o r	tɕior	682	THE
1363	ʁ ɲ - ô/o - - -		1198	3674	the mud	WobziKhroskyabs	ʁɲô	31685		ʁ ɲ ô/o	ʁɲô	29775	THE
1675	cç ⁵⁵/o		1201	3681	the mud	Zhaba	cço⁵⁵	21145		cç ⁵⁵/o	cço⁵⁵	682	THE
1931	t ɑ + ʈʂ o		1197	3670 3671	the mud	MaerkangrGyalrong	tɑ tʂo	17360		t ɑ + ʈʂ o	tɑ tʂo	29774	THE _the
2186	- - n d ³³/ɑ m b ⁵³/ɑ	tib	1196	7655	the mud	MuyaKangding	ndɑ³³mbɑ⁵³	22397		n d ³³/ɑ m b ⁵³/ɑ	ndɑ³³mbɑ⁵³	0	THE
2524	ʐ a̙ - t a̙ m b ¹/a̙	tib	1196	7655	the mud	MenyaGao	1ʐa̠ta̠mba̠			ʐ a̙ t a̙ m b ¹/a̙	1ʐa̠ta̠mba̠	0	THE
2557	- - n d a̙ m b ²/a̙	tib	1196	7655	the mud	MenyaGao	2nda̠mba̠			n d a̙ m b ²/a̙	2nda̠mba̠	0	THE
2744	r̥ v a m̩/m ɦ		1208	3678	the mud	OldBurmese	rhvaṃḥ	31277		r̥ v a m̩/m ɦ	rhvaṃḥ	1180	THE
2989	- - n dʑ ¹³/a m b ⁵⁵/a		1196	7655	the mud	QueyuXinlong	ndʑa¹³mba⁵⁵	19939		n dʑ ¹³/a m b ⁵⁵/a	ndʑa¹³mba⁵⁵	1177	THE
3172	- - - ⁿd a - ⁿb ā/a		1196	7655	the mud	QueyuPubarong	ⁿdaᵐbā			ⁿd a ⁿb ā/a	ⁿdaᵐbā	0	THE
3543	ʁ ɲ - ô/o - - -		1198	3674	the mud	SiyuewuKhroskyabs	ʁɲô	38967		ʁ ɲ ô/o	ʁɲô	29775	THE
3860	t a + r c - ō/o k -		1197	3670 7653	the mud	BragbarSitu	ta-rcōk			t a + r c ō/o k	ta-rcōk	682	THE _the
3861	t a + ʈʂ ô/o		1197	3670 3671	the mud	BragbarSitu	ta-tʂô			t a + ʈʂ ô/o	ta-tʂô	29774	THE _the
4114	- - n d æ m b a	tib	1196	7655	the mud	Geshiza	ndæmba			n d æ m b a	ndæmba	0	THE
4481	ʁ ɲ - ⁵³/o - - -		1198	3674	the mud	GuanyinqiaoKhroskyabs	ʁɲo⁵³			ʁ ɲ ⁵³/o	ʁɲo⁵³	29775	THE
4482	ʁ ɲ - ⁵⁵/a m b ⁵⁵/e		1198	3674	the mud	GuanyinqiaoKhroskyabs	ʁɲa⁵⁵mbe⁵⁵			ʁ ɲ ⁵⁵/a m b ⁵⁵/e	ʁɲa⁵⁵mbe⁵⁵	29775	THE
4895	ʁ ɲ - ³³/o m b ⁵⁵/e		1198	3674	the mud	NjorogsKhroskyabs	ʁɲo³³mbe⁵⁵			ʁ ɲ ³³/o m b ⁵⁵/e	ʁɲo³³mbe⁵⁵	29775	THE
4994	( - χ - pʰ j ⁵⁵/i )		1203	3683	the mud	NjorogsKhroskyabs	χpʰji⁵⁵			χ pʰ j ⁵⁵/i	χpʰji⁵⁵	29776	THE
5558	t ə + ( v j î - - - )		1197	3670 7913	the mud	NgyaltsuZbu	təvjî			t ə + v j î	təvjî	29776	THE _the
5674	- - n d ³¹/a m b ⁵³/e		1196	7655	the mud	Zlarong	nda31mbe53			n d ³¹/a m b ⁵³/e	nda31mbe53	0	THE
5982	( s c o k ) pʰ - i -	tib	1205	7912	the mud	KyomkyoSitu	scokphi			s c o k pʰ i	scokphi	29776	THE
5983	( t - a + ) p - i ʔ		1202	3682 7654	the mud	KyomkyoSitu	tapiʔ			t a + p i ʔ	tapiʔ	29776	THE _the
5984	t a + ʈɽ o		1197	3670 3671	the mud	KyomkyoSitu	tatɽo			t a + ʈɽ o	tatɽo	29774	THE _the
6663	- n ɟ ɑ - p ɑ		1198	3674	the mud	MazurStau	nɟɑpɑ			n ɟ ɑ p ɑ	nɟɑpɑ		THE
#
251	t u m b u l i k		1212	3700	the nail (fingernail or claw)	Bantawa	tumbulik			t u m b u l i k	tumbulik	0	THE
410	- - - - - - l - - dz - ə - - - -		1209	3703	the nail (fingernail or claw)	Daofu	ldzə	15738		l dz ə	ldzə	1194	THE
411	n ɛ + - - - - - - l - - dz - ə - - - -		1209	3711 3703	the nail (fingernail or claw)	Daofu	nɛ ldzə	18639		n ɛ + l dz ə	nɛ ldzə	1194	_the THE
694	t ɯ + - - - - - - - - - ndz r ɯ - - - -		1209	3701 3703	the nail (fingernail or claw)	Japhug	tɯ-ndzrɯ	6461		t ɯ + ndz r ɯ	tɯ-ndzrɯ	1194	_the THE
1051	- - - - - - - - - dz j ¹/i̙ - - - -		1209	3703	the nail (fingernail or claw)	Tangut	dzjị¹	6465		dz j ¹/i̙	dzjị¹	1194	THE
1364	- - - - - - r - - dz - é/e - - - -		1209	3703	the nail (fingernail or claw)	WobziKhroskyabs	rdzé	31686		r dz é/e	rdzé	1194	THE
1676	j ³³/a - - + - - - - - - - - - dz - ⁵⁵/i - - - -		1209	3710 3703	the nail (fingernail or claw)	Zhaba	ja³³dzi⁵⁵	20063		j ³³/a + dz ⁵⁵/i	ja³³dzi⁵⁵	1194	_the THE
1932	t ɑ + - - - - - - - - - ndz r u - - - -		1209	3701 3703	the nail (fingernail or claw)	MaerkangrGyalrong	tɑ ndzru	16058		t ɑ + ndz r u	tɑ ndzru	1194	_the THE
2187	- - - - - - r ³³/a n dz - ⁵⁵/a - - - -		1209	3703	the nail (fingernail or claw)	MuyaKangding	ra³³ndza⁵⁵	22444		r ³³/a n dz ⁵⁵/a	ra³³ndza⁵⁵	0	THE
2605	- - - - - - ʐ æ̙ n dz - ²/æ̙ - - - -		1209	3703	the nail (fingernail or claw)	MenyaGao	2ʐæ̠ndzæ̠			ʐ æ̙ n dz ²/æ̙	2ʐæ̠ndzæ̠	0	THE
2745	l a - k + s a ɲ ɦ		1211	3710 3706	the nail (fingernail or claw)	OldBurmese	lak◦sañḥ	31175		l a k + s a ɲ ɦ	lak◦sañḥ	88	THE _the
2990	ʂ ts ¹³/ɛ ɕ ȵ ⁵⁵/i		1214	3708	the nail (fingernail or claw)	QueyuXinlong	ʂtsɛ¹³ɕȵi⁵⁵	23591		ʂ ts ¹³/ɛ ɕ ȵ ⁵⁵/i	ʂtsɛ¹³ɕȵi⁵⁵	0	THE
3245	- - - x tɕ æ - - - ⁿdz - ə - - - -		1209	3703	the nail (fingernail or claw)	QueyuPubarong	ˣtɕæⁿdzə			x tɕ æ ⁿdz ə	ˣtɕæⁿdzə	0	THE
3862	t a + - - - - - - - - - ndz r ū/u - - - -		1209	3701 3703	the nail (fingernail or claw)	BragbarSitu	ta-ndzrū			t a + ndz r ū/u	ta-ndzrū	0	_the THE
4072	- - - - - - l - - dz - ə - - - -		1209	3703	the nail (fingernail or claw)	Geshiza	ldzə			l dz ə	ldzə	0	THE
4483	- - - - - - r - - dz - ⁵⁵/e - - - -		1209	3703	the nail (fingernail or claw)	GuanyinqiaoKhroskyabs	rdze⁵⁵			r dz ⁵⁵/e	rdze⁵⁵	0	THE
4848	- - - - - - r - - dz - ə ⁵⁵/k - - -		1209	3703	the nail (fingernail or claw)	NjorogsKhroskyabs	rdzək⁵⁵			r dz ə ⁵⁵/k	rdzək⁵⁵	0	THE
5084	- - - - - - - - - ⁿdz r u - ʔ - -		1209	3703	the nail (fingernail or claw)	Tshobdun	ⁿdzruʔ			ⁿdz r u ʔ	ⁿdzruʔ	0	THE
5559	t ə + - - - - - - - - - ⁿdz r ú/u - ʔ - -		1209	3701 3703	the nail (fingernail or claw)	NgyaltsuZbu	tə-ⁿdzrúʔ			t ə + ⁿdz r ú/u ʔ	tə-ⁿdzrúʔ	0	_the THE
5687	- - - - - - - - n dz - ⁵³/o - - - -		1209	3703	the nail (fingernail or claw)	Zlarong	ndzo53			n dz ⁵³/o	ndzo53	0	THE
5985	t a + j i ʔ k + - - - - - - - - - ndz - ə - - r u		1209	3701 3710 3703	the nail (fingernail or claw)	KyomkyoSitu	tajiʔkndzəru			t a + j i ʔ k + ndz ə r u	tajiʔkndzəru	0	_the _the THE
6664	r n ɛ - - - r - - dz - ə - - - -		1209	3703	the nail (fingernail or claw)	MazurStau	rnɛrdzə			r n ɛ r dz ə	rnɛrdzə		THE
#
188	n ɨ ŋ		1218	3728	the name	Bantawa	nɨŋ			n ɨ ŋ	nɨŋ	0	THE
412	m ȵ o ŋ	tib	1219	3731	the name	Daofu	mȵoŋ	19070		m ȵ o ŋ	mȵoŋ	18	THE
695	t ɤ + r m - i - - -		1216	3729 3730	the name	Japhug	tɤ-rmi	6514		t ɤ + r m i	tɤ-rmi	18	_the THE
1052	- m j ²/iː j - -		1216	3730	the name	Tangut	mjiij²	6518		m j ²/iː j	mjiij²	18	THE
1365	r m - ê/e - - -		1216	3730	the name	WobziKhroskyabs	rmê	31687		r m ê/e	rmê	18	THE
1677	- m - ¹³/ẽ - - -		1216	3730	the name	Zhaba	mẽ¹³	21580		m ¹³/ẽ	mẽ¹³	18	THE
1933	t ə + r m - ɛ - - -		1216	3729 3730	the name	MaerkangrGyalrong	tə rmᴇ	17837		t ə + r m ɛ	tə rmᴇ	18	_the THE
2188	- m - ⁵³/i - - -		1216	3730	the name	MuyaKangding	mi⁵³	22791		m ⁵³/i	mi⁵³	0	THE
2383	- m - ¹/i - - -		1216	3730	the name	MenyaGao	1mi			m ¹/i	1mi	0	THE
2746	ʔ a + - m - a - ɲ -		1216	3735 3730	the name	OldBurmese	ʔa◦mañ	31176		ʔ a + m a ɲ	ʔa◦mañ	18	_the THE
2991	r m - ⁵⁵/i - - -		1216	3730	the name	QueyuXinlong	rmi⁵⁵	20394		r m ⁵⁵/i	rmi⁵⁵	0	THE
3156	- m - ē/e ɪ - -		1216	3730	the name	QueyuPubarong	mēɪ			m ē/e ɪ	mēɪ	0	THE
3544	r m - ê/e - - -		1216	3730	the name	SiyuewuKhroskyabs	rmê	38969		r m ê/e	rmê	0	THE
3863	t ə + r m i ê/e - - -		1216	3729 3730	the name	BragbarSitu	tə-rmiê			t ə + r m i ê/e	tə-rmiê	0	_the THE
4077	l m - ə - - -		1216	3730	the name	Geshiza	lmə			l m ə	lmə	0	THE
4484	r m - ⁵³/e - - -		1216	3730	the name	GuanyinqiaoKhroskyabs	rme⁵³			r m ⁵³/e	rme⁵³	0	THE
4865	r m - ⁵⁵/e - - -		1216	3730	the name	NjorogsKhroskyabs	rme⁵⁵			r m ⁵⁵/e	rme⁵⁵	0	THE
5154	r m - i - - ʔ		1216	3730	the name	Tshobdun	rmiʔ			r m i ʔ	rmiʔ	0	THE
5273	ɐ + r m - í - - ʔ		1216	3734 3730	the name	NgyaltsuZbu	ɐ-rmíʔ			ɐ + r m í ʔ	ɐ-rmíʔ	0	_the THE
5652	- m - ⁵⁵/e - - -		1216	3730	the name	Zlarong	me55			m ⁵⁵/e	me55	0	THE
5986	t ə + r ɲ - i - - -		1216	3729 3730	the name	KyomkyoSitu	tərɲi			t ə + r ɲ i	tərɲi	0	_the THE
6665	r m - ə - - -		1216	3730	the name	MazurStau	rmə			r m ə	rmə		THE
#
211	p o t		1227	3756	the neck	Bantawa	pot			p o t	pot	0	THE
413	v ɮ - - e - -		1223	3759	the neck	Daofu	vɮe	18622		v ɮ e	vɮe	122	THE
