# Wordlist

# DATA
ID	ALIGNMENT	BORROWING	COGID	COGIDS	CONCEPT	DOCULECT	FORM	ID_IN_SOURCE	MORPHEMES	NOTE	TOKENS	VALUE	GLOSSES
6680			1316	7928	the roof	MazurStau	jəʁo				j ə ʁ o	jəʁo	THE
#
423	sʰ ə + r k o	partial tib: rkong	2580	4086 4087	the root	Daofu	shə rko	25477	4086 _4087		sʰ ə + r k o	shə rko	THE _the
710	t ɤ + - z r ɤ m -		1323	4084 4085	the root	Japhug	tɤ-zrɤm	7998			t ɤ + z r ɤ m	tɤ-zrɤm	_the THE
1067	- dʑ j ²/u		1327	4096	the root	Tangut	dʑju²	8002			dʑ j ²/u	dʑju²	THE
1376	- s r ə́/ə m -		1323	4085	the root	WobziKhroskyabs	srə́m	31714			s r ə́/ə m	srə́m	THE
1690	n ɖʐ - ⁵⁵/ɿ		1327	4096	the root	Zhaba	ndʐɿ⁵⁵	21180			n ɖʐ ⁵⁵/ɿ	ndʐɿ⁵⁵	THE
1944	t ɐ + - s r ɐ m -		1323	4084 4085	the root	MaerkangrGyalrong	tɐ srɐm	20529			t ɐ + s r ɐ m	tɐ srɐm	_the THE
2201	- ts ⁵⁵/ɐ w ⁵³/æ	tib	2764	7669	the root	MuyaKangding	tsɐ⁵⁵wæ⁵³	22633	_7669		ts ⁵⁵/ɐ w ⁵³/æ	tsɐ⁵⁵wæ⁵³	THE
2490	- ts ɛ ɦ ɛ	tib	2794	7669	the root	MenyaGao	1tsɛɦɛ		_7669		ts ɛ ɦ ɛ	1tsɛɦɛ	THE
2757	m r y a t		1333	4092	the root	OldBurmese	mryat	31187			m r y a t	mryat	THE
3003	s ⁵⁵/e + ʂ ts ⁵⁵/e - -	tib	2834	4086 7669	the root	QueyuXinlong	se⁵⁵ʂtse⁵⁵	20192	4086 _7669		s ⁵⁵/e + ʂ ts ⁵⁵/e	se⁵⁵ʂtse⁵⁵	_the THE
3197	- q ã̄ ɪ		1326	4093	the root	QueyuPubarong	qã̄ɪ				q ã̄ ɪ	qã̄ɪ	THE
3560	- tɕʰ - ê/e		1327	4096	the root	SiyuewuKhroskyabs	tɕʰê	38985			tɕʰ ê/e	tɕʰê	THE
3561	- q é/e -		1326	4093	the root	SiyuewuKhroskyabs	qé	38986			q é/e	qé	THE
3562	r û		1335	4100	the root	SiyuewuKhroskyabs	rû	38987			r û	rû	THE
3879	t a + - s r â/a m -		1323	4084 4085	the root	BragbarSitu	ta-srâm				t a + s r â/a m	ta-srâm	_the THE
4221	s qʰ a -		1326	4093	the root	Geshiza	sqʰa				s qʰ a	sqʰa	THE
4502	- s r ə ⁵⁵/m -		1323	4085	the root	GuanyinqiaoKhroskyabs	srəm⁵⁵				s r ə ⁵⁵/m	srəm⁵⁵	THE
4706	³³/e + s r ⁵⁵/a m		1323	7651 4085	the root	NjorogsKhroskyabs	e³³sram⁵⁵				³³/e + s r ⁵⁵/a m	e³³sram⁵⁵	_the THE
5161	r ts ɐ - - + ʃ ə ɣ ʔ	tib	3060	7669 7978	the root	Tshobdun	rtsɐʃəɣʔ		_7669 7978		r ts ɐ + ʃ ə ɣ ʔ	rtsɐʃəɣʔ	THE _the
5567	t ɑ + r z - ɑ́/ɑ m ʔ		1323	4084 4085	the root	NgyaltsuZbu	tɑ-rzɑ́mʔ				t ɑ + r z ɑ́/ɑ m ʔ	tɑ-rzɑ́mʔ	_the THE
5816	- ʈʂ ⁵⁵/æ - -	tib	3162	7669	the root	Zlarong	tʂæ55		_7669		ʈʂ ⁵⁵/æ	tʂæ55	THE
6681	l u pʰ u + j i + r k o	partial tib: rkong	3229	7920 7919 4087	the root	MazurStau	lupʰu=ji rko		7920 7919 _4087		l u pʰ u + j i + r k o	lupʰu=ji rko	_the _the THE
#
73	h a t d e u r i		1342	4111	the rope	Bantawa	hatdeuri				h a t d e u r i	hatdeuri	THE
162	m a k y ɨ		1341	4125	the rope	Bantawa	makyɨ				m a k y ɨ	makyɨ	THE
424	s k u + l u		1343	4114 4115	the rope	Daofu	sku lu	19024			s k u + l u	sku lu	THE _the
711	t ɯ + mb r i -		1336	4117 4113	the rope	Japhug	tɯmbri	8051			t ɯ + mb r i	tɯmbri	_the THE
1068	- - kʷ - ə		1341	4125	the rope	Tangut	kwə	38228			kʷ ə	kwə	THE
1377	b r é/e -		1336	4113	the rope	WobziKhroskyabs	bré	31715			b r é/e	bré	THE
1691	p ʈʂ ⁵⁵/ɪ -		1336	4113	the rope	Zhaba	ptʂɪ⁵⁵	21555			p ʈʂ ⁵⁵/ɪ	ptʂɪ⁵⁵	THE
1945	t ə + b r ɛ -		1336	4117 4113	the rope	MaerkangrGyalrong	tə brᴇ	17797			t ə + b r ɛ	tə brᴇ	_the THE
2202	w ⁵³/ɐ		1339	4118	the rope	MuyaKangding	wɐ⁵³	22747			w ⁵³/ɐ	wɐ⁵³	THE
2343	ɦ ¹/ʌ		1339	4118	the rope	MenyaGao	1ɦʌ				ɦ ¹/ʌ	1ɦʌ	THE
2758	k r u i w ɦ		1345	4119	the rope	OldBurmese	kruiwḥ	31188			k r u i w ɦ	kruiwḥ	THE
3004	ʂ t ⁵⁵/a tʰ - ⁵⁵/i		1340	4121	the rope	QueyuXinlong	ʂta⁵⁵thi⁵⁵	14884			ʂ t ⁵⁵/a tʰ ⁵⁵/i	ʂta⁵⁵thi⁵⁵	THE
3221	- tʰ o tʰ j e		1340	4121	the rope	QueyuPubarong	tʰotʰje				tʰ o tʰ j e	tʰotʰje	THE
3563	b r é/e -		1336	4113	the rope	SiyuewuKhroskyabs	bré	38988			b r é/e	bré	THE
3880	t ə + mb r ē/e -		1336	4117 4113	the rope	BragbarSitu	tə-mbrē				t ə + mb r ē/e	tə-mbrē	_the THE
4196	s ə - - r i - -		1338	4116	the rope	Geshiza	səri				s ə r i	səri	THE
4503	b r ⁵³/e -		1336	4113	the rope	GuanyinqiaoKhroskyabs	bre⁵³				b r ⁵³/e	bre⁵³	THE
4676	b r ⁵⁵/e -		1336	4113	the rope	NjorogsKhroskyabs	bre⁵⁵				b r ⁵⁵/e	bre⁵⁵	THE
5217	t ə + ⁿb r e -		1336	4117 4113	the rope	Tshobdun	təⁿbre				t ə + ⁿb r e	təⁿbre	_the THE
5494	t ɯ + ⁿb r ɯ̂/ɯ -		1336	4117 4113	the rope	NgyaltsuZbu	tɯ-ⁿbrɯ̂				t ɯ + ⁿb r ɯ̂/ɯ	tɯ-ⁿbrɯ̂	_the THE
5598	ɕ ⁵³/e		1346	4124	the rope	Zlarong	ɕe53				ɕ ⁵³/e	ɕe53	THE
6000	t ə + mb r i ʔ		1336	4117 4113	the rope	KyomkyoSitu	təmbriʔ				t ə + mb r i ʔ	təmbriʔ	_the THE
6682	s æ m æ r æ ts æ		1338	4116	the rope	MazurStau	sæmærætsæ				s æ m æ r æ ts æ	sæmærætsæ	THE
#
267	y u m		1349	4138	the salt	Bantawa	yum				y u m	yum	THE
712	tsʰ a	tib	2619	4139	the salt	Japhug	tsʰa	8263	_4139		tsʰ a	tsʰa	THE
1069	- tsʰ j ɨ -		1351	7845	the salt	Tangut	tshjɨ	38044			tsʰ j ɨ	tshjɨ	THE
1378	tsʰ í	tib	2649	4139	the salt	WobziKhroskyabs	tsʰí	31718	_4139		tsʰ í	tsʰí	THE
1692	tsʰ ³³/ɿ	tib	2694	4139	the salt	Zhaba	tshɿ³³	21155	_4139		tsʰ ³³/ɿ	tshɿ³³	THE
1693	tsʰ ³¹/ɿ	tib	2695	4139	the salt	Zhaba	tshɿ³¹	21156	_4139		tsʰ ³¹/ɿ	tshɿ³¹	THE
1946	tsʰ ɐ	tib	2729	4139	the salt	MaerkangrGyalrong	tshɐ	17370	_4139		tsʰ ɐ	tshɐ	THE
2203	tsʰ ⁵³/ə	tib	2765	4139	the salt	MuyaKangding	tshə⁵³	22410	_4139		tsʰ ⁵³/ə	tshə⁵³	THE
2493	tsʰ ¹/ə	tib	2795	4139	the salt	MenyaGao	1tshə		_4139		tsʰ ¹/ə	1tshə	THE
2759	- cʰ - ā/a ɦ		1350	7849	the salt	OldBurmese	chāḥ	31189			cʰ ā/a ɦ	chāḥ	THE
3005	tɕʰ ⁵⁵/i		1348	7846	the salt	QueyuXinlong	tɕhi⁵⁵	25223			tɕʰ ⁵⁵/i	tɕhi⁵⁵	THE
3217	tɕʰ î		1348	7846	the salt	QueyuPubarong	tɕʰî				tɕʰ î	tɕʰî	THE
3564	tsʰ í	tib	2910	4139	the salt	SiyuewuKhroskyabs	tsʰí	38989	_4139		tsʰ í	tsʰí	THE
3881	tsʰ â/a	tib	2940	4139	the salt	BragbarSitu	tshâ		_4139		tsʰ â/a	tshâ	THE
4240	tsʰ ə	tib	2976	4139	the salt	Geshiza	tsʰə		_4139		tsʰ ə	tsʰə	THE
4504	tsʰ ⁵⁵/i	tib	3002	4139	the salt	GuanyinqiaoKhroskyabs	tsʰi⁵⁵		_4139		tsʰ ⁵⁵/i	tsʰi⁵⁵	THE
4950	tsʰ ⁵⁵/ə	tib	3041	4139	the salt	NjorogsKhroskyabs	tsʰə⁵⁵		_4139		tsʰ ⁵⁵/ə	tsʰə⁵⁵	THE
4952	- tsʰ r ⁵⁵/ə -		1352	7847	the salt	NjorogsKhroskyabs	tsʰrə⁵⁵				tsʰ r ⁵⁵/ə	tsʰrə⁵⁵	THE
5568	ts î	tib	3105	4139	the salt	NgyaltsuZbu	tsî		_4139		ts î	tsî	THE
5802	tsʰ ⁵³/i	tib	3156	4139	the salt	Zlarong	tshi53		_4139		tsʰ ⁵³/i	tshi53	THE
6001	tsʰ e	tib	3189	4139	the salt	KyomkyoSitu	tshe		_4139		tsʰ e	tshe	THE
6683	tsʰ ə	tib	3230	4139	the salt	MazurStau	tsʰə		_4139		tsʰ ə	tsʰə	THE
#
9	b a kʰ a		1356	4160	the sand	Bantawa	bakʰa				b a kʰ a	bakʰa	THE
425	b j i m a	tib	2581	4162	the sand	Daofu	bji ma	18593	_4162		b j i m a	bji ma	THE
713	q a + - mb - ɯ - t		1353	4166 4172	the sand	Japhug	qambɯt	8316			q a + mb ɯ t	qambɯt	_the THE
1070	- b - ¹e̙/e - -		1353	4172	the sand	Tangut	bẹ¹	8320			b ¹e̙/e	bẹ¹	THE
1379	r ɟ a + q r á/a	partial tib: rgya	2650	4173 7973	the sand	WobziKhroskyabs	rɟaqrá	31720	_4173 7973		r ɟ a + q r á/a	rɟaqrá	THE _the
1694	ts - ³³/i m ⁵⁵/a	tib	2696	4162	the sand	Zhaba	tsi³³ma⁵⁵	21142			ts ³³/i m ⁵⁵/a	tsi³³ma⁵⁵	THE
1947	k ə + - w ɛ - k -		1353	4166 4172	the sand	MaerkangrGyalrong	kə wᴇk	17358			k ə + w ɛ k	kə wᴇk	_the THE
2204	tɕ - ⁵⁵/ə m ⁵³/æ	tib	2766	4162	the sand	MuyaKangding	tɕə⁵⁵mæ⁵³	22395	_4162		tɕ ⁵⁵/ə m ⁵³/æ	tɕə⁵⁵mæ⁵³	THE
2457	tɕ - ə m ¹/ɛ	tib	2790	4162	the sand	MenyaGao	1tɕəmɛ		_4162		tɕ ə m ¹/ɛ	1tɕəmɛ	THE
2760	s a i		1357	4171	the sand	OldBurmese	sai	31190			s a i	sai	THE
3006	ɕ - ¹³/i m ⁵⁵/a	tib	2835	4162	the sand	QueyuXinlong	ɕi¹³ma⁵⁵	19937	_4162		ɕ ¹³/i m ⁵⁵/a	ɕi¹³ma⁵⁵	THE
3135	ɣ ə + - v - ə - -		1353	4166 4172	the sand	QueyuPubarong	ɣəvə				ɣ ə + v ə	ɣəvə	_the THE
3565	l b - ə̂/ə ɣ -		1353	4172	the sand	SiyuewuKhroskyabs	lbə̂ɣ	38990			l b ə̂/ə ɣ	lbə̂ɣ	THE
3882	k ə + - mb i ə̂/ə k -		1353	4166 4172	the sand	BragbarSitu	kəmbiə̂k				k ə + mb i ə̂/ə k	kəmbiə̂k	_the THE
4018	- a̯ + - b - u - -		1353	4166 4172	the sand	Geshiza	a̯bu				a̯ + b u	a̯bu	_the THE
4505	l b - ⁵³/ə ɣ -		1353	4172	the sand	GuanyinqiaoKhroskyabs	lbəɣ⁵³				l b ⁵³/ə ɣ	lbəɣ⁵³	THE
4753	l b - ⁵⁵/ə k -		1353	4172	the sand	NjorogsKhroskyabs	lbək⁵⁵				l b ⁵⁵/ə k	lbək⁵⁵	THE
5125	q ɐ́/ɐ + - ⁿb - ə - t		1353	4166 4172	the sand	Tshobdun	qɐ́ⁿbət				q ɐ́/ɐ + ⁿb ə t	qɐ́ⁿbət	_the THE
5437	q ɐ + - ⁿb - ə́/ə - t		1353	4166 4172	the sand	NgyaltsuZbu	qɐⁿbə́t				q ɐ + ⁿb ə́/ə t	qɐⁿbə́t	_the THE
5779	tɕ - ³¹/y m ⁵³/e	tib	3152	4162	the sand	Zlarong	tɕy31me53				tɕ ³¹/y m ⁵³/e	tɕy31me53	THE
6002	pʰ j e m a	tib	3190	4162	the sand	KyomkyoSitu	phjema		_4162		pʰ j e m a	phjema	THE
6684	p j ə m æ	tib	3231	4162	the sand	MazurStau	pjəmæ		_4162		p j ə m æ	pjəmæ	THE
#
265	y a ŋ w a m a		1361	4184	the sea	Bantawa	yaŋwama				y a ŋ w a m a	yaŋwama	THE
426	- - - - - - - m tsʰ - u	tib	2582	4185	the sea	Daofu	mtshu	18588	_4185		m tsʰ u	mtshu	THE
714	- - - - r ɟ ɤ m tsʰ - u	tib	2620	4185	the sea	Japhug	rɟɤmtshu	25833	_4185		r ɟ ɤ m tsʰ u	rɟɤmtshu	THE
1071	ŋ j o w		1364	4193	the sea	Tangut	ŋjow	38183			ŋ j o w	ŋjow	THE
1380	- - - - r ɟ ɑ̂/ɑ m tsʰ - u	tib	2651	4185	the sea	WobziKhroskyabs	rɟɑ̂mtsʰu	31722	_4185		r ɟ ɑ̂/ɑ m tsʰ u	rɟɑ̂mtsʰu	THE
1695	- - - - - ɟj ⁵⁵/a m tsʰ - ⁵⁵/u	tib	2697	4185	the sea	Zhaba	ɟja⁵⁵mtshu⁵⁵	21137	_4185		ɟj ⁵⁵/a m tsʰ ⁵⁵/u	ɟja⁵⁵mtshu⁵⁵	THE
1948	- - - - r ɟj ɐ m tsʰ - o	tib	2730	4185	the sea	MaerkangrGyalrong	rɟjɐ mtsho	17353	_4185		r ɟj ɐ m tsʰ o	rɟjɐ mtsho	THE
2205	tʰ ⁵⁵/æ j ⁵⁵/i - dʑ ³³/æ̃ - tsʰ u ⁵³/ə	tib	2767	4185	the sea	MuyaKangding	thæ⁵⁵ji⁵⁵dʑæ̃³³tshuə⁵³	23252	_4185		tʰ ⁵⁵/æ j ⁵⁵/i dʑ ³³/æ̃ tsʰ u ⁵³/ə	thæ⁵⁵ji⁵⁵dʑæ̃³³tshuə⁵³	THE
2327	- - - - - dʑ ʌ n tsʰ - ¹/y	tib	2776	4185	the sea	MenyaGao	1dʑʌntshy		_4185		dʑ ʌ n tsʰ ¹/y	1dʑʌntshy	THE
2761	p a ŋ + l a y		1362	4190 4191	the sea	OldBurmese	paṅ◦lay	31191			p a ŋ + l a y	paṅ◦lay	THE _the
3007	- - - - r dʑ ¹³/a m tsʰ - ⁵⁵/y	tib	2836	4185	the sea	QueyuXinlong	rdʑa¹³mtshy⁵⁵	19928	_4185		r dʑ ¹³/a m tsʰ ⁵⁵/y	rdʑa¹³mtshy⁵⁵	THE
3213	- - - - - tɕ a - ⁿtsʰ - u	tib	2865	4185	the sea	QueyuPubarong	tɕaᵐtsʰu		_4185		tɕ a ⁿtsʰ u	tɕaᵐtsʰu	THE
3566	- - - - r ɟ æ̂/æ m tsʰ - u	tib	2911	4185	the sea	SiyuewuKhroskyabs	rɟæ̂mtsʰu	38991	_4185		r ɟ æ̂/æ m tsʰ u	rɟæ̂mtsʰu	THE
3883	- - - - r ɟ a m tsʰ - ɐ̂/ɐ	tib	2941	4185	the sea	BragbarSitu	rɟamtshɐ̂		_4185		r ɟ a m tsʰ ɐ̂/ɐ	rɟamtshɐ̂	THE
4506	- - - - r ɟj ⁵⁵/ɛ m tsʰ - ³³/o	tib	3003	4185	the sea	GuanyinqiaoKhroskyabs	rɟjɛ⁵⁵mtsʰo³³		_4185		r ɟj ⁵⁵/ɛ m tsʰ ³³/o	rɟjɛ⁵⁵mtsʰo³³	THE
4862	- - - - r ɟj ³³/a m tsʰ - ⁵⁵/o	tib	3033	4185	the sea	NjorogsKhroskyabs	rɟja³³mtsʰo⁵⁵		_4185		r ɟj ³³/a m tsʰ ⁵⁵/o	rɟja³³mtsʰo⁵⁵	THE
5146	- - - - r ɟ ɐ m tsʰ - o	tib	3055	4185	the sea	Tshobdun	rɟɐmtsʰo		_4185		r ɟ ɐ m tsʰ o	rɟɐmtsʰo	THE
5569	- - - - - - - m tsʰ - û/u	tib	3106	4185	the sea	NgyaltsuZbu	mtshû		_4185		m tsʰ û/u	mtshû	THE
6685	- - - - - - - m tsʰ - u	tib	3232	4185	the sea	MazurStau	mtsʰu		_4185		m tsʰ u	mtsʰu	THE
#
157	- - l - - u w a		1366	4205	the seed	Bantawa	luwa				l u w a	luwa	THE
427	- f ɬʰ - - ə - -		1366	4205	the seed	Daofu	fɬhə	17073			f ɬʰ ə	fɬhə	THE
715	t ɯ + r ɣ i -		1365	4206 4207	the seed	Japhug	tɯ-rɣi	8528			t ɯ + r ɣ i	tɯ-rɣi	_the THE
1072	- - l j w i - -		1366	4205	the seed	Tangut	ljwi	38232			l j w i	ljwi	THE
1381	r v ə́/ə -		1365	4207	the seed	WobziKhroskyabs	rvə́	31724			r v ə́/ə	rvə́	THE
1696	- v ʑ - - ¹³/ʌ - -		1366	4205	the seed	Zhaba	vʑʌ¹³	21426			v ʑ ¹³/ʌ	vʑʌ¹³	THE
1949	t ə + r p i -		1365	4206 4207	the seed	MaerkangrGyalrong	tə rpi	17624			t ə + r p i	tə rpi	_the THE
2206	- ɣ ²⁴/ə -		1365	4207	the seed	MuyaKangding	ɣə²⁴	18060			ɣ ²⁴/ə	ɣə²⁴	THE
2535	- ɣ ²/ə -		1365	4207	the seed	MenyaGao	2ɣə				ɣ ²/ə	2ɣə	THE
2762	m y u i w ɦ + c i y ʔ		1368	4212 4213	the seed	OldBurmese	myuiwḥ◦ciyʔ	31192			m y u i w ɦ + c i y ʔ	myuiwḥ◦ciyʔ	THE _the
3008	r - l - - ⁵⁵/ɯ - -		1366	4205	the seed	QueyuXinlong	rlɯ⁵⁵	20218			r l ⁵⁵/ɯ	rlɯ⁵⁵	THE
3195	- p s - - ɨ - -		1366	4205	the seed	QueyuPubarong	ᵖsɨ				p s ɨ	ᵖsɨ	THE
3567	r v ə́/ə -		1365	4207	the seed	SiyuewuKhroskyabs	rvə́	38992			r v ə́/ə	rvə́	THE
3884	t ə + r p ī -		1365	4206 4207	the seed	BragbarSitu	tə-rpī				t ə + r p ī	tə-rpī	_the THE
4258	- v ɕʰ - - ə - -		1366	4205	the seed	Geshiza	vɕʰə				v ɕʰ ə	vɕʰə	THE
4507	r v ⁵⁵/ə -		1365	4207	the seed	GuanyinqiaoKhroskyabs	rvə⁵⁵				r v ⁵⁵/ə	rvə⁵⁵	THE
4880	r v ⁵⁵/i -		1365	4207	the seed	NjorogsKhroskyabs	rvi⁵⁵				r v ⁵⁵/i	rvi⁵⁵	THE
5162	r w i -		1365	4207	the seed	Tshobdun	rwi				r w i	rwi	THE
5489	t ə + r v ə̂/ə -		1365	4206 4207	the seed	NgyaltsuZbu	tərvə̂				t ə + r v ə̂/ə	tərvə̂	_the THE
5752	s ⁵⁵/a ŋ ⁵³/o	tib	3142	4215	the seed	Zlarong	sa55ŋo53		_4215		s ⁵⁵/a ŋ ⁵³/o	sa55ŋo53	THE
6003	t ə + r p u ʔ		1365	4206 4207	the seed	KyomkyoSitu	tərpuʔ				t ə + r p u ʔ	tərpuʔ	_the THE
6686	- f ɬ - - ə - -		1366	4205	the seed	MazurStau	fɬə				f ɬ ə	fɬə	THE
#
16	bʱ e p s a		1373	4231	the sheep	Bantawa	bʰepsa				bʱ e p s a	bʰepsa	THE
166	m e kʰ a r a		1377	4246	the sheep	Bantawa	mekʰara				m e kʰ a r a	mekʰara	THE
428	- - l ɑ - + ʁ ɑ		1371	7677 4239	the sheep	Daofu	lɑ ʁɑ	18746			l ɑ + ʁ ɑ	lɑ ʁɑ	THE _the
716	q a ʑ o -		1371	7677	the sheep	Japhug	qaʑo	25834			q a ʑ o	qaʑo	THE
1073	- - j i j		1371	7677	the sheep	Tangut	jij	38127			j i j	jij	THE
1382	ʁ - j ê/e -		1371	7677	the sheep	WobziKhroskyabs	ʁjê	31727			ʁ j ê/e	ʁjê	THE
1697	g ⁵⁵/u		1376	4244	the sheep	Zhaba	gu⁵⁵	21320			g ⁵⁵/u	gu⁵⁵	THE
2207	ʁ ⁵³/a		1372	4239	the sheep	MuyaKangding	ʁa⁵³	22559			ʁ ⁵³/a	ʁa⁵³	THE
2441	ʁ ¹/æ̙		1372	4239	the sheep	MenyaGao	1ʁæ̠				ʁ ¹/æ̙	1ʁæ̠	THE
2763	s u i w ɦ		1374	4240	the sheep	OldBurmese	suiwḥ	31193			s u i w ɦ	suiwḥ	THE
3009	- - ʑ ¹³/e -		1371	7677	the sheep	QueyuXinlong	ʑe¹³	20110			ʑ ¹³/e	ʑe¹³	THE
3223	tsʰ ə̂/ə		1375	4241	the sheep	QueyuPubarong	tsʰə̂				tsʰ ə̂/ə	tsʰə̂	THE
3568	ʁ - j ê/e -		1371	7677	the sheep	SiyuewuKhroskyabs	ʁjê	38993			ʁ j ê/e	ʁjê	THE
3885	k ə ɟ ō/o k		1371	7677	the sheep	BragbarSitu	kəɟōk				k ə ɟ ō/o k	kəɟōk	THE
4064	- - j i -		1371	7677	the sheep	Geshiza	ji				j i	ji	THE
4508	ʁ - j ⁵³/e -		1371	7677	the sheep	GuanyinqiaoKhroskyabs	ʁje⁵³				ʁ j ⁵³/e	ʁje⁵³	THE
4889	ʁ - j ⁵⁵/o -		1371	7677	the sheep	NjorogsKhroskyabs	ʁjo⁵⁵				ʁ j ⁵⁵/o	ʁjo⁵⁵	THE
5121	q ɐ ɟ i ʔ		1371	7677	the sheep	Tshobdun	qɐɟiʔ				q ɐ ɟ i ʔ	qɐɟiʔ	THE
5570	q ɐ j ɐ́/ɐ ʔ		1371	7677	the sheep	NgyaltsuZbu	qɐjɐ́ʔ				q ɐ j ɐ́/ɐ ʔ	qɐjɐ́ʔ	THE
5639	- - l ⁵⁵/a -		1371	7677	the sheep	Zlarong	la55				l ⁵⁵/a	la55	THE
6004	k ə ɟ o ʔ		1371	7677	the sheep	KyomkyoSitu	kəɟoʔ				k ə ɟ o ʔ	kəɟoʔ	THE
6687	- - l ɑ - + ʁ ɑ		1371	7677 4239	the sheep	MazurStau	lɑʁɑ				l ɑ + ʁ ɑ	lɑʁɑ	THE _the
#
117	- kʰ ɨ		1379	4262	the shit	Bantawa	kʰɨ				kʰ ɨ	kʰɨ	THE
429	ʂ cç ɑ x p ɑ	tib	2583	4261	the shit	Daofu	ʂcçɑ xpɑ	30580	_4261		ʂ cç ɑ x p ɑ	ʂcçɑ xpɑ	THE
717	t ɯ + - q e		1379	4257 4262	the shit	Japhug	tɯ-qe	31297			t ɯ + q e	tɯ-qe	_the THE
1074	- n j aː		1384	4270	the shit	Tangut	njaa	38235			n j aː	njaa	THE
1383	s c á/a χ p ɑ	tib	2652	4261	the shit	WobziKhroskyabs	scáχpɑ	31800	_4261		s c á/a χ p ɑ	scáχpɑ	THE
1698	- cç ⁵⁵/a - p ⁵⁵/a	tib	2698	4261	the shit	Zhaba	cça⁵⁵pa⁵⁵	30657	_4261		cç ⁵⁵/a p ⁵⁵/a	cça⁵⁵pa⁵⁵	THE
1951	t ə + pʰ ʃ ɛ		1380	4257 4271	the shit	MaerkangrGyalrong	tə phʃᴇ	30610			t ə + pʰ ʃ ɛ	tə phʃᴇ	THE _the
2208	ʂ ²⁴/ə		1382	4264	the shit	MuyaKangding	ʂə²⁴	30615			ʂ ²⁴/ə	ʂə²⁴	THE
2320	ɕ ¹/ʌ̙		1382	4264	the shit	MenyaGao	1ɕʌ̠				ɕ ¹/ʌ̙	1ɕʌ̠	THE
2764	kʰ l i y ɦ		1386	4267	the shit	OldBurmese	khliyḥ	38793			kʰ l i y ɦ	khliyḥ	THE
3010	ɕ t y ⁵⁵/e		1387	4269	the shit	QueyuXinlong	ɕtye⁵⁵	30552			ɕ t y ⁵⁵/e	ɕtye⁵⁵	THE
3240	x qʰ ə̂/ə		1379	4262	the shit	QueyuPubarong	ˣqʰə̂				x qʰ ə̂/ə	ˣqʰə̂	THE
3569	r c ɑ χ p ɑ̂	tib	2912	4261	the shit	SiyuewuKhroskyabs	rcɑχpɑ̂	38994	_4261		r c ɑ χ p ɑ̂	rcɑχpɑ̂	THE
3886	t ə + p tɕʰ ē/e		1380	4257 4271	the shit	BragbarSitu	tə-ptɕhē		4257 _4271		t ə + p tɕʰ ē/e	tə-ptɕhē	THE _the
4188	r tɕ ɔ - p a	tib	2968	4261	the shit	Geshiza	rtɕɔpa		_4261		r tɕ ɔ p a	rtɕɔpa	THE
4509	r cç ³³/ɑ - p ⁵³/e	tib	3004	4261	the shit	GuanyinqiaoKhroskyabs	rcçɑ³³pe⁵³		_4261		r cç ³³/ɑ p ⁵³/e	rcçɑ³³pe⁵³	THE
4510	l ⁵⁵/e		1383	4266	the shit	GuanyinqiaoKhroskyabs	le⁵⁵				l ⁵⁵/e	le⁵⁵	THE
4754	l ⁵⁵/e		1383	4266	the shit	NjorogsKhroskyabs	le⁵⁵				l ⁵⁵/e	le⁵⁵	THE
4841	r cç a ³³/q p ⁵³/a	tib	3028	4261	the shit	NjorogsKhroskyabs	rcçaq³³pa⁵³		_4261		r cç a ³³/q p ⁵³/a	rcçaq³³pa⁵³	THE
5112	pʰ j e		1381	4271	the shit	Tshobdun	pʰje				pʰ j e	pʰje	THE
5571	t ə + p ɐ́/ɐ ʔ		1380	4257 4265	the shit	NgyaltsuZbu	tə-pɐ́ʔ				t ə + p ɐ́/ɐ ʔ	tə-pɐ́ʔ	THE _the
5835	- x ¹³/e		1379	4262	the shit	Zlarong	xe13				x ¹³/e	xe13	THE
6005	t ə p ʃ i ʔ		1381	4271	the shit	KyomkyoSitu	təpʃiʔ				t ə p ʃ i ʔ	təpʃiʔ	THE
6688	r c ɑ χ p ɑ	tib	3233	4261	the shit	MazurStau	rcɑχpɑ		_4261		r c ɑ χ p ɑ	rcɑχpɑ	THE
6689	ʁ ɲ - æ		1384	4270	the shit	MazurStau	ʁɲæ				ʁ ɲ æ	ʁɲæ	THE
6690			1388	7931	the shit	MazurStau	kʰre				kʰ r e	kʰre	THE
#
14	- - - - bʱ - a - k t a ŋ - -		1389	4288	the shoulder	Bantawa	bʰaktaŋ				bʱ a k t a ŋ	bʰaktaŋ	THE
431	- - - l v - a - - - - - - - + tɕʰ a		1389	4288 4299	the shoulder	Daofu	lva tɕha	18624			l v a + tɕʰ a	lva tɕha	THE _the
432	- - - l v - a - - - - - - - + - p o ŋ	partial tib: dpung	2584	4288 4300	the shoulder	Daofu	lva poŋ	18625	4288 _4300		l v a + p o ŋ	lva poŋ	THE _the
718	t ɯ + - - - r p - a - ʁ - - - - -		1389	4287 4288	the shoulder	Japhug	tɯ-rpaʁ	8846			t ɯ + r p a ʁ	tɯ-rpaʁ	_the THE
1075	- - - - w - a̙ - - - - - - -		1389	4288	the shoulder	Tangut	wa.	37991			w a̙	wa.	THE
1384	- - - l v - ɑ́/ɑ - ɣ - - - - -		1389	4288	the shoulder	WobziKhroskyabs	lvɑ́ɣ	31730			l v ɑ́/ɑ ɣ	lvɑ́ɣ	THE
