ID	DOCULECT	CONCEPT	VALUE	FORM	SOURCE	SAGART_ID
2308	MuyaKangding	the needle (for sewing)	ʁɐ̱⁵³	ʁɐ̱⁵³	Huang1992	22732
2571	MenyaGao	the needle (for sewing)		1ʁa̠	Gao2016	
2902	OldBurmese	the needle (for sewing)	ʔap	ʔap		31178
3156	QueyuXinlong	the needle (for sewing)	qha⁵⁵	qha⁵⁵	Huang1992	20329
3375	QueyuPubarong	the needle (for sewing)	qʰə̄	qʰə̄	GuanForthcoming	
3773	SiyuewuKhroskyabs	the needle (for sewing)	ʁɑ̂v	ʁɑ̂v		38971
4122	BragbarSitu	the needle (for sewing)	ta-wiɛ̄p	ta-wiɛ̄p	ZhangForthcoming	
4331	Geshiza	the needle (for sewing)		ɣəu	Honkasalo2019	
4821	GuanyinqiaoKhroskyabs	the needle (for sewing)	ʁav⁵³	ʁav⁵³	Huang2007	
5250	NjorogsKhroskyabs	the needle (for sewing)		ʁap⁵⁵	Yin2007	
5609	Tshobdun	the needle (for sewing)	tɐ́qɐv	tɐ́qɐv	Sun2019	
5966	NgyaltsuZbu	the needle (for sewing)	tɐʁɐ̂v	tɐʁɐ̂v	Gong2018	
6132	Zlarong	the needle (for sewing)	ɣa13	ɣa13	Zhao2019	
6633	KyomkyoSitu	the needle (for sewing)	tawaʔp	tawaʔp	Prins2016	
687	Japhug	the night	ɕɤr	ɕɤr	Jacques2015b	6832
874	Japhug	the night		tɤ-rʑaʁ	Jacques2015b	
875	Japhug	the night		ɕɤr	Jacques2015b	
1079	Tangut	the night	na¹	na¹	Li1997	6836
1235	Tangut	the night		gjɨ²	Li1997	
1255	Tangut	the night		na¹	Li1997	
1580	WobziKhroskyabs	the night		fɕǽr	Lai2017	
1581	WobziKhroskyabs	the night		rjɑ̂ɣ	Lai2017	
2651	MenyaGao	the night		1xu	Gao2016	
3291	QueyuPubarong	the night	ɕʰe	ɕʰe	GuanForthcoming	
3774	SiyuewuKhroskyabs	the night	mêr	mêr		38972
4123	BragbarSitu	the night	tə-mɐ̂r	tə-mɐ̂r	ZhangForthcoming	
4314	Geshiza	the night		ɕʰua	Honkasalo2019	
4822	GuanyinqiaoKhroskyabs	the night	mir⁵³	mir⁵³	Huang2007	
4823	GuanyinqiaoKhroskyabs	the night	ɕɣar⁵⁵	ɕɣar⁵⁵	Huang2007	
5045	NjorogsKhroskyabs	the night		ɕɣar⁵⁵	Yin2007	
5131	NjorogsKhroskyabs	the night		mer⁵³	Yin2007	
5318	NjorogsKhroskyabs	the night		to³³moʔr⁵³	Yin2007	
5454	Tshobdun	the night	mer	mer	Sun2019	
5545	Tshobdun	the night	rɟaʔ	rɟaʔ	Sun2019	
5917	NgyaltsuZbu	the night	mɯ́z	mɯ́z	Gong2018	
6145	Zlarong	the night	jo55xo55	jo55xo55	Zhao2019	
6634	KyomkyoSitu	the night	təmor	təmor	Prins2016	
386	Daofu	the nit	ɕə	ɕə	Huang1992	18665
688	Japhug	the nit	ndʑrɯ	ndʑrɯ	Jacques2015b	25828
1080	Tangut	the nit	ɕju.	ɕju.	Li1997	38160
1435	WobziKhroskyabs	the nit	srə́	srə́	Lai2017	31694
1773	Zhaba	the nit	sʌ³³tsi⁵⁵	sʌ³³tsi⁵⁵	Huang1992	21385
2041	MaerkangrGyalrong	the nit	ndʒə ru	ndʒə ru	Huang1992	19471
2309	MuyaKangding	the nit	tshə⁵⁵rə⁵³	tshə⁵⁵rə⁵³	Huang1992	22618
2739	MenyaGao	the nit		2tsheʐʌ̠	Gao2016	
3157	QueyuXinlong	the nit	ʂsi¹³	ʂsi¹³	Huang1992	21574
3508	QueyuPubarong	the nit			GuanForthcoming	
3775	SiyuewuKhroskyabs	the nit	srə́	srə́		38973
4124	BragbarSitu	the nit	ndʑirū	ndʑirū	ZhangForthcoming	
4616	Geshiza	the nit			Honkasalo2019	
4824	GuanyinqiaoKhroskyabs	the nit	srə⁵⁵	srə⁵⁵	Huang2007	
5063	NjorogsKhroskyabs	the nit		dʑu³³ru⁵⁵	Yin2007	
5717	Tshobdun	the nit			Sun2019	
6072	NgyaltsuZbu	the nit	ⁿdʑəríʔ	ⁿdʑəríʔ	Gong2018	
6396	Zlarong	the nit			Zhao2019	
6635	KyomkyoSitu	the nit	nɟuruʔ	nɟuruʔ	Prins2016	
689	Japhug	the noon	sŋɯχcɤl	sŋɯχcɤl	Jacques2015b	25802
876	Japhug	the noon		saχsɯ	Jacques2015b	
1288	Tangut	the noon		ljij	Li1997	
1582	WobziKhroskyabs	the noon		mtsæ̂r	Lai2017	
2509	MenyaGao	the noon		1mɛtə	Gao2016	
3318	QueyuPubarong	the noon	kʰəsɨ̄the	kʰəsɨ̄the	GuanForthcoming	
3776	SiyuewuKhroskyabs	the noon	snə̂go	snə̂go		38974
4125	BragbarSitu	the noon	saksə̂	saksə̂	ZhangForthcoming	
4378	Geshiza	the noon		mdzo	Honkasalo2019	
4825	GuanyinqiaoKhroskyabs	the noon	vʑe⁵³	vʑe⁵³	Huang2007	
5345	NjorogsKhroskyabs	the noon		vʑo⁵⁵	Yin2007	
5572	Tshobdun	the noon	sásu	sásu	Sun2019	
6073	NgyaltsuZbu	the noon	sɐ́χsə	sɐ́χsə	Gong2018	
6244	Zlarong	the noon	ȵi31ŋɡa55	ȵi31ŋɡa55	Zhao2019	
6636	KyomkyoSitu	the noon	saksə	saksə	Prins2016	
120	Bantawa	the nose	nabu	nabu	Jongens2009	33994
387	Daofu	the nose	sni	sni	Huang1992	18615
690	Japhug	the nose	tɯ-ɕna	tɯ-ɕna	Jacques2015b	6938
1081	Tangut	the nose	njii²	njii²	Li1997	6942
1436	WobziKhroskyabs	the nose	snæ̂	snæ̂	Lai2017	31696
1774	Zhaba	the nose	ȵu³³cçu⁵⁵	ȵu³³cçu⁵⁵	Huang1992	21166
2042	MaerkangrGyalrong	the nose	tə ʃnɑ	tə ʃnɑ	Huang1992	17383
2310	MuyaKangding	the nose	sə⁵³	sə⁵³	Huang1992	22423
2578	MenyaGao	the nose		1sə	Gao2016	
2903	OldBurmese	the nose	nhā	nhā		31179
3158	QueyuXinlong	the nose	ɕni⁵⁵	ɕni⁵⁵	Huang1992	23453
3353	QueyuPubarong	the nose	n̥əqo	n̥əqo	GuanForthcoming	
3777	SiyuewuKhroskyabs	the nose	snív	snív		38975
4126	BragbarSitu	the nose	ɕniɛ̄p	ɕniɛ̄p	ZhangForthcoming	
4500	Geshiza	the nose		sni	Honkasalo2019	
4826	GuanyinqiaoKhroskyabs	the nose	sni⁵³	sni⁵³	Huang2007	
5284	NjorogsKhroskyabs	the nose		sne⁵⁵	Yin2007	
5602	Tshobdun	the nose	ʃne	ʃne	Sun2019	
5981	NgyaltsuZbu	the nose	tə-sɲî	tə-sɲî	Gong2018	
6248	Zlarong	the nose	ȵu53	ȵu53	Zhao2019	
6637	KyomkyoSitu	the nose	təʃna	təʃna	Prins2016	
388	Daofu	the otter	ʂsəm	ʂsəm	Huang1992	18781
691	Japhug	the otter	tɕhɯɕrɤm	tɕhɯɕrɤm	Jacques2015b	25829
1082	Tangut	the otter	ɕiow	ɕiow	Li1997	38155
1437	WobziKhroskyabs	the otter	sræ̂m	sræ̂m	Lai2017	31699
1775	Zhaba	the otter	tʌ³³ʂi³³	tʌ³³ʂi³³	Huang1992	25658
2043	MaerkangrGyalrong	the otter	tʃhə srɑm	tʃhə srɑm	Huang1992	17552
2311	MuyaKangding	the otter	dʑuə̱²⁴	dʑuə̱²⁴	Huang1992	22590
2451	MenyaGao	the otter		1dʑʌ̠	Gao2016	
2904	OldBurmese	the otter	phyaṃ	phyaṃ		31180
3159	QueyuXinlong	the otter	ʂsɛ⁵⁵	ʂsɛ⁵⁵	Huang1992	21613
3509	QueyuPubarong	the otter	sǣmə	sǣmə	GuanForthcoming	
3778	SiyuewuKhroskyabs	the otter	sræ̂m	sræ̂m		38976
4127	BragbarSitu	the otter	tɕhəsrâm	tɕhəsrâm	ZhangForthcoming	
4509	Geshiza	the otter		sræn	Honkasalo2019	
4827	GuanyinqiaoKhroskyabs	the otter	sram⁵³	sram⁵³	Huang2007	
5309	NjorogsKhroskyabs	the otter		tɕʰi³³sram⁵³	Yin2007	
5596	Tshobdun	the otter	srɐm	srɐm	Sun2019	
6074	NgyaltsuZbu	the otter	srɑ̂m	srɑ̂m	Gong2018	
6397	Zlarong	the otter			Zhao2019	
6638	KyomkyoSitu	the otter	srem	srem	Prins2016	
692	Japhug	the person	tɯrme	tɯrme	Jacques2015b	7309
877	Japhug	the person		tɯrme	Jacques2015b	
1229	Tangut	the person		dzjwo²	Li1997	
1252	Tangut	the person		mjɨ¹	Li1997	
1583	WobziKhroskyabs	the person		vɟú	Lai2017	
2693	MenyaGao	the person		2məni	Gao2016	
3334	QueyuPubarong	the person	m̥ə	m̥ə	GuanForthcoming	
3779	SiyuewuKhroskyabs	the person	vɟú	vɟú		38977
4128	BragbarSitu	the person	tə-rmî	tə-rmî	ZhangForthcoming	
4552	Geshiza	the person		vdzi	Honkasalo2019	
4828	GuanyinqiaoKhroskyabs	the person	vɟju⁵⁵	vɟju⁵⁵	Huang2007	
5252	NjorogsKhroskyabs	the person		ʁbji⁵⁵	Yin2007	
5718	Tshobdun	the person			Sun2019	
5994	NgyaltsuZbu	the person	tərméʔ	tərméʔ	Gong2018	
6252	Zlarong	the person	ŋə55ȵe55	ŋə55ȵe55	Zhao2019	
6639	KyomkyoSitu	the person	tərmu	tərmu	Prins2016	
121	Bantawa	the pig	bʰak	bʰak	Jongens2009	33997
389	Daofu	the pig	va	va	Huang1992	18753
693	Japhug	the pig	paʁ	paʁ	Jacques2015b	25830
1083	Tangut	the pig	wa	wa	Li1997	38042
1438	WobziKhroskyabs	the pig	pʰɑ̂ɣ	pʰɑ̂ɣ	Lai2017	31701
1776	Zhaba	the pig	va⁵⁵	va⁵⁵	Huang1992	21327
2044	MaerkangrGyalrong	the pig	pɑk	pɑk	Huang1992	17532
2312	MuyaKangding	the pig	ʑy²⁴	ʑy²⁴	Huang1992	22565
2313	MuyaKangding	the pig	βɐ⁵³	βɐ⁵³	Huang1992	22566
2753	MenyaGao	the pig		2ʑi	Gao2016	
2905	OldBurmese	the pig	vak	vak		31181
3160	QueyuXinlong	the pig	ve¹³	ve¹³	Huang1992	20118
3407	QueyuPubarong	the pig	vjē	vjē	GuanForthcoming	
3780	SiyuewuKhroskyabs	the pig	pʰɑ̂ɣ	pʰɑ̂ɣ		38978
4129	BragbarSitu	the pig	piāk	piāk	ZhangForthcoming	
4544	Geshiza	the pig		va	Honkasalo2019	
4829	GuanyinqiaoKhroskyabs	the pig	pʰa⁵³	pʰa⁵³	Huang2007	
5192	NjorogsKhroskyabs	the pig		pʰak⁵⁵	Yin2007	
5382	Tshobdun	the pig	’pa	’pa	Sun2019	
5932	NgyaltsuZbu	the pig	pɐ̂ʁ	pɐ̂ʁ	Gong2018	
6267	Zlarong	the pig	pha53	pha53	Zhao2019	
6640	KyomkyoSitu	the pig	pak	pak	Prins2016	
122	Bantawa	the rain	wa	wa	Jongens2009	34002
390	Daofu	the rain	mə qhi	mə qhi	Huang1992	18569
694	Japhug	the rain	tɯmɯ	tɯmɯ	Jacques2015b	7574
1084	Tangut	the rain	dzjwo²	dzjwo²	Li1997	7578
1085	Tangut	the rain	dzju.	dzju.	Li1997	38048
1439	WobziKhroskyabs	the rain	mə̂	mə̂	Lai2017	31706
1777	Zhaba	the rain	mo³³ku⁵⁵	mo³³ku⁵⁵	Huang1992	24467
2045	MaerkangrGyalrong	the rain	tə mu	tə mu	Huang1992	17332
2314	MuyaKangding	the rain	mə⁵⁵qhɐ̱³³	mə⁵⁵qhɐ̱³³	Huang1992	22368
2502	MenyaGao	the rain		1məndʑa̠	Gao2016	
2906	OldBurmese	the rain	ro₁	ro₁		31182
3161	QueyuXinlong	the rain	xi⁵⁵	xi⁵⁵	Huang1992	19910
3430	QueyuPubarong	the rain	xū	xū	GuanForthcoming	
3781	SiyuewuKhroskyabs	the rain	mə̂	mə̂		38979
4130	BragbarSitu	the rain	təmû	təmû	ZhangForthcoming	
4366	Geshiza	the rain		mæ	Honkasalo2019	
4830	GuanyinqiaoKhroskyabs	the rain	mə⁵³	mə⁵³	Huang2007	
5145	NjorogsKhroskyabs	the rain		mu⁵³	Yin2007	
5621	Tshobdun	the rain	tə́mu	tə́mu	Sun2019	
5988	NgyaltsuZbu	the rain	təmû	təmû	Gong2018	
6346	Zlarong	the rain	tsu53	tsu53	Zhao2019	
6641	KyomkyoSitu	the rain	təmu	təmu	Prins2016	
123	Bantawa	the rainbow	nakɨmaŋ	nakɨmaŋ	Jongens2009	34003
391	Daofu	the rainbow	ndʑa	ndʑa	Huang1992	18570
695	Japhug	the rainbow	ndʑa	ndʑa	Jacques2015b	25831
1086	Tangut	the rainbow	tsjwu	tsjwu	Li1997	38130
1440	WobziKhroskyabs	the rainbow	ndʑɑ̂	ndʑɑ̂	Lai2017	31707
1778	Zhaba	the rainbow	ndʑa⁵⁵	ndʑa⁵⁵	Huang1992	21118
2046	MaerkangrGyalrong	the rainbow	ndʒɑ	ndʒɑ	Huang1992	17333
2315	MuyaKangding	the rainbow	ȵdʑæ⁵³	ȵdʑæ⁵³	Huang1992	22369
2761	MenyaGao	the rainbow			Gao2016	
2907	OldBurmese	the rainbow	sak◦taṃ	sak◦taṃ		31183
3162	QueyuXinlong	the rainbow	mu⁵⁵qha³³	mu⁵⁵qha³³	Huang1992	19911
3348	QueyuPubarong	the rainbow	ⁿdʑō	ⁿdʑō	GuanForthcoming	
3782	SiyuewuKhroskyabs	the rainbow	ndʑɑ̂	ndʑɑ̂		38980
4131	BragbarSitu	the rainbow	kə-ɕəm-ˈmbrombro	kə-ɕəm-ˈmbrombro	ZhangForthcoming	
4379	Geshiza	the rainbow		mdʑa	Honkasalo2019	
4831	GuanyinqiaoKhroskyabs	the rainbow	ndʑa⁵³	ndʑa⁵³	Huang2007	
5104	NjorogsKhroskyabs	the rainbow		kə³³fɕi⁵³rem³³rem⁵³	Yin2007	
5719	Tshobdun	the rainbow			Sun2019	
6075	NgyaltsuZbu	the rainbow	ⁿdʑɐ̂	ⁿdʑɐ̂	Gong2018	
6227	Zlarong	the rainbow	ndʑe53	ndʑe53	Zhao2019	
6642	KyomkyoSitu	the rainbow			Prins2016	
124	Bantawa	the rice plant	kaya	kaya	Jongens2009	34005
1087	Tangut	the rice plant	rer	rer	Li1997	38233
1779	Zhaba	the rice plant	mdʐe¹³	mdʐe¹³	Huang1992	21452
1780	Zhaba	the rice plant	mbʐe¹³	mbʐe¹³	Huang1992	21474
2316	MuyaKangding	the rice plant	ndʐue⁵³	ndʐue⁵³	Huang1992	22668
2526	MenyaGao	the rice plant		1ndʐe	Gao2016	
2908	OldBurmese	the rice plant	ko₂k	ko₂k		31184
3163	QueyuXinlong	the rice plant	mdʐiɛ¹³	mdʐiɛ¹³	Huang1992	20240
3510	QueyuPubarong	the rice plant	mtʂǣ	mtʂǣ	GuanForthcoming	
3783	SiyuewuKhroskyabs	the rice plant	mbræ̂z	mbræ̂z		38981
4132	BragbarSitu	the rice plant	khrī	khrī	ZhangForthcoming	
4374	Geshiza	the rice plant		mbrɛ-lbə	Honkasalo2019	
4832	GuanyinqiaoKhroskyabs	the rice plant	mbrɛ⁵³	mbrɛ⁵³	Huang2007	
5124	NjorogsKhroskyabs	the rice plant		mbraʔs⁵³	Yin2007	
5720	Tshobdun	the rice plant			Sun2019	
6076	NgyaltsuZbu	the rice plant	ⁿbrɐ́z	ⁿbrɐ́z	Gong2018	
6398	Zlarong	the rice plant			Zhao2019	
6643	KyomkyoSitu	the rice plant			Prins2016	
125	Bantawa	the river	hoŋku	hoŋku	Jongens2009	34007
126	Bantawa	the river	yaŋwama	yaŋwama	Jongens2009	34008
392	Daofu	the river	ɣrə	ɣrə	Huang1992	18586
696	Japhug	the river	smar	smar	Jacques2015b	7839
1088	Tangut	the river	mja	mja	Li1997	38065
1089	Tangut	the river	ɕjwa	ɕjwa	Li1997	38226
1441	WobziKhroskyabs	the river	jdə̂	jdə̂	Lai2017	31712
1781	Zhaba	the river	tʌ¹³	tʌ¹³	Huang1992	21134
2047	MaerkangrGyalrong	the river	tʃə khɑ	tʃə khɑ	Huang1992	17351
2317	MuyaKangding	the river	tɕə⁵³	tɕə⁵³	Huang1992	22967
2586	MenyaGao	the river		1tɕə	Gao2016	
2909	OldBurmese	the river	mlac	mlac		31185
3164	QueyuXinlong	the river	ʒi¹³	ʒi¹³	Huang1992	19926
3358	QueyuPubarong	the river	ɲuɹɨ	ɲuɹɨ	GuanForthcoming	
3784	SiyuewuKhroskyabs	the river	rɲəmên	rɲəmên		38982
4133	BragbarSitu	the river	mɲamgə̂m	mɲamgə̂m	ZhangForthcoming	
4462	Geshiza	the river		rɲo	Honkasalo2019	
4833	GuanyinqiaoKhroskyabs	the river	ʁrɲəm⁵³	ʁrɲəm⁵³	Huang2007	
4834	GuanyinqiaoKhroskyabs	the river	ɣdə⁵⁵zi⁵⁵	ɣdə⁵⁵zi⁵⁵	Huang2007	
5090	NjorogsKhroskyabs	the river		ɣdzaʔr⁵³	Yin2007	
5262	NjorogsKhroskyabs	the river		ʁɲam⁵⁵	Yin2007	
5498	Tshobdun	the river	ɲɐmgón	ɲɐmgón	Sun2019	
6077	NgyaltsuZbu	the river	qɐrɲɐ́mʔ	qɐrɲɐ́mʔ	Gong2018	
6171	Zlarong	the river	lo55tɕhu53	lo55tɕhu53	Zhao2019	
6644	KyomkyoSitu	the river	ɲangən	ɲangən	Prins2016	
127	Bantawa	the road	lam	lam	Jongens2009	34009
393	Daofu	the road	tɕɛ	tɕɛ	Huang1992	18591
697	Japhug	the road	tʂu	tʂu	Jacques2015b	7892
1090	Tangut	the road	tɕja¹	tɕja¹	Li1997	7896
1442	WobziKhroskyabs	the road	tɕʰî	tɕʰî	Lai2017	31713
1782	Zhaba	the road	ɟje³³lɛ⁵⁵	ɟje³³lɛ⁵⁵	Huang1992	21139
2048	MaerkangrGyalrong	the road	tʂəlɑ	tʂəlɑ	Huang1992	17355
2318	MuyaKangding	the road	dʑɐ³³lɐ⁵³	dʑɐ³³lɐ⁵³	Huang1992	23875
2452	MenyaGao	the road		1dʑʌlʌ	Gao2016	
2910	OldBurmese	the road	lamḥ	lamḥ		31186
3165	QueyuXinlong	the road	rdʑa¹³la⁵⁵	rdʑa¹³la⁵⁵	Huang1992	23294
3511	QueyuPubarong	the road	dʑjālo	dʑjālo	GuanForthcoming	
3512	QueyuPubarong	the road	bʐɪ	bʐɪ	GuanForthcoming	
3785	SiyuewuKhroskyabs	the road	tɕʰî	tɕʰî		38983
4134	BragbarSitu	the road	tʂɐliɛ̄	tʂɐliɛ̄	ZhangForthcoming	
4513	Geshiza	the road		tɕæ	Honkasalo2019	
4835	GuanyinqiaoKhroskyabs	the road	tɕʰi⁵³	tɕʰi⁵³	Huang2007	
5093	NjorogsKhroskyabs	the road		ɣrə⁵⁵ɣar³³	Yin2007	
5635	Tshobdun	the road	tʃoⁿbɐjʔ	tʃoⁿbɐjʔ	Sun2019	
5974	NgyaltsuZbu	the road	tɕɐ́ⁿbɐ	tɕɐ́ⁿbɐ	Gong2018	
6279	Zlarong	the road	rə13	rə13	Zhao2019	
6645	KyomkyoSitu	the road	tɽalaʔ	tɽalaʔ	Prins2016	
698	Japhug	the roof	khɤxtɤmbro	khɤxtɤmbro	Jacques2015b	7945
878	Japhug	the roof		khɤxtu	Jacques2015b	
1289	Tangut	the roof			Li1997	
1584	WobziKhroskyabs	the roof		rbaʁû	Lai2017	
2690	MenyaGao	the roof		2mbʌtʌ	Gao2016	
3513	QueyuPubarong	the roof			GuanForthcoming	
3786	SiyuewuKhroskyabs	the roof	rbæʁlé	rbæʁlé		38984
4135	BragbarSitu	the roof	spə-mbrō	spə-mbrō	ZhangForthcoming	
4334	Geshiza	the roof		jæɣuə	Honkasalo2019	
4836	GuanyinqiaoKhroskyabs	the roof	sə⁵⁵mŋu³³rbɑ³³wu⁵³	sə⁵⁵mŋu³³rbɑ³³wu⁵³	Huang2007	
5205	NjorogsKhroskyabs	the roof		rbo⁵⁵bro⁵⁵	Yin2007	
5506	Tshobdun	the roof	pɐrtsɐko	pɐrtsɐko	Sun2019	
6078	NgyaltsuZbu	the roof	zɡɐkúʔ	zɡɐkúʔ	Gong2018	
6311	Zlarong	the roof	tɕõ55wɔ55ti55	tɕõ55wɔ55ti55	Zhao2019	
6646	KyomkyoSitu	the roof			Prins2016	
128	Bantawa	the root	b_en	b_en	Jongens2009	34010
394	Daofu	the root	shə rko	shə rko	Huang1992	25477
699	Japhug	the root	tɤ-zrɤm	tɤ-zrɤm	Jacques2015b	7998
1091	Tangut	the root	dʑju²	dʑju²	Li1997	8002
1443	WobziKhroskyabs	the root	srə́m	srə́m	Lai2017	31714
1783	Zhaba	the root	ndʐɿ⁵⁵	ndʐɿ⁵⁵	Huang1992	21180
2049	MaerkangrGyalrong	the root	tɐ srɐm	tɐ srɐm	Huang1992	20529
2319	MuyaKangding	the root	tsɐ⁵⁵wæ⁵³	tsɐ⁵⁵wæ⁵³	Huang1992	22633
2621	MenyaGao	the root		1tsɛɦɛ	Gao2016	
2911	OldBurmese	the root	mryat	mryat		31187
3166	QueyuXinlong	the root	se⁵⁵ʂtse⁵⁵	se⁵⁵ʂtse⁵⁵	Huang1992	20192
3373	QueyuPubarong	the root	qã̄ɪ	qã̄ɪ	GuanForthcoming	
3787	SiyuewuKhroskyabs	the root	tɕʰê	tɕʰê		38985
3788	SiyuewuKhroskyabs	the root	qé	qé		38986
3789	SiyuewuKhroskyabs	the root	rû	rû		38987
4136	BragbarSitu	the root	ta-srâm	ta-srâm	ZhangForthcoming	
4507	Geshiza	the root		sqʰa	Honkasalo2019	
4837	GuanyinqiaoKhroskyabs	the root	srəm⁵⁵	srəm⁵⁵	Huang2007	
5064	NjorogsKhroskyabs	the root		e³³sram⁵⁵	Yin2007	
5561	Tshobdun	the root	rtsɐʃəɣʔ	rtsɐʃəɣʔ	Sun2019	
6079	NgyaltsuZbu	the root	tɑ-rzɑ́mʔ	tɑ-rzɑ́mʔ	Gong2018	
6350	Zlarong	the root	tʂæ55	tʂæ55	Zhao2019	
6647	KyomkyoSitu	the root			Prins2016	
129	Bantawa	the rope	hatdeuri	hatdeuri	Jongens2009	34011
130	Bantawa	the rope	makyɨ	makyɨ	Jongens2009	34012
395	Daofu	the rope	sku lu	sku lu	Huang1992	19024
700	Japhug	the rope	tɯmbri	tɯmbri	Jacques2015b	8051
1092	Tangut	the rope	kwə	kwə	Li1997	38228
1444	WobziKhroskyabs	the rope	bré	bré	Lai2017	31715
1784	Zhaba	the rope	ptʂɪ⁵⁵	ptʂɪ⁵⁵	Huang1992	21555
2050	MaerkangrGyalrong	the rope	tə brᴇ	tə brᴇ	Huang1992	17797
2320	MuyaKangding	the rope	wɐ⁵³	wɐ⁵³	Huang1992	22747
2469	MenyaGao	the rope		1ɦʌ	Gao2016	
2912	OldBurmese	the rope	kruiwḥ	kruiwḥ		31188
3167	QueyuXinlong	the rope	ʂta⁵⁵thi⁵⁵	ʂta⁵⁵thi⁵⁵	Huang1992	14884
3397	QueyuPubarong	the rope	tʰotʰje	tʰotʰje	GuanForthcoming	
3790	SiyuewuKhroskyabs	the rope	bré	bré		38988
4137	BragbarSitu	the rope	tə-mbrē	tə-mbrē	ZhangForthcoming	
4479	Geshiza	the rope		səri	Honkasalo2019	
4838	GuanyinqiaoKhroskyabs	the rope	bre⁵³	bre⁵³	Huang2007	
5032	NjorogsKhroskyabs	the rope		bre⁵⁵	Yin2007	
5622	Tshobdun	the rope	təⁿbre	təⁿbre	Sun2019	
6000	NgyaltsuZbu	the rope	tɯ-ⁿbrɯ̂	tɯ-ⁿbrɯ̂	Gong2018	
6118	Zlarong	the rope	ɕe53	ɕe53	Zhao2019	
6648	KyomkyoSitu	the rope	təmbriʔ	təmbriʔ	Prins2016	
131	Bantawa	the salt	yum	yum	Jongens2009	34015
701	Japhug	the salt	tsʰa	tsʰa	Jacques2015b	8263
1093	Tangut	the salt	tshjɨ	tshjɨ	Li1997	38044
1445	WobziKhroskyabs	the salt	tsʰí	tsʰí	Lai2017	31718
1785	Zhaba	the salt	tshɿ³³	tshɿ³³	Huang1992	21155
1786	Zhaba	the salt	tshɿ³¹	tshɿ³¹	Huang1992	21156
2051	MaerkangrGyalrong	the salt	tshɐ	tshɐ	Huang1992	17370
2321	MuyaKangding	the salt	tshə⁵³	tshə⁵³	Huang1992	22410
2624	MenyaGao	the salt		1tshə	Gao2016	
2913	OldBurmese	the salt	chāḥ	chāḥ		31189
3168	QueyuXinlong	the salt	tɕhi⁵⁵	tɕhi⁵⁵	Huang1992	25223
3393	QueyuPubarong	the salt	tɕʰî	tɕʰî	GuanForthcoming	
3791	SiyuewuKhroskyabs	the salt	tsʰí	tsʰí		38989
4138	BragbarSitu	the salt	tshâ	tshâ	ZhangForthcoming	
4526	Geshiza	the salt		tsʰə	Honkasalo2019	
4839	GuanyinqiaoKhroskyabs	the salt	tsʰi⁵⁵	tsʰi⁵⁵	Huang2007	
5320	NjorogsKhroskyabs	the salt		tsʰə⁵⁵	Yin2007	
5323	NjorogsKhroskyabs	the salt		tsʰrə⁵⁵	Yin2007	
5721	Tshobdun	the salt			Sun2019	
6080	NgyaltsuZbu	the salt	tsî	tsî	Gong2018	
6336	Zlarong	the salt	tshi53	tshi53	Zhao2019	
6649	KyomkyoSitu	the salt	tshe	tshe	Prins2016	
132	Bantawa	the sand	bakʰa	bakʰa	Jongens2009	34017
396	Daofu	the sand	bji ma	bji ma	Huang1992	18593
702	Japhug	the sand	qambɯt	qambɯt	Jacques2015b	8316
1094	Tangut	the sand	bẹ¹	bẹ¹	Li1997	8320
1446	WobziKhroskyabs	the sand	rɟaqrá	rɟaqrá	Lai2017	31720
1787	Zhaba	the sand	tsi³³ma⁵⁵	tsi³³ma⁵⁵	Huang1992	21142
2052	MaerkangrGyalrong	the sand	kə wᴇk	kə wᴇk	Huang1992	17358
2322	MuyaKangding	the sand	tɕə⁵⁵mæ⁵³	tɕə⁵⁵mæ⁵³	Huang1992	22395
2588	MenyaGao	the sand		1tɕəmɛ	Gao2016	
2914	OldBurmese	the sand	sai	sai		31190
3169	QueyuXinlong	the sand	ɕi¹³ma⁵⁵	ɕi¹³ma⁵⁵	Huang1992	19937
3308	QueyuPubarong	the sand	ɣəvə	ɣəvə	GuanForthcoming	
3792	SiyuewuKhroskyabs	the sand	lbə̂ɣ	lbə̂ɣ		38990
4139	BragbarSitu	the sand	kəmbiə̂k	kəmbiə̂k	ZhangForthcoming	
4286	Geshiza	the sand		a̯bu	Honkasalo2019	
4840	GuanyinqiaoKhroskyabs	the sand	lbəɣ⁵³	lbəɣ⁵³	Huang2007	
5113	NjorogsKhroskyabs	the sand		lbək⁵⁵	Yin2007	
5525	Tshobdun	the sand	qɐ́ⁿbət	qɐ́ⁿbət	Sun2019	
5938	NgyaltsuZbu	the sand	qɐⁿbə́t	qɐⁿbə́t	Gong2018	
6312	Zlarong	the sand	tɕy31me53	tɕy31me53	Zhao2019	
6650	KyomkyoSitu	the sand	phjema	phjema	Prins2016	
133	Bantawa	the sea	yaŋwama	yaŋwama	Jongens2009	34020
397	Daofu	the sea	mtshu	mtshu	Huang1992	18588
703	Japhug	the sea	rɟɤmtshu	rɟɤmtshu	Jacques2015b	25833
1095	Tangut	the sea	ŋjow	ŋjow	Li1997	38183
1447	WobziKhroskyabs	the sea	rɟɑ̂mtsʰu	rɟɑ̂mtsʰu	Lai2017	31722
1788	Zhaba	the sea	ɟja⁵⁵mtshu⁵⁵	ɟja⁵⁵mtshu⁵⁵	Huang1992	21137
