ID	DOCULECT	GLOSS_IN_SOURCE	CONCEPT	IPA	TOKENS	ALIGNMENT	NOTE	BORROWING	CHINESE	COGID	COGIDS	HANZI	MORPHEME_STRUCTURE 
23416	Muya	marry (a woman)	to marry (a man marries a woman)	la⁵³ khə³³thə⁵³	l a ⁵³ _ kh ə ³³ ◦ th ə ⁵³					0			
23425	Muya	knead (dough)	to knead	no³³zə̱⁵³	n o ³³ ◦ z ə̱ ⁵³					0			
23430	Muya	kill	to kill	nɐ³³ sɐ⁵³	n ɐ ³³ _ s ɐ ⁵³					0			
23435	Muya	shoot (an arrow)	to shoot (an arrow)	qho⁵⁵lə̱⁵³	qh o ⁵⁵ ◦ l ə̱ ⁵³					0			
23443	Zhaba_Daofu_County	he	he or she [third person singular]	tᴜ³³ʐᴜ⁵⁵	t ᴜ ³³ ◦ ʐ ᴜ ⁵⁵	t ᴜ ³³ ◦ ʐ ᴜ ⁵⁵				2661			
23447	Daofu	lick / lap	to lick	pqɑ	p q ɑ	p q ɑ	!			2662			
23453	Queyu_Xinlong	nose	the nose	ɕni⁵⁵	ɕ n i ⁵⁵					0			
23454	Muya	cold (weather, water)	cold (of temperature)	ndza³³ndza⁵⁵	ndz a ³³ ◦ ndz a ⁵⁵		!?			0			
23456	Muya	count (numbers)	to count	(tsi³³tʂu⁵⁵) tə³³dʑɐ⁵³	t ə ³³ ◦ dʑ ɐ ⁵³		!			0			
23458	Queyu_Xinlong	ear	the ear	rȵi⁵⁵	r ȵ i ⁵⁵		!			0			
23460	Muya	sleep	to sleep	khi⁵³	kh i ⁵³					0			
23463	Muya	die	to die	thɐ³³sə⁵³	th ɐ ³³ ◦ s ə ⁵³					0			
23473	Muya	woman	the woman	mo³³ȵo⁵³	m o ³³ ◦ ȵ o ⁵³					0			
23474	Muya	lick / lap	to lick	thi³³ndʑuɐ⁵³læ³³	th i ³³ ◦ ndʑ u ɐ ⁵³ ◦ l æ ³³		?!			0			
23477	Muya	hear	to hear	ndo⁵³	nd o ⁵³		?!			0			
23480	Muya	steal	to steal	kuə²⁴ khə⁵⁵βə³³	k u ə ²⁴ _ kh ə ⁵⁵ ◦ β ə ³³					0			
23481	Muya	throw / hurl	to throw	thɐ⁵⁵ dæ⁵³	th ɐ ⁵⁵ _ d æ ⁵³					0			
23482	Muya	spit	to spit	thɐ⁵⁵dæ⁵³	th ɐ ⁵⁵ ◦ d æ ⁵³					0			
23483	Muya	push / shove	to push	thy⁵⁵ndy⁵³	th y ⁵⁵ ◦ nd y ⁵³		?!			0			
23487	Queyu_Xinlong	shoulder	the shoulder	phiɛ⁵⁵	ph i ɛ ⁵⁵					0			
23492	Muya	dig / scoop out	to dig	ɦɑ³³qo⁵³	ɦ ɑ ³³ ◦ q o ⁵³					0			
23496	Muya	play / amuse oneself	to play	nɐ³³ndʑu⁵⁵ndʑə³³	n ɐ ³³ ◦ ndʑ u ⁵⁵ ◦ ndʑ ə ³³		?!			0			
23497	Muya	forget	to forget	thɐ⁵⁵mə⁵³	th ɐ ⁵⁵ ◦ m ə ⁵³					0			
23498	Muya	smell	to smell (perceive odor) [transitive]	khi³³sø⁵⁵næ³³	kh i ³³ ◦ s ø ⁵⁵ ◦ n æ ³³					0			
23499	Muya	hold (a pen)	to hold	tə³³ zø⁵³	t ə ³³ _ z ø ⁵³					0			
23511	rGyalrong_Maerkang	smooth / glossy / sleek	smooth	kə mno	k ə _ m n o	( k ə _ ) m n o	!			2670			
23512	Muya	think	to think (reflect)	thu⁵⁵sɐ⁵⁵mbæ³³	th u ⁵⁵ ◦ s ɐ ⁵⁵ ◦ mb æ ³³		?!			0			
23518	Muya	laugh / smile	to laugh	ni³³ri⁵⁵	n i ³³ ◦ r i ⁵⁵					0			
23519	Muya	blow (one's nose)	to blow (of wind)	nu³³phɐ⁵³	n u ³³ ◦ ph ɐ ⁵³					0			
23527	Zhaba_Daofu_County	who	who	shə⁵⁵	sʰ ə ⁵⁵	sʰ ə ⁵⁵				2253			
23529	Queyu_Xinlong	thigh	the thigh	bla⁵⁵	b l a ⁵⁵					0			
23535	Queyu_Xinlong	knee	the knee	ʂŋi⁵⁵	ʂ ŋ i ⁵⁵					0			
23536	Zhaba_Daofu_County	where	where	ke⁵⁵	k e ⁵⁵					4771			
23541	Muya	stand	to stand	tə³³rə⁵³	t ə ³³ ◦ r ə ⁵³					0			
23544	Zhaba_Daofu_County	mouse	the mouse or rat	ʐa³³pha⁵⁵	ʐ a ³³ ◦ ph a ⁵⁵	ʐ a ³³ ◦ ph a ⁵⁵				2674			
23562	Muya	know	to know (something)	khə³³kuø⁵³	kh ə ³³ ◦ k u ø ⁵³					0			
23580	Muya	walk	to walk	tə³³ro⁵⁵rɑ³³	t ə ³³ ◦ r o ⁵⁵ ◦ r ɑ ³³					0			
23591	Queyu_Xinlong	nail	the nail (fingernail or claw)	ʂtsɛ¹³ɕȵi⁵⁵	ʂ ts ɛ ¹³ ◦ ɕ ȵ i ⁵⁵		!			0			
23593	Zhaba_Daofu_County	small	small	lɛ⁵⁵zɿ³³	l ɛ ⁵⁵ ◦ z ɿ ³³	( l ɛ ⁵⁵ ◦ - - - ) z ɿ - ( ³³ - )				440			
23597	Queyu_Xinlong	dry	dry	ru¹³ru³³	r u ¹³ ◦ r u ³³					0			
23607	Queyu_Xinlong	shoot (an arrow)	to shoot (an arrow)	mda¹³ʁʒi⁵⁵brə³³	m d a ¹³ ◦ ʁ ʒ i ⁵⁵ ◦ b r ə ³³		!			0			
23631	Muya	learn	to learn	khə³³tɕuɑ⁵⁵	kh ə ³³ ◦ tɕ u ɑ ⁵⁵					0			
23635	Muya	learn	to learn	khi³³ zi⁵⁵	kh i ³³ _ z i ⁵⁵					0			
23666	Zhaba_Daofu_County	thick	thick	dy⁵⁵ dy⁵⁵	d y ⁵⁵ _ d y ⁵⁵	d y ⁵⁵ _ d y ⁵⁵				2702			
23682	Muya	bite	to bite	khə⁵⁵βɐ⁵³	kh ə ⁵⁵ ◦ β ɐ ⁵³					0			
23686	Zhaba_Daofu_County	full	full	ʌ⁵⁵pei⁵⁵	ʌ ⁵⁵ ◦ p e i ⁵⁵	ʌ ⁵⁵ ◦ p e i ⁵⁵				2705			
23694	Queyu_Xinlong	tooth	the tooth (front)	ski⁵⁵	s k i ⁵⁵		!			0			
23738	Muya	five	five	ɴɑ⁵³	ɴ ɑ ⁵³					0			
23771	Zhaba_Daofu_County	horizontal	horizontal	ŋʌ⁵⁵ʂki⁵⁵	ŋ ʌ ⁵⁵ ◦ ʂ k i ⁵⁵	ŋ ʌ ⁵⁵ ◦ ʂ k i ⁵⁵	!			2728			
23777	Queyu_Xinlong	heart	the heart	sme⁵⁵rmi³³	s m e ⁵⁵ ◦ r m i ³³		!			0			
23780	Zhaba_Daofu_County	straight	straight	tʂu³³tʂu⁵⁵	tʂ u ³³ ◦ tʂ u ⁵⁵	tʂ u ³³ ◦ tʂ u ⁵⁵				2732			
23782	Muya	tooth	the tooth (front)	xuə²⁴	x u ə ²⁴					0			
23786	Muya	plant (trees)	to plant (vegetals, rice)	khi³³ndzu⁵³	kh i ³³ ◦ ndz u ⁵³		?!			0			
23800	Zhaba_Daofu_County	red	red	ȵi⁵⁵ȵi³³	ȵ i ⁵⁵ ◦ ȵ i ³³	- ( - - - - - - ) - ȵ i - ( - ⁵⁵ ◦ ȵ i ³³ )				1306			
23811	Zhaba_Daofu_County	green	green	dʑᴜ³³ nkhu⁵⁵	dʑ ᴜ ³³ _ n kh u ⁵⁵	dʑ ᴜ ³³ _ n kh u ⁵⁵	!	tib[ljang.khu] (yunfan 15/02/19)		3262			
23834	Zhaba_Daofu_County	light (weight)	light (of weight)	dᴜ³³dᴜ⁵⁵	d ᴜ ³³ ◦ d ᴜ ⁵⁵	d ᴜ ³³ ◦ d ᴜ ⁵⁵				2750			
23875	Muya	road	the road	dʑɐ³³lɐ⁵³	dʑ ɐ ³³ ◦ l ɐ ⁵³					0			
23891	Daofu	five	five	ɴɢvɛ	ɴ ɢ v ɛ	( - - - - - - - - - - - ) - ɴ ɢ v ɛ - - - ( - - - )	! bad character «G»			10357			
23896	Muya	know	to know (something)	χɐ⁵⁵ kuø⁵³	χ ɐ ⁵⁵ _ k u ø ⁵³					0			
23930	rGyalrong_Maerkang	buy	to buy	kɑ ki	k ɑ _ k i	k ɑ _ k i				2778			
23940	Daofu	know	to know (something)	hɑ goŋ	h ɑ + g o ŋ	h ɑ + g o ŋ				2781			
23959	Muya	green	green	dʑɑ̃³³khu⁵³	dʑ ɑ̃ ∼ ³³ ◦ kh u ⁵³					0			
23960	Daofu	nine	nine	ngə	n g ə	( - - - - - - - - - - ) n - - - g - ə - - - - ( - ) - -	!			24			
23970	Zhaba_Daofu_County	new	new	se⁵⁵pi⁵⁵	s e ⁵⁵ ◦ p i ⁵⁵	- s e - - ⁵⁵ ( ◦ p i ⁵⁵ - - - - )		tib[gsar.pa] ? (yunfan 15/02/19)		23			
23980	Muya	morning	morning	nɐ³³nɐ⁵³	n ɐ ³³ ◦ n ɐ ⁵³					0			
23998	rGyalrong_Maerkang	run	to run	kɐ rɟjək	k ɐ _ r ɟj ə k	( k ɐ _ - - - - ) r - ɟj ə k - ( - - - - - - )	!	tib[rgʲug]		729			
24002	Muya	rod / stick	the stick	də³³mbɐ⁵³	d ə ³³ ◦ mb ɐ ⁵³		?!			0			
24018	Zhaba_Daofu_County	cold (weather)	cold (of temperature)	ʌ⁵⁵guɛ⁵⁵	ʌ ⁵⁵ ◦ g u ɛ ⁵⁵	ʌ ⁵⁵ ◦ g u ɛ ⁵⁵				2793			
24023	Daofu	dew	the dew	rze	r z e	- - - - - - - - - - - - - - - - - - - - - - - r z e - -	!			10257			
24107	Queyu_Xinlong	wind	the wind	ɬa⁵⁵	ɬ a ⁵⁵					0			
24114	Queyu_Xinlong	count (numbers)	to count	tsy⁵⁵tʂu⁵⁵	ts y ⁵⁵ ◦ tʂ u ⁵⁵					0			
24174	rGyalrong_Maerkang	year	the year	pɑ	p ɑ	p ɑ				29777			
24176	rGyalrong_Maerkang	wood / log	the wood (material)	ʃᴇ	ʃ ᴇ					2974			
24196	rGyalrong_Maerkang	give	to give	kɐ wə	k ɐ _ w ə	) k ɐ _ w ə				1913			
24202	Queyu_Xinlong	sleep	to sleep	ʑɛ¹³	ʑ ɛ ¹³					0			
24240	Queyu_Xinlong	tail	the tail	rnə¹³	r n ə ¹³		!			0			
24313	rGyalrong_Maerkang	drink	to drink	kɑ mot	k ɑ _ m o t	k ɑ _ m o t				2857			
24332	Muya	burn	to burn [intransitive]	tə⁵⁵tʂy⁵³	t ə ⁵⁵ ◦ tʂ y ⁵³					0			
24340	Muya	armpit	the armpit	jɐ³³næ⁵⁵βa³⁵	j ɐ ³³ ◦ n æ ⁵⁵ ◦ β a ³⁵					0			
24416	Queyu_Xinlong	tiger	the tiger	sta⁵⁵	s t a ⁵⁵		!			0			
24432	Zhaba_Daofu_County	fight	to fight	dy⁵⁵bdy⁵⁵	d y ⁵⁵ ◦ b d y ⁵⁵	d y ⁵⁵ ◦ b d y ⁵⁵	!			2338			
24459	Zhaba_Daofu_County	hand	the hand	ja³³pa⁵⁵	j a ³³ ◦ p a ⁵⁵	( - - - ) j a - - ( ³³ ◦ p - a ⁵⁵ - - - - - )				229			
24467	Zhaba_Daofu_County	rain	the rain	mo³³ku⁵⁵	m o ³³ ◦ k u ⁵⁵	m o ³³ ◦ k u ⁵⁵				1164			
24471	Queyu_Xinlong	ten	ten	ʂqa¹³rdə⁵⁵	ʂ q a ¹³ ◦ r d ə ⁵⁵		!			0			
24501	Queyu_Xinlong	wolf	the wolf	ɕoŋ⁵⁵khɯ⁵⁵	ɕ o ŋ ⁵⁵ ◦ kh ɯ ⁵⁵					0			
24536	rGyalrong_Maerkang	chew	to chew	kɑ wɑ ŋkᴇi	k ɑ _ w ɑ _ ŋ k ᴇ i	- k ɑ _ w ɑ _ ŋ k ᴇ i	!			1534			
24560	Queyu_Xinlong	knife	knife	tʂi¹³ji⁵⁵	tʂ i ¹³ ◦ j i ⁵⁵					0			
24603	Zhaba_Daofu_County	salty	salty	tshɿ⁵⁵ zo³³zo⁵⁵	tsʰ ɿ ⁵⁵ _ z o ³³ ◦ z o ⁵⁵	( - - - ) tsʰ - ɿ ⁵⁵ ( _ z o ³³ ◦ z o ⁵⁵ )				1006			
24625	Daofu	fruit	the fruit	ɕhõ tho	ɕʰ õ ∼ + tʰ o	ɕʰ õ ∼ - + tʰ o - -		Tibetan[ɕiŋ tog]		817			
24628	Queyu_Xinlong	insect / worm	the worm	pu⁵⁵tʃa³¹	p u ⁵⁵ ◦ tʃ a ³¹					0			
24674	Zhaba_Daofu_County	we	we [first person plural inclusive]	ȵe⁵⁵	ȵ e ⁵⁵					6601			
24678	Zhaba_Daofu_County	spit	to spit	ʌ⁵⁵nphɛ⁵⁵	ʌ ⁵⁵ ◦ n ph ɛ ⁵⁵	ʌ ⁵⁵ ◦ n ph ɛ ⁵⁵	!			2920			
24699	Zhaba_Daofu_County	branch / twig	the branch	ja⁵⁵ja⁵⁵	j a ⁵⁵ ◦ j a ⁵⁵	- - - - j a - ⁵⁵ ◦ j a ⁵⁵		tib yal?		10266			
24704	Queyu_Xinlong	tree	the tree	se⁵⁵	s e ⁵⁵					0			
24745	Muya	late	late	ɦæ³³ʁuə̱⁵³	ɦ æ ³³ ◦ ʁ u ə̱ ⁵³					0			
24813	Zhaba_Daofu_County	pit / stone	stone (of fruit)	vʑʌ¹³	v ʑ ʌ ¹³		!			0			
24887	Muya	water	the water	tɕə⁵³	tɕ ə ⁵³					0			
24924	Muya	skin	the skin	rə³³mbɐ⁵³	r ə ³³ ◦ mb ɐ ⁵³		?!			0			
24933	rGyalrong_Maerkang	barley	the barley (tibetan or highland)	wə rjɐk	w ə _ r j ɐ k					4037			
24984	Muya	goat	the goat	tshə⁵³	tsh ə ⁵³					0			
25024	Queyu_Xinlong	steal	to steal	ʂkɯ⁵⁵vi⁵⁵	ʂ k ɯ ⁵⁵ ◦ v i ⁵⁵		!			0			
25072	Daofu	give	to give	fkho	f kʰ o	) f kʰ o	!			2125			
25076	Daofu	flea	the flea	zɮu	z ɮ u	( - - - - - - - - - - - - - - - - - - - - - - ) z ɮ - u - -				944			
25102	Zhaba_Daofu_County	he	he or she [third person singular]	ŋᴜ⁵⁵ ʐᴜ⁵⁵	ŋ ᴜ ⁵⁵ _ ʐ ᴜ ⁵⁵	ŋ ᴜ ⁵⁵ _ ʐ ᴜ ⁵⁵				2991			
25115	Muya	blood	the blood	sa⁵³	s a ⁵³					0			
25198	Zhaba_Daofu_County	push / shove	to push	tʌ¹³ti³³kɪ⁵⁵	t ʌ ¹³ ◦ t i ³³ ◦ k ɪ ⁵⁵	t ʌ ¹³ ◦ t i ³³ ◦ k ɪ ⁵⁵				3013			
25217	Daofu	earthworm	the earthworm	ɕhɑ ndʑu	ɕʰ ɑ + n dʑ u	( - - - - ɕʰ ɑ + - - - - - ) n dʑ u ( - - - - - )	!			1289			
25221	Zhaba_Daofu_County	give	to give	tʌ³³khɪ⁵⁵	t ʌ ³³ ◦ kh ɪ ⁵⁵	) t ʌ ³³ ◦ kh ɪ ⁵⁵				2125			
25223	Queyu_Xinlong	salt	the salt	tɕhi⁵⁵	tɕh i ⁵⁵		!			0			
25256	Daofu	ant	the ant	skhro	s kʰ r o	- - - - - - - - - - - - - - - - - - - - - - s - - - - - - kʰ - - r o - - ( - - - - - - - - - - - - - )	!			2954			
25276	rGyalrong_Maerkang	kill	to kill	kɑ sɑt	k ɑ _ s ɑ t	) k ɑ _ s ɑ t				3125			
25295	Zhaba_Daofu_County	ice	the ice	nphei⁵⁵	n ph e i ⁵⁵	( - - - - - - - - - ) n - ph - - - - - e i - - ( ⁵⁵ )	-ei to *-Vm			1169			
25304	Queyu_Xinlong	wood / log	the wood (material)	tʂe⁵⁵	tʂ e ⁵⁵					0			
25320	rGyalrong_Maerkang	shoot (an arrow)	to shoot (an arrow)	kə pᴇ kɐ lɐt	k ə _ p ᴇ _ k ɐ _ l ɐ t	k ə _ p ᴇ _ - - k ɐ _ l ɐ t				2933			
25330	Muya	tongue	the tongue	rɐ²⁴	r ɐ ²⁴					0			
25336	Zhaba_Daofu_County	drink	to drink	kʌ³³thɪ⁵⁵	k ʌ ³³ ◦ th ɪ ⁵⁵	k ʌ ³³ ◦ th ɪ ⁵⁵				2416			
25415	Queyu_Xinlong	firewood	firewood	se⁵⁵	s e ⁵⁵					0			
25450	Muya	come	to come	rɐ⁵³	r ɐ ⁵³					0			
25477	Daofu	root	the root	shə rko	sʰ ə + r k o	sʰ ə + r k o	!			3068			
25584	Daofu	drink	to drink	thi	tʰ i	- tʰ i				2416			
25631	Queyu_Xinlong	rod / stick	the stick	ʂt a¹³po⁵⁵	ʂ t a ¹³ ◦ p o ⁵⁵		removed space btw t and a, probable typo			0			
25645	rGyalrong_Maerkang	belly	the belly	tə pok	t ə _ p o k	- - - - - t ə _ p o k - -	!			10241			
25650	rGyalrong_Maerkang	smell	to smell (perceive odor) [transitive]	kɐ nɐ ŋkhsə ŋkhsət	k ɐ _ n ɐ _ ŋ kh s ə _ ŋ kh s ə t	k ɐ _ n ɐ _ ŋ kh s ə _ ŋ kh s ə t	!			3087			
25658	Zhaba_Daofu_County	otter	the otter	tʌ³³ʂi³³	t ʌ ³³ ◦ ʂ i ³³	t ʌ ³³ ◦ ʂ i ³³				3088			
25673	Zhaba_Daofu_County	father	the father	a⁵⁵pe⁵⁵	a ⁵⁵ ◦ p e ⁵⁵	( - - - - - - - a ⁵⁵ ◦ ) - p e - - - ( ⁵⁵ - - - - - - - - - - - )				107			
25702	Daofu	blow (one's nose)	to blow (of wind)	phɛ	pʰ ɛ	pʰ ɛ				3096			
25709	rGyalrong_Maerkang	hold (a pen)	to hold	(pər) kɐ ndʐət	p ə r _ k ɐ _ n dʐ ə t	p ə r _ k ɐ _ n dʐ ə t	!			1441			
25728	Queyu_Xinlong	come	to come	kɯ⁵⁵ty¹³	k ɯ ⁵⁵ ◦ t y ¹³					0			
25745	Daofu		you [second person plural]	ȵi ȵi	ȵ i _ ȵ i					3007			
25760	Muya		you [second person plural]	næ³³ nə⁵³	n æ ³³ _ n ə ⁵³					0			
25768	Queyu_Xinlong		you [second person plural]	ȵe¹³nɯ⁵⁵	ȵ e ¹³ ◦ n ɯ ⁵⁵					0			
25769	rGyalrong_Maerkang		you [second person plural]	ȵo	ȵ o					3007			
25783	Zhaba_Daofu_County		you [second person plural]	ȵø⁵⁵	ȵ ø ⁵⁵					3007			
25785	Japhug		UNKNOWN	qanɯ	q a n ɯ					0			
25786	Japhug	early	early	nɯmtɕi	n ɯ m tɕ i	( - - - - - - - - ) n ɯ - m tɕ i ( - - )				991			
25787	Japhug	dead wood	firewood	sɯɴɢoʁ	s ɯ ɴ ɢ o ʁ					6006			
25788	Japhug	forget	to forget	jmɯt	j m ɯ t	) j m ɯ t				1575			
25789	Japhug	hard	hard	rko	r k o	( - - - - - - ) r k o - ( - - - - - - )				341			
25790	Japhug	horse	the horse	mbro	m b r o					3151			
25791	Japhug	horizontal	horizontal	ndom	nd o m	nd o m				3103			
25792	Japhug	hot, burning	hot	sɤɕke	s ɤ ɕ k e	( s ɤ ) ɕ k e				4221			
25793	Japhug	inside	inside	ɯ-ŋgɯ	ɯ ŋg ɯ	- ɯ - ŋg ɯ ( - - )				626			
25794	Japhug	knead	to knead	rɤlaj	r ɤ l a j	r ɤ l a j				3105			
25795	Japhug	knife	the knife	mbrɯtɕɯ	m b r ɯ tɕ ɯ					0			
25796	Japhug	late	late	dal	d a l	d a l ( - - - )		tib[dal]		167			
25797	Japhug	learn	to learn	βzjoz	β z j o z	- β z j o z		tib[sbʲaŋs]		2435			
25798	Japhug	light	light (of weight)	ʑo	ʑ o	( - - - - - - - - - - - - - ) - ʑ o - - - ( - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - )				10542			
25799	Japhug	marry	to marry (a man marries a woman)	qru	q r u	q r u				3106			
25801	Japhug	morning	the morning	soz	s o z					0			
25802	Japhug	noon	the noon	sŋɯχcɤl	s ŋ ɯ χ c ɤ l					0			
25803	Japhug	outside	outside	ɯ-pɕi	ɯ p ɕ i	( - ɯ - ) p ɕ i - ( - - - - - - - - - - - )		tib[pʰʲi]		267			
25804	Japhug	run	to run	rɟɯɣ	r ɟ ɯ ɣ	( - - - - - - - ) r - ɟ ɯ ɣ - ( - - - - - - )		tib[rgʲug]		729			
25805	Japhug	salty	salty	tsri	ts r i	( - - - ) ts r i - ( - - - - - - - - )				1006			
25806	Japhug	soft	soft	mpɯ	m p ɯ	m p ɯ				3107			
25807	Japhug	ant	the ant	qro	q r o	- - - - - - - - - - - - - - - - - - - - - - - - - - - - - q - - r o - - ( - - - - - - - - - - - - - )				2954			
25808	Japhug	armpit	the armpit	tɯ-pjaχpa	t ɯ p j a χ p a	( t ɯ - ) p j a χ - - - - - p a - - -				3172			
25809	Japhug	bamboo	the bamboo	ɟu	ɟ u	- ɟ - u				821			
25810	Japhug	barley	the barley (tibetan or highland)	tɤɕi	t ɤ ɕ i					3250			
25811	Japhug	hair	the hair	tɤ-rme	t ɤ r m e					0			
25812	Japhug	child	the child	tɤ-pɤtso	t ɤ p ɤ ts o					0			
25813	Japhug	girl	the girl	tɤ-me	t ɤ m e					0			
25814	Japhug	dew	the dew	tɤʑri	t ɤ ʑ r i	- - - - - - - - - - - - - t ɤ - - - - - - - - ʑ r i - -				10257			
25815	Japhug	earthworm	the earthworm	qandʐe	q a ndʐ e	( - - - - - - - q a - - - ) - ndʐ e ( - - - - - )				1289			
25816	Japhug	flea	the flea	mdzadi	m dz a d i	( - - - - - - - - - - - - - - - - - - - m dz a ) - d - i - -				944			
25817	Japhug	fox	the fox	qachɣa	q a ch ɣ a	q a - ch - - ɣ a				2312			
25818	Japhug	frog	the frog	qaɕpa	q a ɕ p a	( - - q a ) - ɕ p - a - - - ( - ) - ( - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - )				145			
25819	Japhug	before	before	ɯ-ʁɤri	ɯ ʁ ɤ r i					0			
25820	Japhug	frost	the frost	ɕŋɤr	ɕ ŋ ɤ r	ɕ ŋ ɤ - r - ( - - - - - - - - - - )				666			
25821	Japhug	goat	the goat	tshɤt	tsh ɤ t	( - - ) tsh ɤ t - ( - - - - - - - )				774			
25822	Japhug	hail	the hail	sɤrwa	s ɤ r w a	( - - - - - ) s ɤ - - r - - - ( - w a - - )		tib[ser.ba]		384			
25823	Japhug	hoof	the hoof	tɤ-qaʁrɯ	t ɤ q a ʁ r ɯ	( t ɤ - ) q a ʁ r ɯ				2609			
25824	Japhug	high	high / tall	mbro	m b r o	( - - - - - ) m b r o - - ( - - - - - - )				896			
25826	Japhug	lung	the lung	tɯ-rtshɤz	t ɯ r tsh ɤ z	- t ɯ r tsh ɤ z				716			
25827	Japhug	mud	the mud	tɤrcoʁ	t ɤ r c o ʁ	- t ɤ r c o ʁ				2018			
25828	Japhug	nit	the nit	ndʑrɯ	ndʑ r ɯ	- ndʑ r ɯ				190			
25829	Japhug	otter	the otter	tɕhɯɕrɤm	tɕh ɯ ɕ r ɤ m	- tɕh ɯ ɕ r ɤ m		Tibetan		1290			
25830	Japhug	pig	the pig	paʁ	p a ʁ	- p a ʁ				2092			
25831	Japhug	rainbow	the rainbow	ndʑa	n dʑ a	- n dʑ a		Tibetan[ɴdʑa]		94			
25833	Japhug	sea	the sea	rɟɤmtshu	r ɟ ɤ m tsh u			tib[rgʲa.mtsʰo]		3122			
25834	Japhug	sheep	the sheep	qaʑo	q a ʑ o	) q a ʑ o				342			
25835	Japhug	sickle	the sickle	tɯɲcɣa	t ɯ ɲ c ɣ a					3299			
25836	Japhug	boy, son	the son	tɤ-tɕɯ	t ɤ tɕ ɯ	t ɤ tɕ ɯ				3109			
25837	Japhug	sparrow	the sparrow	kumpɣɤtɕɯ	k u m p ɣ ɤ tɕ ɯ					3596			
25838	Japhug	thigh	the thigh	tɯ-χpɣi	t ɯ χ p ɣ i	t ɯ χ p ɣ i				3110			
25839	Japhug	tiger	the tiger	khu	kʰ u	- kʰ u				2645			
25840	Japhug	wheat	the wheat	qaj	q a j					3241			
25841	Japhug	wolf	the wolf	spjaŋkɯ	s p j a ŋ k ɯ	- s p j a ŋ k ɯ		tib[spʲaŋ.ki]		741			
25842	Japhug	brun (it)	to burn [transitive]	nɯt	n ɯ t					0			
25843	Japhug	wipe	to wipe	pɕiz	p ɕ i z	- p ɕ i z		tib[pʰjis]		2495			
25844	Japhug	today	today	jisŋi	j i s ŋ i	j i s ŋ i				3111			
25845	Japhug	tomorrow	tomorrow	fso	f s o	) f s o				2832			
25846	Japhug	yesterday	yesterday	jɯfɕɯr	j ɯ f ɕ ɯ r	) j ɯ f ɕ ɯ r				3040			
25847	Japhug	small, young	young	xtɕi	x tɕ i	- x tɕ i				3112			
25848	Japhug	all	all	lonba	l o n mb a			tib[lon.pa]		1275			
25849	Japhug		to vomit	qioʁ	q i o ʁ	- q i o ʁ				10483			
30313	Japhug		to burn [intransitive]	nɯt	n ɯ t	n ɯ t				3198			
30488	Japhug		the child (young human)	tɤ-pɤtso	t ɤ ◦ p ɤ ts o					3112			
30512	Japhug		the lip (the lips)	tɯ-mtɕhi	t ɯ + + m tɕh i	- t ɯ + + m tɕh i		tib[mtɕʰu]		10522			
30520	Japhug		middle	ɯ-χcɤl	ɯ χ c ɤ l	( ɯ ) χ c - ɤ l - ( - - - - - - )		tib[dkʲil]		205			
30530	Japhug		noon	sŋɯχcɤl	s ŋ ɯ χ c ɤ l	s ŋ ɯ - χ c ɤ l		tib[dkʲil]		1318			
30536	Japhug		dark	qanɯ	q a n ɯ	( - - - ) q a n ɯ - ( - - - )				1363			
30552	Queyu_Xinlong	excrement (noun)	the shit	ɕtye⁵⁵	ɕ t y e ⁵⁵					0			
30554	Zhaba_Daofu_County	thin	thin (object)	ptsɿ³³ ptsɿ⁵⁵	p ts ɿ ³³ _ p ts ɿ ⁵⁵	p ts ɿ ³³ _ p ts ɿ ⁵⁵				3574			
30564	Muya	thin	thin (object)	ndʑuə⁵⁵ndʑuə⁵³	n dʑ u ə ⁵⁵ n ◦ dʑ u ə ⁵³					0			
30569	Muya	stone (noun)	the stone (a piece of)	dʑo⁵³	dʑ o ⁵³					0			
30580	Daofu	excrement (noun)	the shit	ʂcçɑ xpɑ	ʂ cç  ɑ + x p ɑ	ʂ cç - - - - - - - - - -		tib skʲag.pa (yunfan, 14/02/2019), combien cç (yunfan 19/02/19)		544			
30586	rGyalrong_Maerkang	thin	thin (object)	kə mbɑ	k ə _ m b ɑ	) k ə _ m b ɑ				3196			
30600	Daofu	scatter (seeds) (verb)	to sow (broadcast, scatter seeds)	sphro	s pʰ r o	s pʰ r o - -				3580			
30610	rGyalrong_Maerkang	excrement (noun)	the shit	tə phʃᴇ	t ə _ phʃ ᴇ	t ə _ phʃ ᴇ				3581			
30613	Muya	scatter (seeds) (verb)	to sow (broadcast, scatter seeds)	khə³³ tə⁵³	kh ə ³³ _ t ə ⁵³					0			
30615	Muya	excrement (noun)	the shit	ʂə²⁴	ʂ ə ²⁴					0			
30628	rGyalrong_Maerkang	scatter (seeds) (verb)	to sow (broadcast, scatter seeds)	(tə rpi) kɐ ktor	k ɐ _ k t o r	k ɐ _ k t o r		Tib[gtor]		3584			
30651	Zhaba_Daofu_County	scatter (seeds) (verb)	to sow (broadcast, scatter seeds)	kə⁵⁵ tu³³	k ə ⁵⁵ _ t u ³³	( k ə ⁵⁵ _ ) t u ³³				114			
