ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	MORPHEMES	COGIDS	COGID	ALIGNMENT	BORROWING	ID_IN_SOURCE	NOTE	SUBGROUP
4523	Guanyinqiao Khroskyabs	the star	zgrə⁵³	zgrə⁵³	z g r ⁵³/ə		4551	0	z - - g r - ⁵³/ə - -				Rgyalrongic
4988	Njorogs Khroskyabs	the star	zgrə⁵³	zgrə⁵³	z g r ⁵³/ə		4551	0	z - - g r - ⁵³/ə - -				Rgyalrongic
5185	Tshobdun	the star	skɐrme	skɐrme	s k ɐ r m e	_4556	4556	0	s k ɐ r m e	tib			Rgyalrongic
5516	Ngyaltsu Zbu	the star	zⁿɡriʔ	zⁿɡriʔ	z ⁿg r í/i ʔ		4551	0	z - - ⁿg r - í/i - ʔ				Rgyalrongic
5627	Zlarong	the star	ke55me53	ke55me53	k ⁵⁵/e m ⁵³/e	_4556	4556	0	- k ⁵⁵/e - m ⁵³/e	tib			Chamdoic
6016	Kyomkyo Situ	the star	skarme	skarme	s k a r m e	_4556	4556	0	s k a r m e	tib			Rgyalrongic
6701	Mazur Stau	the star	skærmæ	skærmæ	s k æ r m æ		4556	0	s k æ r m æ				Rgyalrongic
6702	Mazur Stau	the star	zɡri	zɡri	z ɡ r i		4551	0	z - - ɡ r - i - -				Rgyalrongic
7099	Yaoji Situ	the star	tsə³³kʰli⁵⁵	tsə³³kʰli⁵⁵	t s ə ³³ kʰ l i ⁵⁵								Rgyalrongic
7324	Cogtse Situ	the star	tsǝwri2	tsǝwri2	t s ǝ w r i 2								Rgyalrongic
7614	Njorogs Khroskyabs	the star	zgrə⁵³	zgrə⁵³	z g r ə ⁵³								Rgyalrongic
7937	mBrongrdzon Khroskyabs	the star	zgrə	zgrə	z g r ə								Rgyalrongic
8204	Bawang Horpa	the star	zgre	zgre	z g r e								Rgyalrongic
8441	Situ in Jarongyiyu	the star	tsuɦu-ri	tsuɦu-ri	t s u ɦ u r i								Rgyalrongic
8652	Shimuliu Japhug	the star	ʒⁿgri	ʒⁿgri	ʒⁿ g r i								Rgyalrongic
446	Stau	the stick	pə cha	pə cha	p ə + cçʰ a		4573 4574	3063	p ə + cçʰ a		17893		rGyalrongic
729	Japhug	the stick	tɤɲi	tɤɲi	t ɤ + ɲ i		4576 7884	3155	t ɤ + ɲ i		10118		rGyalrongic
1086	Tangut	the stick	bo	bo	b o		4573	4186	b o		38266		Tangut
1395	Wobzi Khroskyabs	the stick	lɑɣlɑɣ	lɑɣlɑɣ	l ɑ ɣ l ɑ̂/ɑ ɣ		4585	3779	l ɑ ɣ l ɑ̂/ɑ ɣ		31752		rGyalrongic
1710	Zhaba	the stick	go⁵⁵pi⁵⁵	go⁵⁵pi⁵⁵	g ⁵⁵/o p ⁵⁵/i		4586	2235	g ⁵⁵/o p ⁵⁵/i		21541		Qiangic
1711	Zhaba	the stick	go³³pi⁵⁵	go³³pi⁵⁵	g ³³/o p ⁵⁵/i		4586	2235	g ³³/o p ⁵⁵/i		21542		Qiangic
1963	Mbarkhams Situ	the stick	tɐ ndɐr	tɐ ndɐr	t ɐ + n d ɐ r		4576 4572	3340	t ɐ + n d ɐ r		21218		rGyalrongic
2221	Kangding Minyag	the stick	də³³mbɐ⁵³	də³³mbɐ⁵³	d ³³/ə m + b ⁵³/ɐ		4579 8327	0	- - d ³³/ə m + b ⁵³/ɐ		24002		Qiangic
2532	Pengbuxi Minyag	the stick	2dəmbʌ	2dəmbʌ	d ə m + b ²/ʌ		4579 8327	0	- - d ə m + b ²/ʌ				Qiangic
2775	Old Burmese	the stick	tut	tut	t u t		4582	1247	t u t		31203		Burmish
3022	Xinlong Queyu	the stick	ʂt a¹³po⁵⁵	ʂt a¹³po⁵⁵	ʂ t ¹³/a p ⁵⁵/o		4583	0	ʂ t ¹³/a p ⁵⁵/o		25631		Qiangic
3244	Pubarong Queyu	the stick	ˣtapu	ˣtapu	x t a p u		4583	0	x t a p u				Qiangic
3581	Siyuewu Khroskyabs	the stick	læɣlæ̂ɣ	læɣlæ̂ɣ	l æ ɣ l æ̂/æ ɣ		4585	0	l æ ɣ l æ̂/æ ɣ		39006		Rgyalrongic
3898	Bragbar Situ	the stick	dār	dār	d ā/a r		4572	0	- d ā/a r				Rgyalrongic
4035	Geshiza	the stick	bətʰa	bətʰa	b ə + tʰ a		4573 4574	0	b ə + tʰ a				Rgyalrongic
4037	Geshiza	the stick	bi	bi	b i		4573	0	b i				Rgyalrongic
4845	Njorogs Khroskyabs	the stick	rdam⁵³	rdam⁵³	r d ⁵³/a m		4579	0	- r d ⁵³/a m				Rgyalrongic
5225	Tshobdun	the stick	tʃər	tʃər	tʃ ə r		7886	0	tʃ ə r				Rgyalrongic
5465	Ngyaltsu Zbu	the stick	tɐʁⁿbɣiʔ	tɐʁⁿbɣiʔ	t ɐ + ʁ ⁿb ɣ í/i ʔ		4576 7885	0	t ɐ + ʁ ⁿb ɣ í/i ʔ				Rgyalrongic
5731	Zlarong	the stick	pə31ke53	pə31ke53	p ³¹/ə + k ⁵³/e		4573 4574	0	p ³¹/ə + k ⁵³/e				Chamdoic
6017	Kyomkyo Situ	the stick	tader	tader	t a + d e r		4576 4572	0	t a + - d e r				Rgyalrongic
6703	Mazur Stau	the stick	pəcæ	pəcæ	p ə + c æ		4573 4574	0	p ə + c æ				Rgyalrongic
6876	Siyuewu Khroskyabs	the stick	ʁrdə̂m	ʁrdə̂m	ʁ r d ə̂/ə m		4579	0	ʁ r d ə̂/ə m				Rgyalrongic
7053	Yaoji Situ	the stick	ta⁵⁵tar⁵⁵	ta⁵⁵tar⁵⁵	t a ⁵⁵ t a r ⁵⁵								Rgyalrongic
7280	Cogtse Situ	the stick	tɐ-dɐr	tɐ-dɐr	t ɐ d ɐ r								Rgyalrongic
7568	Njorogs Khroskyabs	the stick	rdam⁵³	rdam⁵³	r d a m ⁵³								Rgyalrongic
8205	Bawang Horpa	the stick	lɐndje	lɐndje	l ɐ n d j e								Rgyalrongic
8206	Bawang Horpa	the stick	ʁbɐtʰa	ʁbɐtʰa	ʁ b ɐ tʰ a								Rgyalrongic
8653	Shimuliu Japhug	the stick	lɐ-ɣjək	lɐ-ɣjək	l ɐ ɣ j ə k								Rgyalrongic
154	Bantawa	the stone (a piece of)	luŋ	luŋ	l u ŋ		4597	0	l u ŋ				Kiranti
447	Stau	the stone (a piece of)	rgə ma	rgə ma	r g ə + m a		4599 4600	3598	r g ə + m a		30712		rGyalrongic
730	Japhug	the stone (a piece of)	rdɤstaʁ	rdɤstaʁ	r d ɤ + s t a ʁ	_4610 _8115	4610 8115	3156	r d ɤ + s t a ʁ	tib	10171		rGyalrongic
1087	Tangut	the stone (a piece of)	lu¹	lu¹	l u̙/u		4611	10582	l u̙/u		10175		Tangut
1396	Wobzi Khroskyabs	the stone (a piece of)	rgəmé	rgəmé	r g ə + m é/e		4599 4600	3598	r g ə + m é/e		31753		rGyalrongic
1712	Zhaba	the stone (a piece of)	je⁵⁵po⁵⁵	je⁵⁵po⁵⁵	j ⁵⁵/e + p ⁵⁵/o		4612 8117	3594	j ⁵⁵/e + p ⁵⁵/o		30681		Qiangic
1964	Mbarkhams Situ	the stone (a piece of)	ɟə lək	ɟə lək	ɟ ə + l ə k		4604 4605	3594	ɟ ə + l ə k		30680		rGyalrongic
2222	Kangding Minyag	the stone (a piece of)	dʑo⁵³	dʑo⁵³	dʑ ⁵³/o		4604	0	dʑ ⁵³/o		30569		Qiangic
2324	Pengbuxi Minyag	the stone (a piece of)	1dʑɔ	1dʑɔ	dʑ ¹/ɔ		4604	0	dʑ ¹/ɔ				Qiangic
2776	Old Burmese	the stone (a piece of)	kyok	kyok	k y o k		4608	1078	k y o k		31279		Burmish
3023	Xinlong Queyu	the stone (a piece of)	rdə¹³tɕe⁵⁵	rdə¹³tɕe⁵⁵	r d ¹³/ə + tɕ ⁵⁵/e	_4610 _8116	4610 8116	0	r d ¹³/ə + tɕ ⁵⁵/e	tib	30691		Qiangic
3323	Pubarong Queyu	the stone (a piece of)	datɕi	datɕi	d a + tɕ ī/i	_4610 _8116	4610 8116	0	- d a + tɕ ī/i	tib			Qiangic
3582	Siyuewu Khroskyabs	the stone (a piece of)	rgəmé	rgəmé	r g ə + m é/e		4599 4600	0	r g ə + m é/e		39007		Rgyalrongic
3583	Siyuewu Khroskyabs	the stone (a piece of)	zgælæ̂ɣ	zgælæ̂ɣ	z g æ + l æ̂/æ ɣ		4607 4605	0	z g æ + l æ̂/æ ɣ		39008		Rgyalrongic
3584	Siyuewu Khroskyabs	the stone (a piece of)	jæɟɑ	jæɟɑ	j æ + ɟ ɑ̂/ɑ		4612 4604	0	j æ + ɟ ɑ̂/ɑ		39009		Rgyalrongic
3899	Bragbar Situ	the stone (a piece of)	cu	cu	c û/u		4604	0	c û/u				Rgyalrongic
4168	Geshiza	the stone (a piece of)	rgæ-væ	rgæ-væ	r g æ + v æ		4599 4601	0	r g æ + v æ				Rgyalrongic
4524	Guanyinqiao Khroskyabs	the stone (a piece of)	rgə³³me⁵³	rgə³³me⁵³	r g ³³/ə + m ⁵³/e		4599 4600	0	r g ³³/ə + m ⁵³/e				Rgyalrongic
4856	Njorogs Khroskyabs	the stone (a piece of)	rge³³me⁵³	rge³³me⁵³	r g ³³/e + m ⁵³/e		4599 4600	0	r g ³³/e + m ⁵³/e				Rgyalrongic
5197	Tshobdun	the stone (a piece of)	ʃkótse	ʃkótse	ʃ k ó/o + ts e		4607 8514	0	ʃ k ó/o + ts e -				Rgyalrongic
5452	Ngyaltsu Zbu	the stone (a piece of)	skwətséʔ	skwətséʔ	s kʷ ə + ts é/e ʔ		4607 8514	0	s kʷ ə + ts é/e ʔ				Rgyalrongic
5820	Zlarong	the stone (a piece of)	tu13	tu13	t ¹³/u	_4610	4610	0	- t ¹³/u	tib			Chamdoic
6018	Kyomkyo Situ	the stone (a piece of)	ɟulok	ɟulok	ɟ u + l o k		4604 4605	0	ɟ u + l o k				Rgyalrongic
6704	Mazur Stau	the stone (a piece of)	rɡəmɛ	rɡəmɛ	r ɡ ə + m ɛ		4599 4600	0	r ɡ ə + m ɛ				Rgyalrongic
7064	Yaoji Situ	the stone (a piece of)	tə³³lɔk⁵⁵	tə³³lɔk⁵⁵	t ə ³³ l ɔ k ⁵⁵								Rgyalrongic
7204	Cogtse Situ	the stone (a piece of)	ɟilǝk	ɟilǝk	ɟ i l ǝ k								Rgyalrongic
7205	Cogtse Situ	the stone (a piece of)	rǝgu2	rǝgu2	r ǝ g u 2								Rgyalrongic
7488	Njorogs Khroskyabs	the stone (a piece of)	rge³³me⁵³	rge³³me⁵³	r g e ³³ m e ⁵³								Rgyalrongic
7861	mBrongrdzon Khroskyabs	the stone (a piece of)	rgəme	rgəme	r g ə m e								Rgyalrongic
8207	Bawang Horpa	the stone (a piece of)	rgɐvɐ	rgɐvɐ	r g ɐ v ɐ								Rgyalrongic
8442	Situ in Jarongyiyu	the stone (a piece of)	kʰu	kʰu	kʰ u								Rgyalrongic
8654	Shimuliu Japhug	the stone (a piece of)	dɐ-stak	dɐ-stak	d ɐ s t a k								Rgyalrongic
7043	Yaoji Situ	the string	ta⁵⁵ri³³	ta⁵⁵ri³³	t a ⁵⁵ r i ³³								Rgyalrongic
180	Bantawa	the sun	nam	nam	n a m		4627	0	n - a - m				Kiranti
448	Stau	the sun	ɣbə	ɣbə	ɣ + b ə		8454 4628	3166	ɣ + b - ə		18563		rGyalrongic
731	Japhug	the sun	ʁmbɣi	ʁmbɣi	ʁ + ᵐb ɣ i		8455 4628	3166	ʁ + ᵐb ɣ i		10330		rGyalrongic
732	Japhug	the sun	tɤŋe	tɤŋe	t ɤ + ŋ e		8453 4627	4045	t ɤ + ŋ - e - -		32329		rGyalrongic
1088	Tangut	the sun	be²	be²	b ²/e		4628	3166	b - ²/e		10334		Tangut
1089	Tangut	the sun	njɨɨ	njɨɨ	n j ɨː		4627	83	n j ɨː - -		38239		Tangut
1397	Wobzi Khroskyabs	the sun	jnə́	jnə́	j + n ə́/ə		8454 4627	83	j + n - ə́/ə - -		31755		rGyalrongic
1713	Zhaba	the sun	ȵʌ⁵⁵mi⁵⁵	ȵʌ⁵⁵mi⁵⁵	ȵ ⁵⁵/ʌ m ⁵⁵/i	_4630	4630	83	ȵ ⁵⁵/ʌ m ⁵⁵/i	tib	21111		Qiangic
1965	Mbarkhams Situ	the sun	kə jɑm	kə jɑm	k ə + j ɑ m		4625 4626	2355	k ə + j ɑ - m		17325		rGyalrongic
2223	Kangding Minyag	the sun	nə²⁴	nə²⁴	n ²⁴/ə		4627	0	n - ²⁴/ə - -		22480		Qiangic
2409	Pengbuxi Minyag	the sun	1nʌ	1nʌ	n ¹/ʌ		4627	0	n - ¹/ʌ - -				Qiangic
2777	Old Burmese	the sun	niy	niy	n i y		4627	83	n - i y -		31204		Burmish
3024	Xinlong Queyu	the sun	pu⁵⁵	pu⁵⁵	p ⁵⁵/u		4628	0	p - ⁵⁵/u		19903		Qiangic
3161	Pubarong Queyu	the sun	mətsʰɨ	mətsʰɨ	m ə tsʰ ɨ		4633	0	m ə tsʰ ɨ				Qiangic
3585	Siyuewu Khroskyabs	the sun	ɣnə́	ɣnə́	ɣ + n ə́/ə		8454 4627	0	ɣ + n - ə́/ə - -		39010		Rgyalrongic
3900	Bragbar Situ	the sun	kəjəm	kəjəm	k ə + j ə̄/ə m		4625 4626	0	k ə + j ə̄/ə - m				Rgyalrongic
4271	Geshiza	the sun	wbə	wbə	w + b ə		8455 4628	0	w + b - ə				Rgyalrongic
4525	Guanyinqiao Khroskyabs	the sun	ɣnə⁵⁵	ɣnə⁵⁵	ɣ + n ⁵⁵/ə		8454 4627	0	ɣ + n - ⁵⁵/ə - -				Rgyalrongic
4883	Njorogs Khroskyabs	the sun	ʁbɣi⁵³	ʁbɣi⁵³	ʁ + b ɣ ⁵³/i		8455 4628	0	ʁ + b ɣ ⁵³/i				Rgyalrongic
5204	Tshobdun	the sun	tɐ́ŋɐ	tɐ́ŋɐ	t ɐ́/ɐ + ŋ ɐ		8453 4627	0	t ɐ́/ɐ + ŋ - ɐ - -				Rgyalrongic
5463	Ngyaltsu Zbu	the sun	tɐŋi	tɐŋi	t ɐ + ŋ î/i		8453 4627	0	t ɐ + ŋ - î/i - -				Rgyalrongic
5708	Zlarong	the sun	ȵi13	ȵi13	ȵ ¹³/i	_4630	4630	0	ȵ ¹³/i - -	tib			Chamdoic
6020	Kyomkyo Situ	the sun	kəjaʔm	kəjaʔm	k ə + j a ʔ m		4625 4626	0	k ə + j a ʔ m				Rgyalrongic
6705	Mazur Stau	the sun	ɣnətso	ɣnətso	ɣ + n ə + ts o		8454 4627 8519	0	ɣ + n - ə - - + ts o				Rgyalrongic
6706	Mazur Stau	the sun	ɣbə	ɣbə	ɣ + b ə		8454 4628	0	ɣ + b - ə				Rgyalrongic
6942	Yaoji Situ	the sun	kə³³ɲi⁵⁵	kə³³ɲi⁵⁵	k ə ³³ ɲ i ⁵⁵								Rgyalrongic
7291	Cogtse Situ	the sun	kǝjam	kǝjam	k ǝ j a m								Rgyalrongic
7579	Njorogs Khroskyabs	the sun	ʁbɣi⁵³	ʁbɣi⁵³	ʁ b ɣ i ⁵³								Rgyalrongic
7914	mBrongrdzon Khroskyabs	the sun	ɣnəʔ	ɣnəʔ	ɣ n ə ʔ								Rgyalrongic
7915	mBrongrdzon Khroskyabs	the sun	ʁnjə	ʁnjə	ʁ n j ə								Rgyalrongic
8208	Bawang Horpa	the sun	ʁbə	ʁbə	ʁ b ə								Rgyalrongic
8443	Situ in Jarongyiyu	the sun	ki-ni	ki-ni	k i n i								Rgyalrongic
8655	Shimuliu Japhug	the sun	ɣjum	ɣjum	ɣ j u m								Rgyalrongic
169	Bantawa	the tail	miri	miri	m i r i		4652	0	- m - - i r i				Kiranti
449	Stau	the tail	rŋa ma	rŋa ma	r ŋ a m a	_4653	4653	914	r ŋ a m a	tib	18743		rGyalrongic
733	Japhug	the tail	tɤ-jme	tɤ-jme	t ɤ + j m e		4651 4652	84	t ɤ + j m - - e - -		10489		rGyalrongic
1090	Tangut	the tail	mjiij¹	mjiij¹	m j ¹/iː j		4652	84	- m - j ¹/iː - j		10493		Tangut
1398	Wobzi Khroskyabs	the tail	rŋɑmɑ	rŋɑmɑ	r ŋ ɑ m ɑ̂/ɑ	_4653	4653	914	r ŋ ɑ m ɑ̂/ɑ	tib	31756		rGyalrongic
1714	Zhaba	the tail	(ʂ) ȵʌ⁵⁵pʌ⁵⁵ti³³	(ʂ) ȵʌ⁵⁵pʌ⁵⁵ti³³	ʂ ȵ ⁵⁵/ʌ + p ⁵⁵/ʌ t ³³/i		4652 4659	84	ʂ ȵ - - ⁵⁵/ʌ - - + p ⁵⁵/ʌ t ³³/i		22491		Qiangic
1966	Mbarkhams Situ	the tail	tɐ jmi	tɐ jmi	t ɐ + j m i		4651 4652	84	t ɐ + j m - - i - -		17520		rGyalrongic
2224	Kangding Minyag	the tail	mə²⁴	mə²⁴	m ²⁴/ə		4652	0	- m - - ²⁴/ə - -		22553		Qiangic
2374	Pengbuxi Minyag	the tail	1mə	1mə	m ¹/ə		4652	0	- m - - ¹/ə - -				Qiangic
2778	Old Burmese	the tail	mriḥ	mriḥ	m r ī/i ɦ		4652	84	- m r - ī/i ɦ -		31205		Burmish
3025	Xinlong Queyu	the tail	rnə¹³	rnə¹³	r n ¹³/ə		4652	0	r n - - ¹³/ə - -		24240		Qiangic
3160	Pubarong Queyu	the tail	mətɕɨʐæ	mətɕɨʐæ	m ə + tɕ ɨ̄/ɨ ʐ æ		4652 8132	0	- m - - ə - - + tɕ ɨ̄/ɨ ʐ æ				Qiangic
3586	Siyuewu Khroskyabs	the tail	lmi	lmi	l m î/i		4652	0	l m - - î/i - -		39011		Rgyalrongic
3901	Bragbar Situ	the tail	ta-jmi	ta-jmi	t a + j m î/i		4651 4652	0	t a + j m - - î/i - -				Rgyalrongic
4182	Geshiza	the tail	rŋæma	rŋæma	r ŋ æ m a	_4653	4653	0	r ŋ æ m a	tib			Rgyalrongic
4526	Guanyinqiao Khroskyabs	the tail	lmi⁵³	lmi⁵³	l m ⁵³/i		4652	0	l m - - ⁵³/i - -				Rgyalrongic
4755	Njorogs Khroskyabs	the tail	lmi⁵⁵	lmi⁵⁵	l m ⁵⁵/i		4652	0	l m - - ⁵⁵/i - -				Rgyalrongic
5020	Tshobdun	the tail	jmɐ	jmɐ	j m ɐ		4652	0	j m - - ɐ - -				Rgyalrongic
5455	Ngyaltsu Zbu	the tail	tɐ-lméʔ	tɐ-lméʔ	t ɐ + l m é/e ʔ		4651 4652	0	t ɐ + l m - - é/e ʔ -				Rgyalrongic
5719	Zlarong	the tail	ŋe55me53	ŋe55me53	ŋ ⁵⁵/e m ⁵³/e	_4653	4653	0	- ŋ ⁵⁵/e m ⁵³/e	tib			Chamdoic
6021	Kyomkyo Situ	the tail	tajmi	tajmi	t a + j m i		4651 4652	0	t a + j m - - i - -				Rgyalrongic
6707	Mazur Stau	the tail	rŋɑmɑ	rŋɑmɑ	r ŋ ɑ m ɑ	_4653	4653	0	r ŋ ɑ m ɑ	tib			Rgyalrongic
7037	Yaoji Situ	the tail	ta⁵⁵jmiək⁵⁵	ta⁵⁵jmiək⁵⁵	t a ⁵⁵ j m iə k ⁵⁵								Rgyalrongic
7242	Cogtse Situ	the tail	tɐ-jmi	tɐ-jmi	t ɐ j m i								Rgyalrongic
7528	Njorogs Khroskyabs	the tail	lmi⁵⁵	lmi⁵⁵	l m i ⁵⁵								Rgyalrongic
7884	mBrongrdzon Khroskyabs	the tail	lmeʔ	lmeʔ	l m e ʔ								Rgyalrongic
8209	Bawang Horpa	the tail	wtswɐj	wtswɐj	w t s w ɐ j								Rgyalrongic
8656	Shimuliu Japhug	the tail	tɐ-jme	tɐ-jme	t ɐ j m e								Rgyalrongic
53	Bantawa	the thigh	dʰilaŋ	dʰilaŋ	dʱ i l a ŋ		4678	0	dʱ i l a ŋ				Kiranti
450	Stau	the thigh	blɛ	blɛ	b l ɛ	_4681	4681	865	b l ɛ - -	tib	18631		rGyalrongic
734	Japhug	the thigh	tɯ-χpɣi	tɯ-χpɣi	t ɯ + χ p ɣ i		4679 4683	3110	t ɯ + χ p ɣ i		25838		rGyalrongic
1091	Tangut	the thigh	bia	bia	b i a̙/a		4692	4203	b i a̙/a		38118		Tangut
1399	Wobzi Khroskyabs	the thigh	lpʰəlá	lpʰəlá	l pʰ ə l á/a		4696	3781	l pʰ ə l á/a -		31761		rGyalrongic
1715	Zhaba	the thigh	po⁵⁵ndei⁵⁵	po⁵⁵ndei⁵⁵	p ⁵⁵/o n d e ⁵⁵/i		7758	3463	- - p ⁵⁵/o n d e ⁵⁵/i		21183		Qiangic
1967	Mbarkhams Situ	the thigh	tə phək pɑ	tə phək pɑ	t ə + pʰ ə k + p ɑ		4679 4684 4685	699	t ə + pʰ ə k + p ɑ		17397		rGyalrongic
2225	Kangding Minyag	the thigh	lɐ⁵⁵ɕæ⁵³	lɐ⁵⁵ɕæ⁵³	l ⁵⁵/ɐ ɕ ⁵³/æ	_4681	4681	0	- l ⁵⁵/ɐ ɕ ⁵³/æ	tib	22437		Qiangic
2363	Pengbuxi Minyag	the thigh	1lɛɕɛ	1lɛɕɛ	l ɛ ɕ ¹/ɛ	_4681	4681	0	- l ɛ ɕ ¹/ɛ	tib			Qiangic
2779	Old Burmese	the thigh	po₂ṅ	po₂ṅ	p ²/o ŋ		4689	3451	p ²/o ŋ		31206		Burmish
3026	Xinlong Queyu	the thigh	bla⁵⁵	bla⁵⁵	b l ⁵⁵/a	_4681	4681	0	b l ⁵⁵/a - -	tib	23529		Qiangic
3151	Pubarong Queyu	the thigh	lə	lə	l ə	_4681	4681	0	- l ə - -	tib			Qiangic
3587	Siyuewu Khroskyabs	the thigh	χpʰəlǽʁ	χpʰəlǽʁ	χ pʰ ə l ǽ/æ ʁ		4696	0	χ pʰ ə l ǽ/æ ʁ		39012		Rgyalrongic
3902	Bragbar Situ	the thigh	tə-mgām	tə-mgām	t ə + m g ā/a m		4679 4680	0	t ə + m g ā/a m				Rgyalrongic
4041	Geshiza	the thigh	blæ	blæ	b l æ	_4681	4681	0	b l æ - -	tib			Rgyalrongic
4527	Guanyinqiao Khroskyabs	the thigh	vdəm⁵³	vdəm⁵³	v d ə ⁵³/m		4682	0	v d ə ⁵³/m				Rgyalrongic
4957	Njorogs Khroskyabs	the thigh	vdom⁵⁵	vdom⁵⁵	v d o ⁵⁵/m		4682	0	v d o ⁵⁵/m				Rgyalrongic
5262	Tshobdun	the thigh	χʃi	χʃi	χ ʃ í/i		4683	0	χ - ʃ í/i				Rgyalrongic
5497	Ngyaltsu Zbu	the thigh	vɐ-χpji	vɐ-χpji	v ɐ + χ p j î/i		4687 4683	0	v ɐ + χ p j î/i				Rgyalrongic
5703	Zlarong	the thigh	ȵa31ndɨ53	ȵa31ndɨ53	ȵ ³¹/a n d ⁵³/ɨ		7758	0	ȵ ³¹/a - - n d ⁵³/ɨ -				Chamdoic
6708	Mazur Stau	the thigh	plɛ	plɛ	p l ɛ		4681	0	p l ɛ - -				Rgyalrongic
7125	Yaoji Situ	the thigh	pʰok³³pwa⁵⁵	pʰok³³pwa⁵⁵	pʰ o k ³³ p w a ⁵⁵								Rgyalrongic
7485	Njorogs Khroskyabs	the thigh	vdom⁵⁵	vdom⁵⁵	v d o m ⁵⁵								Rgyalrongic
7858	mBrongrdzon Khroskyabs	the thigh	vdəm	vdəm	v d ə m								Rgyalrongic
8210	Bawang Horpa	the thigh	blɐ	blɐ	b l ɐ								Rgyalrongic
8657	Shimuliu Japhug	the thigh	pʰək-pa	pʰək-pa	pʰ ə k p a								Rgyalrongic
134	Bantawa	the thunder	kuluŋdippa	kuluŋdippa	k u l u ŋ d i p p a		4704	0	k u l u ŋ d i p p a				Kiranti
451	Stau	the thunder	scçɑ lu	scçɑ lu	s cç ɑ + l u	_7934 _4708	7934 4708	1162	s cç ɑ + - l u	tib: glu	18567		rGyalrongic
735	Japhug	the thunder	tʰoʁ	tʰoʁ	tʰ o ʁ	_4711	4711	2526	tʰ o ʁ	tib	11125		rGyalrongic
1092	Tangut	the thunder	djii	djii	d j iː		7730	4189	d j iː		38256		Tangut
1400	Wobzi Khroskyabs	the thunder	zgre	zgre	z g r ê/e		4710	3168	z g r ê/e		31768		rGyalrongic
1716	Zhaba	the thunder	mo³³tʂo⁵⁵	mo³³tʂo⁵⁵	m ³³/o ʈʂ ⁵⁵/o	_4712	4712	2007	m ³³/o - ʈʂ - ⁵⁵/o - -	tib	21115		Qiangic
1968	Mbarkhams Situ	the thunder	tɑ rmok	tɑ rmok	t ɑ + r m o k		4705 4706	90	t ɑ + r m o - k		17330		rGyalrongic
2226	Kangding Minyag	the thunder	ndʐu⁵³	ndʐu⁵³	n ɖʐ ⁵³/u	_4712	4712	0	- - n ɖʐ - ⁵³/u - -	tib	22366		Qiangic
2399	Pengbuxi Minyag	the thunder	1ndʐu	1ndʐu	n ɖʐ ¹/u		4712	0	- - n ɖʐ - ¹/u - -				Qiangic
2780	Old Burmese	the thunder	myuivḥ khyunḥ	myuivḥ khyunḥ	m y u i v ɦ + kʰ y u n ɦ		4714 4715	1240	m y u i v ɦ + kʰ y u n ɦ		38794		Burmish
3324	Pubarong Queyu	the thunder	mdʐu	mdʐu	m ɖʐ ū/u	_4712	4712	0	- - m ɖʐ - ū/u - -	tib			Qiangic
3588	Siyuewu Khroskyabs	the thunder	tʰôʁ	tʰôʁ	tʰ ô/o ʁ	_4711	4711	0	tʰ ô/o ʁ	tib	39013		Rgyalrongic
3903	Bragbar Situ	the thunder	ta-rmōk	ta-rmōk	t a + r m ō/o k		4705 4706	0	t a + r m ō/o - k				Rgyalrongic
4099	Geshiza	the thunder	mbru	mbru	m b r u		4712	0	- - m b r u - -				Rgyalrongic
4528	Guanyinqiao Khroskyabs	the thunder	zgre⁵³	zgre⁵³	z g r ⁵³/e		4710	0	z g r ⁵³/e				Rgyalrongic
4764	Njorogs Khroskyabs	the thunder	mbruk⁵⁵	mbruk⁵⁵	m b r u ⁵⁵/k		4712	0	- - m b r u ⁵⁵/k -	tib			Rgyalrongic
5223	Tshobdun	the thunder	tʰɔʔ-ⁿbrəɣʔ-lɔʔ	tʰɔʔ-ⁿbrəɣʔ-lɔʔ	tʰ ɔ ʔ + ⁿb r ə ɣ ʔ + l ɔ ʔ	_4711 _4712 _4719	4711 4712 4719	0	tʰ ɔ ʔ + - - - ⁿb r ə ɣ ʔ + - l ɔ - ʔ	tib			Rgyalrongic
5575	Ngyaltsu Zbu	the thunder	ⁿbrɐʁlóʁʔ	ⁿbrɐʁlóʁʔ	ⁿb r ɐ + ʁ l ó/o ʁ ʔ	_4712 _4719	4712 4719	0	- - - ⁿb r ɐ - - + ʁ l ó/o ʁ ʔ	tib			Rgyalrongic
5693	Zlarong	the thunder	ndʐu53	ndʐu53	n ɖʐ ⁵³/u	_4712	4712	0	- - n ɖʐ - ⁵³/u - -	tib			Chamdoic
6022	Kyomkyo Situ	the thunder	tarmoʔk	tarmoʔk	t a + r m o ʔ k		4705 4706	0	t a + r m o ʔ k				Rgyalrongic
6709	Mazur Stau	the thunder	scɑʁlə	scɑʁlə	s c ɑ + ʁ l ə	_7934 _4708	7934 4708	0	s c ɑ + ʁ l ə	tib: glu			Rgyalrongic
7046	Yaoji Situ	the thunder	ta⁵⁵rmo⁵⁵	ta⁵⁵rmo⁵⁵	t a ⁵⁵ r m o ⁵⁵								Rgyalrongic
7225	Cogtse Situ	the thunder	ta-rmok	ta-rmok	t a r m o k								Rgyalrongic
