ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGIDS
2674	OldBurmese	the smoke	khuiwḥ	khuiwḥ	kʰ u i w ɦ		4403
2920	XinlongQueyu	the smoke	ʂ◦khɯ⁵⁵	ʂ◦khɯ⁵⁵	ʂ kʰ ⁵⁵/ɯ		4403
3050	PubarongQueyu	the smoke	kʰumə	kʰumə	kʰ u + m ə		4403 8261
3476	SiyuewuKhroskyabs	the smoke	mkʰə́d	mkʰə́d	m + kʰ ə́/ə d		8261 4403
3789	BragbarSitu	the smoke	khu	khu	kʰ û/u		4403
4004	Geshiza	the smoke	mkʰə	mkʰə	m + kʰ ə		8261 4403
4401	GuanyinqiaoKhroskyabs	the smoke	mkʰə⁵⁵	mkʰə⁵⁵	m + kʰ ⁵⁵/ə		8261 4403
4644	NjorogsKhroskyabs	the smoke	mkʰut⁵⁵	mkʰut⁵⁵	m + kʰ ⁵⁵/u t		8261 4403
5043	Tshobdun	the smoke	tɐ́kʰu	tɐ́kʰu	t ɐ́/ɐ + kʰ u		4402 4403
5423	NgyaltsuZbu	the smoke	tɐkə́t	tɐkə́t	t ɐ + k ə́/ə t		4402 4403
5516	Zlarong	the smoke	mu55khu55	mu55khu55	m ⁵⁵/u + kʰ ⁵⁵/u		8261 4403
5850	KyomkyoSitu	the smoke	takhuʔ	takhuʔ	t a + kʰ u ʔ		4402 4403
6145	MazurStau	the smoke	mkʰə	mkʰə	m + kʰ ə		8261 4403
207	Bantawa	the snake	pɨ	pɨ	p ɨ		7814
422	Stau	the snake	mphri	mphri	m pʰ r i		7814
698	Japhug	the snake	qapri	qapri	q a + p r i		8192 7814
1019	Tangut	the snake	phio	phio	pʰ i o		7814
1319	WobziKhroskyabs	the snake	bə̂rə	bə̂rə	b ə̂/ə r ə		7814
1628	Zhaba	the snake	tʂʌ³³ (p) tʂɿ⁵⁵|	tʂʌ³³ (p) tʂɿ⁵⁵|	ʈʂ ³³/ʌ + p ʈʂ ⁵⁵/ɿ		8193 7814
1876	MbarkhamsSitu	the snake	kha brᴇ	kha brᴇ	kʰ a + b r ɛ		8192 7814
2130	KangdingMinyag	the snake	ro⁵³	ro⁵³	r ⁵³/o		7814
2437	PengbuxiMinyag	the snake	1ʐɔ	1ʐɔ	ʐ ¹/ɔ		7814
2675	OldBurmese	the snake	mruy	mruy	m r u y		7814
2921	XinlongQueyu	the snake	pə⁵⁵rɛ⁵⁵	pə⁵⁵rɛ⁵⁵	p ⁵⁵/ə r ⁵⁵/ɛ		7814
3019	PubarongQueyu	the snake	buʐo	buʐo	b ū ʐ ǒ/o		7814
3477	SiyuewuKhroskyabs	the snake	bə̂r	bə̂r	b ə̂/ə r		7814
3790	BragbarSitu	the snake	khaprɐ̄j	khaprɐ̄j	kʰ a + p r ɐ̄/ɐ j		8192 7814
4005	Geshiza	the snake	mpʰri	mpʰri	m pʰ r i		7814
4402	GuanyinqiaoKhroskyabs	the snake	bə⁵⁵rə³³	bə⁵⁵rə³³	b ⁵⁵/ə r ³³/ə		7814
4543	NjorogsKhroskyabs	the snake	bi³³ri⁵⁵	bi³³ri⁵⁵	b ³³/i r ⁵⁵/i		7814
4985	Tshobdun	the snake	qɐprɛʔ	qɐprɛʔ	q ɐ + p r ɛ ʔ		8192 7814
5424	NgyaltsuZbu	the snake	qɐpriʔ	qɐpriʔ	q ɐ + p r í/i ʔ		8192 7814
5598	Zlarong	the snake	ru55	ru55	r ⁵⁵/u		7814
5851	KyomkyoSitu	the snake	khapriʔ	khapriʔ	kʰ a + p r i ʔ		8192 7814
6146	MazurStau	the snake	mpʰri	mpʰri	m pʰ r i		7814
45	Bantawa	the snow	cuncurukwa	cuncurukwa	c u n c u r u kʷ a		4452
423	Stau	the snow	kha va	kha va	kʰ a v a		4455
699	Japhug	the snow	tɤjpa	tɤjpa	t ɤ + j p a		4458 4465
1020	Tangut	the snow	wji	wji	w j i̙/i		4465
1320	WobziKhroskyabs	the snow	kʰɑvɑ	kʰɑvɑ	kʰ ɑ v ɑ̂/ɑ		4455
1629	Zhaba	the snow	vʑi¹³	vʑi¹³	v ʑ ¹³/i		4465
1877	MbarkhamsSitu	the snow	tɐi pɑ	tɐi pɑ	t ɐ + i p ɑ		4458 4465
2131	KangdingMinyag	the snow	βə²⁴	βə²⁴	β ²⁴/ə		4465
2420	PengbuxiMinyag	the snow	1və	1və	v ¹/ə		4465
2676	OldBurmese	the snow	nhaṅḥ	nhaṅḥ	nh/n̥ a ŋ ɦ		4463
2922	XinlongQueyu	the snow	kha⁵⁵wa⁵⁵	kha⁵⁵wa⁵⁵	kʰ ⁵⁵/a w ⁵⁵/a		4455
3051	PubarongQueyu	the snow	kʰwa	kʰwa	kʰ w a		4455
3478	SiyuewuKhroskyabs	the snow	kʰɑvɑ	kʰɑvɑ	kʰ ɑ v ɑ̂/ɑ		4455
3791	BragbarSitu	the snow	ta-jviɛ̂	ta-jviɛ̂	t a + j v i ɛ̂/ɛ		4458 4465
4041	Geshiza	the snow	ŋkʰæ-va	ŋkʰæ-va	ŋ kʰ æ v a		4455
4403	GuanyinqiaoKhroskyabs	the snow	lvi⁵⁵	lvi⁵⁵	l v ⁵⁵/i		4465
4631	NjorogsKhroskyabs	the snow	lvi⁵⁵	lvi⁵⁵	l v ⁵⁵/i		4465
5059	Tshobdun	the snow	tɐjpe	tɐjpe	t ɐ + j p e		4458 4465
5313	NgyaltsuZbu	the snow	tɐlvéʔ	tɐlvéʔ	t ɐ + l v é/e ʔ		4458 4465
5671	Zlarong	the snow	wi13	wi13	w ¹³/i		4465
5852	KyomkyoSitu	the snow	təjva	təjva	t ə + j v a		4458 4465
6147	MazurStau	the snow	kʰævæ	kʰævæ	kʰ æ v æ		4455
67	Bantawa	the son	duwacʰa	duwacʰa	d u w a cʰ a		4479
424	Stau	the son	ze	ze	z e		4481
700	Japhug	the son	tɤ-tɕɯ	tɤ-tɕɯ	t ɤ + tɕ ɯ		4480 4482
1021	Tangut	the son	gji	gji	g j i		4485
1321	WobziKhroskyabs	the son	zi	zi	z î/i		4481
1630	Zhaba	the son	zɿ¹³pʌ³³ɟʌ⁵⁵	zɿ¹³pʌ³³ɟʌ⁵⁵	z ¹³/ɿ + p ³³/ʌ + ɟ ⁵⁵/ʌ		4481 8012 8013
1878	MbarkhamsSitu	the son	tə tsɑ	tə tsɑ	t ə + ts ɑ		4480 4481
2132	KangdingMinyag	the son	tɕue²⁴	tɕue²⁴	tɕ u ²⁴/e		4482
2493	PengbuxiMinyag	the son	2tɕe	2tɕe	tɕ ²/e		4482
2677	OldBurmese	the son	saḥ	saḥ	s ā/a ɦ		7766
2923	XinlongQueyu	the son	ʑi¹³	ʑi¹³	ʑ ¹³/i		4482
3160	PubarongQueyu	the son	zɨ	zɨ	z ɨ̄/ɨ		4481
3479	SiyuewuKhroskyabs	the son	zi	zi	z î/i		4481
3792	BragbarSitu	the son	tə-ziɛ̂	tə-ziɛ̂	t ə + z i ɛ̂/ɛ		4480 4481
4199	Geshiza	the son	zi	zi	z i		4481
4404	GuanyinqiaoKhroskyabs	the son	zi⁵³	zi⁵³	z ⁵³/i		4481
4853	NjorogsKhroskyabs	the son	zi⁵⁵	zi⁵⁵	z ⁵⁵/i		4481
5311	NgyaltsuZbu	the son	tɐ-tɕhə́ʔ	tɐ-tɕhə́ʔ	t ɐ + tɕʰ ə́/ə ʔ		4480 4482
5688	Zlarong	the son	zi13	zi13	z ¹³/i		4481
5853	KyomkyoSitu	the son	təzapuʔ	təzapuʔ	t ə + z a + p u ʔ		4479 4481 8012
6148	MazurStau	the son	zi	zi	z i		4481
425	Stau	the sparrow	ɣzə	ɣzə	ɣ + z ə		4508 4505
701	Japhug	the sparrow	kumpɣɤtɕɯ	kumpɣɤtɕɯ	k u m + p ɣ ɤ + tɕ ɯ		7881 4508 8477
1022	Tangut	the sparrow	so	so	s o		4517
1322	WobziKhroskyabs	the sparrow	pjizi	pjizi	p j i + z í/i		4508 4505
1631	Zhaba	the sparrow	və⁵⁵zə⁵⁵	və⁵⁵zə⁵⁵	v ⁵⁵/ə + z ⁵⁵/ə		4508 4505
1879	MbarkhamsSitu	the sparrow	pɑ tsɑ	pɑ tsɑ	p ɑ + ts ɑ		4508 4505
2133	KangdingMinyag	the sparrow	tɕe⁵⁵βu³³ u⁵⁵zə⁵³	tɕe⁵⁵βu³³ u⁵⁵zə⁵³	tɕ ⁵⁵/e β ³³/u ⁵⁵/u + z ⁵³/ə		4512 4505
2372	PengbuxiMinyag	the sparrow	1tɕiŋəuzə	1tɕiŋəuzə	tɕ i ŋ ə u + z ¹/ə		4512 4505
2678	OldBurmese	the sparrow	ca◦ka◦leḥ	ca◦ka◦leḥ	c ā/a + k a + l e ɦ		4510 4515 4516
2924	XinlongQueyu	the sparrow	ɣo¹³tɕhy³³	ɣo¹³tɕhy³³	ɣ ¹³/o + tɕʰ ³³/y		4508 8477
3480	SiyuewuKhroskyabs	the sparrow	pjezə́	pjezə́	p j e + z ə́/ə		4508 4505
3793	BragbarSitu	the sparrow	potsiɛ̄	potsiɛ̄	p o + ts i ɛ̄/ɛ		4508 4505
4170	Geshiza	the sparrow	we-wəzə	we-wəzə	w e w ə + z ə		4508 4505
4405	GuanyinqiaoKhroskyabs	the sparrow	pji⁵⁵zi⁵⁵	pji⁵⁵zi⁵⁵	p j ⁵⁵/i + z ⁵⁵/i		4508 4505
4609	NjorogsKhroskyabs	the sparrow	jem⁵⁵pɣi³³zi⁵⁵	jem⁵⁵pɣi³³zi⁵⁵	j ⁵⁵/e m + p ɣ ³³/i + z ⁵⁵/i		7882 4508 4505
5674	Zlarong	the sparrow	wi31zi55	wi31zi55	w ³¹/i + z ⁵⁵/i		4508 4505
6149	MazurStau	the sparrow	ɣəzə	ɣəzə	ɣ ə + z ə		4508 4505
259	Bantawa	the spider	yagʰaŋma	yagʰaŋma	y a gʰ a ŋ m a		4526
426	Stau	the spider	a mbə	a mbə	a + m b ə		4528 4529
702	Japhug	the spider	ɴɢoɕna	ɴɢoɕna	ɴɢ o ɕ n a		7843
1023	Tangut	the spider	tsju	tsju	ts j u̙/u		4536
1323	WobziKhroskyabs	the spider	qʰæsɲá	qʰæsɲá	qʰ æ s ɲ á/a		7843
1632	Zhaba	the spider	ka³³ʐa⁵⁵mi³³	ka³³ʐa⁵⁵mi³³	k ³³/a ʐ ⁵⁵/a + m ³³/i		4532 8509
1880	MbarkhamsSitu	the spider	khɑ ʃnɑ	khɑ ʃnɑ	kʰ ɑ ʃ n ɑ		7843
2134	KangdingMinyag	the spider	ji⁵⁵mɐ⁵³qɑ³³rɑ³³	ji⁵⁵mɐ⁵³qɑ³³rɑ³³	j ⁵⁵/i m ⁵³/ɐ + q ³³/ɑ r ³³/ɑ		0 4532
2522	PengbuxiMinyag	the spider	1ɦimʌqaʐa	1ɦimʌqaʐa	ɦ i m ʌ + q a ʐ ¹/a		0 4532
2679	OldBurmese	the spider	paṅʔ◦ku	paṅʔ◦ku	p a ŋ ʔ k ū/u		4533
2925	XinlongQueyu	the spider	qa¹³ra⁵⁵	qa¹³ra⁵⁵	q ¹³/a r ⁵⁵/a		4532
3132	PubarongQueyu	the spider	tʂwəqaɻa	tʂwəqaɻa	ʈʂ w ə + q ā/a ɻ a		0 4532
3481	SiyuewuKhroskyabs	the spider	qʰɑsɲǽʁ	qʰɑsɲǽʁ	qʰ ɑ s ɲ ǽ/æ ʁ		7843
3794	BragbarSitu	the spider	khaɕniɛ̄	khaɕniɛ̄	kʰ a ɕ n i ɛ̄/ɛ		7843
3954	Geshiza	the spider	grɔgrɔ	grɔgrɔ	g r ɔ g r ɔ		4532
4406	GuanyinqiaoKhroskyabs	the spider	qʰɛ³³sɲɑ⁵⁵	qʰɛ³³sɲɑ⁵⁵	qʰ ³³/ɛ s ɲ ⁵⁵/ɑ		7843
4708	NjorogsKhroskyabs	the spider	qʰa³³ɕna⁵⁵	qʰa³³ɕna⁵⁵	qʰ ³³/a ɕ n ⁵⁵/a		7843
5425	NgyaltsuZbu	the spider	qɐsɲi	qɐsɲi	q ɐ s ɲ î/i		7843
5854	KyomkyoSitu	the spider	khaʃnaʔ	khaʃnaʔ	kʰ a ʃ n a ʔ		7843
6150	MazurStau	the spider	mbæqæræ	mbæqæræ	m b æ + q æ r æ		4529 4532
219	Bantawa	the star	saŋken	saŋken	s a ŋ k e n		4549
427	Stau	the star	zgre	zgre	z g r e		4551
703	Japhug	the star	ʑŋgri	ʑŋgri	ʑ ŋg r i		4551
1024	Tangut	the star	gjij¹	gjij¹	g j i̙/i ¹/j		4551
1324	WobziKhroskyabs	the star	zgrə̂	zgrə̂	z g r ə̂/ə		4551
1633	Zhaba	the star	ʂtʂə⁵⁵	ʂtʂə⁵⁵	ʂ ʈʂ ⁵⁵/ə		4551
1881	MbarkhamsSitu	the star	tsəu ri	tsəu ri	ts ə u r i		4551
2135	KangdingMinyag	the star	ndʐi²⁴βu³³	ndʐi²⁴βu³³	n ɖʐ ²⁴/i + β ³³/u		4551 8204
2261	PengbuxiMinyag	the star	1kɛmɛ	1kɛmɛ	k ɛ m ¹/ɛ		4556
2680	OldBurmese	the star	kray	kray	k r a y		4551
2926	XinlongQueyu	the star	skar⁵⁵ma⁵⁵	skar⁵⁵ma⁵⁵	s k ⁵⁵/a r m ⁵⁵/a		4556
3034	PubarongQueyu	the star	gəmu	gəmu	g ə̄/ə m u		4556
3482	SiyuewuKhroskyabs	the star	zgrə̂	zgrə̂	z g r ə̂/ə		4551
3795	BragbarSitu	the star	tsəŋgri	tsəŋgri	ts ə ŋg r î/i		4551
4196	Geshiza	the star	zgre	zgre	z g r e		4551
4407	GuanyinqiaoKhroskyabs	the star	zgrə⁵³	zgrə⁵³	z g r ⁵³/ə		4551
4852	NjorogsKhroskyabs	the star	zgrə⁵³	zgrə⁵³	z g r ⁵³/ə		4551
5042	Tshobdun	the star	skɐrme	skɐrme	s k ɐ r m e		4556
5367	NgyaltsuZbu	the star	zⁿɡriʔ	zⁿɡriʔ	z ⁿg r í/i ʔ		4551
5476	Zlarong	the star	ke55me53	ke55me53	k ⁵⁵/e m ⁵³/e		4556
5855	KyomkyoSitu	the star	skarme	skarme	s k a r m e		4556
6151	MazurStau	the star	skærmæ	skærmæ	s k æ r m æ		4556
6152	MazurStau	the star	zɡri	zɡri	z ɡ r i		4551
428	Stau	the stick	pə cha	pə cha	p ə + cçʰ a		4573 4574
704	Japhug	the stick	tɤɲi	tɤɲi	t ɤ + ɲ i		4576 7884
1025	Tangut	the stick	bo	bo	b o		4573
1325	WobziKhroskyabs	the stick	lɑɣlɑɣ	lɑɣlɑɣ	l ɑ ɣ l ɑ̂/ɑ ɣ		4585
1634	Zhaba	the stick	go⁵⁵pi⁵⁵	go⁵⁵pi⁵⁵	g ⁵⁵/o p ⁵⁵/i		4586
1635	Zhaba	the stick	go³³pi⁵⁵	go³³pi⁵⁵	g ³³/o p ⁵⁵/i		4586
1882	MbarkhamsSitu	the stick	tɐ ndɐr	tɐ ndɐr	t ɐ + n d ɐ r		4576 4572
2136	KangdingMinyag	the stick	də³³mbɐ⁵³	də³³mbɐ⁵³	d ³³/ə m + b ⁵³/ɐ		4579 8327
2442	PengbuxiMinyag	the stick	2dəmbʌ	2dəmbʌ	d ə m + b ²/ʌ		4579 8327
2681	OldBurmese	the stick	tut	tut	t u t		4582
2927	XinlongQueyu	the stick	ʂt a¹³po⁵⁵	ʂt a¹³po⁵⁵	ʂ t ¹³/a p ⁵⁵/o		4583
3148	PubarongQueyu	the stick	ˣtapu	ˣtapu	x t a p u		4583
3483	SiyuewuKhroskyabs	the stick	læɣlæ̂ɣ	læɣlæ̂ɣ	l æ ɣ l æ̂/æ ɣ		4585
3796	BragbarSitu	the stick	dār	dār	d ā/a r		4572
3933	Geshiza	the stick	bətʰa	bətʰa	b ə + tʰ a		4573 4574
3935	Geshiza	the stick	bi	bi	b i		4573
4716	NjorogsKhroskyabs	the stick	rdam⁵³	rdam⁵³	r d ⁵³/a m		4579
5080	Tshobdun	the stick	tʃər	tʃər	tʃ ə r		7886
5316	NgyaltsuZbu	the stick	tɐʁⁿbɣiʔ	tɐʁⁿbɣiʔ	t ɐ + ʁ ⁿb ɣ í/i ʔ		4576 7885
5578	Zlarong	the stick	pə31ke53	pə31ke53	p ³¹/ə + k ⁵³/e		4573 4574
5856	KyomkyoSitu	the stick	tader	tader	t a + d e r		4576 4572
6153	MazurStau	the stick	pəcæ	pəcæ	p ə + c æ		4573 4574
6320	SiyuewuKhroskyabs	the stick	ʁrdə̂m	ʁrdə̂m	ʁ r d ə̂/ə m		4579
153	Bantawa	the stone (a piece of)	luŋ	luŋ	l u ŋ		4597
429	Stau	the stone (a piece of)	rgə ma	rgə ma	r g ə + m a		4599 4600
705	Japhug	the stone (a piece of)	rdɤstaʁ	rdɤstaʁ	r d ɤ + s t a ʁ		4610 8115
1026	Tangut	the stone (a piece of)	lu¹	lu¹	l u̙/u		4611
1326	WobziKhroskyabs	the stone (a piece of)	rgəmé	rgəmé	r g ə + m é/e		4599 4600
1636	Zhaba	the stone (a piece of)	je⁵⁵po⁵⁵	je⁵⁵po⁵⁵	j ⁵⁵/e + p ⁵⁵/o		4612 8117
1883	MbarkhamsSitu	the stone (a piece of)	ɟə lək	ɟə lək	ɟ ə + l ə k		4604 4605
2137	KangdingMinyag	the stone (a piece of)	dʑo⁵³	dʑo⁵³	dʑ ⁵³/o		4604
2236	PengbuxiMinyag	the stone (a piece of)	1dʑɔ	1dʑɔ	dʑ ¹/ɔ		4604
2682	OldBurmese	the stone (a piece of)	kyok	kyok	k y o k		4608
2928	XinlongQueyu	the stone (a piece of)	rdə¹³tɕe⁵⁵	rdə¹³tɕe⁵⁵	r d ¹³/ə + tɕ ⁵⁵/e		4610 8116
3226	PubarongQueyu	the stone (a piece of)	datɕi	datɕi	d a + tɕ ī/i		4610 8116
3484	SiyuewuKhroskyabs	the stone (a piece of)	rgəmé	rgəmé	r g ə + m é/e		4599 4600
3485	SiyuewuKhroskyabs	the stone (a piece of)	zgælæ̂ɣ	zgælæ̂ɣ	z g æ + l æ̂/æ ɣ		4607 4605
3486	SiyuewuKhroskyabs	the stone (a piece of)	jæɟɑ	jæɟɑ	j æ + ɟ ɑ̂/ɑ		4612 4604
3797	BragbarSitu	the stone (a piece of)	cu	cu	c û/u		4604
4065	Geshiza	the stone (a piece of)	rgæ-væ	rgæ-væ	r g æ + v æ		4599 4601
4408	GuanyinqiaoKhroskyabs	the stone (a piece of)	rgə³³me⁵³	rgə³³me⁵³	r g ³³/ə + m ⁵³/e		4599 4600
4727	NjorogsKhroskyabs	the stone (a piece of)	rge³³me⁵³	rge³³me⁵³	r g ³³/e + m ⁵³/e		4599 4600
5054	Tshobdun	the stone (a piece of)	ʃkótse	ʃkótse	ʃ k ó/o + ts e		4607 8514
5303	NgyaltsuZbu	the stone (a piece of)	skwətséʔ	skwətséʔ	s kʷ ə + ts é/e ʔ		4607 8514
5667	Zlarong	the stone (a piece of)	tu13	tu13	t ¹³/u		4610
5857	KyomkyoSitu	the stone (a piece of)	ɟulok	ɟulok	ɟ u + l o k		4604 4605
6154	MazurStau	the stone (a piece of)	rɡəmɛ	rɡəmɛ	r ɡ ə + m ɛ		4599 4600
179	Bantawa	the sun	nam	nam	n a m		4627
430	Stau	the sun	ɣbə	ɣbə	ɣ + b ə		8454 4628
706	Japhug	the sun	ʁmbɣi	ʁmbɣi	ʁ + ᵐb ɣ i		8455 4628
707	Japhug	the sun	tɤŋe	tɤŋe	t ɤ + ŋ e		8453 4627
1027	Tangut	the sun	be²	be²	b ²/e		4628
1028	Tangut	the sun	njɨɨ	njɨɨ	n j ɨː		4627
1327	WobziKhroskyabs	the sun	jnə́	jnə́	j + n ə́/ə		8454 4627
1637	Zhaba	the sun	ȵʌ⁵⁵mi⁵⁵	ȵʌ⁵⁵mi⁵⁵	ȵ ⁵⁵/ʌ m ⁵⁵/i		4630
1884	MbarkhamsSitu	the sun	kə jɑm	kə jɑm	k ə + j ɑ m		4625 4626
2138	KangdingMinyag	the sun	nə²⁴	nə²⁴	n ²⁴/ə		4627
2320	PengbuxiMinyag	the sun	1nʌ	1nʌ	n ¹/ʌ		4627
2683	OldBurmese	the sun	niy	niy	n i y		4627
2929	XinlongQueyu	the sun	pu⁵⁵	pu⁵⁵	p ⁵⁵/u		4628
3065	PubarongQueyu	the sun	mətsʰɨ	mətsʰɨ	m ə tsʰ ɨ		4633
3487	SiyuewuKhroskyabs	the sun	ɣnə́	ɣnə́	ɣ + n ə́/ə		8454 4627
3798	BragbarSitu	the sun	kəjəm	kəjəm	k ə + j ə̄/ə m		4625 4626
4166	Geshiza	the sun	wbə	wbə	w + b ə		8455 4628
4409	GuanyinqiaoKhroskyabs	the sun	ɣnə⁵⁵	ɣnə⁵⁵	ɣ + n ⁵⁵/ə		8454 4627
4753	NjorogsKhroskyabs	the sun	ʁbɣi⁵³	ʁbɣi⁵³	ʁ + b ɣ ⁵³/i		8455 4628
5061	Tshobdun	the sun	tɐ́ŋɐ	tɐ́ŋɐ	t ɐ́/ɐ + ŋ ɐ		8453 4627
5314	NgyaltsuZbu	the sun	tɐŋi	tɐŋi	t ɐ + ŋ î/i		8453 4627
5555	Zlarong	the sun	ȵi13	ȵi13	ȵ ¹³/i		4630
5858	KyomkyoSitu	the sun	kəjaʔm	kəjaʔm	k ə + j a ʔ m		4625 4626
6155	MazurStau	the sun	ɣnətso	ɣnətso	ɣ + n ə + ts o		8454 4627 8519
6156	MazurStau	the sun	ɣbə	ɣbə	ɣ + b ə		8454 4628
168	Bantawa	the tail	miri	miri	m i r i		4652
431	Stau	the tail	rŋa ma	rŋa ma	r ŋ a m a		4653
708	Japhug	the tail	tɤ-jme	tɤ-jme	t ɤ + j m e		4651 4652
1029	Tangut	the tail	mjiij¹	mjiij¹	m j ¹/iː j		4652
1328	WobziKhroskyabs	the tail	rŋɑmɑ	rŋɑmɑ	r ŋ ɑ m ɑ̂/ɑ		4653
1638	Zhaba	the tail	(ʂ) ȵʌ⁵⁵pʌ⁵⁵ti³³	(ʂ) ȵʌ⁵⁵pʌ⁵⁵ti³³	ʂ ȵ ⁵⁵/ʌ + p ⁵⁵/ʌ t ³³/i		4652 4659
1885	MbarkhamsSitu	the tail	tɐ jmi	tɐ jmi	t ɐ + j m i		4651 4652
2139	KangdingMinyag	the tail	mə²⁴	mə²⁴	m ²⁴/ə		4652
2285	PengbuxiMinyag	the tail	1mə	1mə	m ¹/ə		4652
2684	OldBurmese	the tail	mriḥ	mriḥ	m r ī/i ɦ		4652
2930	XinlongQueyu	the tail	rnə¹³	rnə¹³	r n ¹³/ə		4652
3064	PubarongQueyu	the tail	mətɕɨʐæ	mətɕɨʐæ	m ə + tɕ ɨ̄/ɨ ʐ æ		4652 8132
3488	SiyuewuKhroskyabs	the tail	lmi	lmi	l m î/i		4652
3799	BragbarSitu	the tail	ta-jmi	ta-jmi	t a + j m î/i		4651 4652
4079	Geshiza	the tail	rŋæma	rŋæma	r ŋ æ m a		4653
4410	GuanyinqiaoKhroskyabs	the tail	lmi⁵³	lmi⁵³	l m ⁵³/i		4652
4626	NjorogsKhroskyabs	the tail	lmi⁵⁵	lmi⁵⁵	l m ⁵⁵/i		4652
4884	Tshobdun	the tail	jmɐ	jmɐ	j m ɐ		4652
5306	NgyaltsuZbu	the tail	tɐ-lméʔ	tɐ-lméʔ	t ɐ + l m é/e ʔ		4651 4652
5566	Zlarong	the tail	ŋe55me53	ŋe55me53	ŋ ⁵⁵/e m ⁵³/e		4653
5859	KyomkyoSitu	the tail	tajmi	tajmi	t a + j m i		4651 4652
6157	MazurStau	the tail	rŋɑmɑ	rŋɑmɑ	r ŋ ɑ m ɑ		4653
53	Bantawa	the thigh	dʰilaŋ	dʰilaŋ	dʱ i l a ŋ		4678
432	Stau	the thigh	blɛ	blɛ	b l ɛ		4681
709	Japhug	the thigh	tɯ-χpɣi	tɯ-χpɣi	t ɯ + χ p ɣ i		4679 4683
1030	Tangut	the thigh	bia	bia	b i a̙/a		4692
1329	WobziKhroskyabs	the thigh	lpʰəlá	lpʰəlá	l pʰ ə l á/a		4696
1639	Zhaba	the thigh	po⁵⁵ndei⁵⁵	po⁵⁵ndei⁵⁵	p ⁵⁵/o n d e ⁵⁵/i		7758
1886	MbarkhamsSitu	the thigh	tə phək pɑ	tə phək pɑ	t ə + pʰ ə k + p ɑ		4679 4684 4685
2140	KangdingMinyag	the thigh	lɐ⁵⁵ɕæ⁵³	lɐ⁵⁵ɕæ⁵³	l ⁵⁵/ɐ ɕ ⁵³/æ		4681
2274	PengbuxiMinyag	the thigh	1lɛɕɛ	1lɛɕɛ	l ɛ ɕ ¹/ɛ		4681
2685	OldBurmese	the thigh	po₂ṅ	po₂ṅ	p ²/o ŋ		4689
2931	XinlongQueyu	the thigh	bla⁵⁵	bla⁵⁵	b l ⁵⁵/a		4681
3055	PubarongQueyu	the thigh	lə	lə	l ə		4681
3489	SiyuewuKhroskyabs	the thigh	χpʰəlǽʁ	χpʰəlǽʁ	χ pʰ ə l ǽ/æ ʁ		4696
3800	BragbarSitu	the thigh	tə-mgām	tə-mgām	t ə + m g ā/a m		4679 4680
3939	Geshiza	the thigh	blæ	blæ	b l æ		4681
4411	GuanyinqiaoKhroskyabs	the thigh	vdəm⁵³	vdəm⁵³	v d ə ⁵³/m		4682
4824	NjorogsKhroskyabs	the thigh	vdom⁵⁵	vdom⁵⁵	v d o ⁵⁵/m		4682
5113	Tshobdun	the thigh	χʃi	χʃi	χ ʃ í/i		4683
5348	NgyaltsuZbu	the thigh	vɐ-χpji	vɐ-χpji	v ɐ + χ p j î/i		4687 4683
5550	Zlarong	the thigh	ȵa31ndɨ53	ȵa31ndɨ53	ȵ ³¹/a n d ⁵³/ɨ		7758
6158	MazurStau	the thigh	plɛ	plɛ	p l ɛ		4681
133	Bantawa	the thunder	kuluŋdippa	kuluŋdippa	k u l u ŋ d i p p a		4704
433	Stau	the thunder	scçɑ lu	scçɑ lu	s cç ɑ + l u		7934 4708
710	Japhug	the thunder	tʰoʁ	tʰoʁ	tʰ o ʁ		4711
1031	Tangut	the thunder	djii	djii	d j iː		7730
1330	WobziKhroskyabs	the thunder	zgre	zgre	z g r ê/e		4710
1640	Zhaba	the thunder	mo³³tʂo⁵⁵	mo³³tʂo⁵⁵	m ³³/o ʈʂ ⁵⁵/o		4712
1887	MbarkhamsSitu	the thunder	tɑ rmok	tɑ rmok	t ɑ + r m o k		4705 4706
2141	KangdingMinyag	the thunder	ndʐu⁵³	ndʐu⁵³	n ɖʐ ⁵³/u		4712
2310	PengbuxiMinyag	the thunder	1ndʐu	1ndʐu	n ɖʐ ¹/u		4712
2686	OldBurmese	the thunder	myuivḥ khyunḥ	myuivḥ khyunḥ	m y u i v ɦ + kʰ y u n ɦ		4714 4715
3227	PubarongQueyu	the thunder	mdʐu	mdʐu	m ɖʐ ū/u		4712
3490	SiyuewuKhroskyabs	the thunder	tʰôʁ	tʰôʁ	tʰ ô/o ʁ		4711
3801	BragbarSitu	the thunder	ta-rmōk	ta-rmōk	t a + r m ō/o k		4705 4706
3997	Geshiza	the thunder	mbru	mbru	m b r u		4712
4412	GuanyinqiaoKhroskyabs	the thunder	zgre⁵³	zgre⁵³	z g r ⁵³/e		4710
4635	NjorogsKhroskyabs	the thunder	mbruk⁵⁵	mbruk⁵⁵	m b r u ⁵⁵/k		4712
5078	Tshobdun	the thunder	tʰɔʔ-ⁿbrəɣʔ-lɔʔ	tʰɔʔ-ⁿbrəɣʔ-lɔʔ	tʰ ɔ ʔ + ⁿb r ə ɣ ʔ + l ɔ ʔ		4711 4712 4719
