ID	ID_IN_SOURCE	DOCULECT	DOCULECT_NAME	CONCEPT	CONCEPTICON_ID	VALUE	FORM	TOKENS	COGID	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS
445	18565	Daofu	rGyalrong_Daofu	the star	200_thestar	zgre	zgre	z g r e	1073	3 1 5 7	ACCZ	SKRE	3	3.S.C 3.K.C 3.R.C 3.E.V	2.0 1.5 1.5 0.8	zgre	0	4551
728	10012	Japhug	rGyalrong_Japhug	the star	200_thestar	ʑŋgri	ʑŋgri	ʑ ŋ g r i	1073	3 4 1 5 7	AXBCZ	SNKRI	6	6.S.C 6.N.V 6.K.C 6.R.C 6.I.V	2.0 1.5 1.75 1.5 0.8	ʑŋgri	0	4552
1085	10016	Tangut	Tangut	the star	200_thestar	gjịj¹	gjịj¹	g j i̙ ¹/j	1073	1 6 7 6	ACXN	KJIJ	17	17.K.C 17.J.C 17.I.V 17.J.c	2.0 1.5 1.5 0.8	gji̙¹/j	0	4559
1394	31750	WobziKhroskyabs	Khroskyabs_Wobzi	the star	200_thestar	zgrə̂	zgrə̂	z g r ə̂/ə	1073	3 1 5 7	ACCZ	SKRE	19	19.S.C 19.K.C 19.R.C 19.E.V	2.0 1.5 1.5 0.8	zgrə̂/ə	0	4551
1709	21113	Zhaba	Qiangic_Zhaba	the star	200_thestar	ʂtʂə⁵⁵	ʂtʂə⁵⁵	ʂ ʈʂ ⁵⁵/ə	1073	3 2 7	ACZ	SCE	20	20.S.C 20.C.C 20.E.V	2.0 1.5 0.8	ʂʈʂ⁵⁵/ə	0	4560
1962	17327	MaerkangrGyalrong	rGyalrong_Maerkang	the star	200_thestar	tsəu ri	tsəu ri	ts ə u + r i	1073	2 7 7 9 5 7	AXZ_AX	CEY_RI	8	8.C.C 8.E.V 8.Y.V 8._._ 8.R.C 8.I.V	2.0 1.5 0.8 0.0 2.0 1.5	tsəu+ri	0	4554 4555
2220	22363	MuyaKangding	Muya-kangding	the star	200_thestar	ndʐi²⁴βu³³	ndʐi²⁴βu³³	n ɖʐ ²⁴/i β ³³/u	0	4 2 7 3 7	ACYBZ	NCIBY	10	10.N.C 10.C.C 10.I.V 10.B.C 10.Y.V	2.0 1.5 1.3 1.75 0.8	nɖʐ²⁴/iβ³³/u	0	4557
2349		MenyaGao	Menya-Gao	the star	200_thestar	1kɛmɛ	1kɛmɛ	¹ k ɛ m ɛ	0	8 1 7 4 7	TBXBZ	6KEME	9	9.6.T 9.K.C 9.E.V 9.M.C 9.E.V	1.0 1.3 3.0 1.3 0.7	¹kɛmɛ	0	4556
2774	31202	OldBurmese	OldBurmese	the star	200_thestar	kray	kray	k r a y	1073	1 5 7 7	ACXZ	KRAY	13	13.K.C 13.R.C 13.A.V 13.Y.V	2.0 1.5 1.5 0.8	kray	0	4558
3021	19906	QueyuXinlong	Queyu_Xinlong	the star	200_thestar	skar⁵⁵ma⁵⁵	skar⁵⁵ma⁵⁵	s k a ⁵⁵/r m ⁵⁵/a	0	3 1 7 5 4 7	ACYMBZ	SKARMA	15	15.S.C 15.K.C 15.A.V 15.R.c 15.M.C 15.A.V	2.0 1.5 1.3 1.1 1.75 0.8	ska⁵⁵/rm⁵⁵/a	0	4553
3129		QueyuPubarong	Queyu_pubarong	the star	200_thestar	gə̄mu	gə̄mu	g ə̄ m u	0	1 7 4 7	AXBZ	KEMY	14	14.K.C 14.E.V 14.M.C 14.Y.V	2.0 1.5 1.75 0.8	gə̄mu	0	4556
3580	39005	SiyuewuKhroskyabs	Siyuewu_Khroskyabs	the star	200_thestar	zgrə̂	zgrə̂	z g r ə̂/ə	0	3 1 5 7	ACCZ	SKRE	16	16.S.C 16.K.C 16.R.C 16.E.V	2.0 1.5 1.5 0.8	zgrə̂/ə	0	4551
3897		BragbarSitu	Bragbar Situ	the star	200_thestar	tsəŋgrî	tsəŋgrî	ts ə ŋ g r î	0	2 7 4 1 5 7	AXMBCZ	CENKRI	2	2.C.C 2.E.V 2.N.c 2.K.C 2.R.C 2.I.V	2.0 1.5 1.1 1.75 1.5 0.8	tsəŋgrî	0	4550
4301		Geshiza	Geshiza	the star	200_thestar	zgre	zgre	z g r e	0	3 1 5 7	ACCZ	SKRE	4	4.S.C 4.K.C 4.R.C 4.E.V	2.0 1.5 1.5 0.8	zgre	0	4551
4523		GuanyinqiaoKhroskyabs	Guanyinqiao_Khroskyabs	the star	200_thestar	zgrə⁵³	zgrə⁵³	z g r ⁵³/ə	0	3 1 5 7	ACCZ	SKRE	5	5.S.C 5.K.C 5.R.C 5.E.V	2.0 1.5 1.5 0.8	zgr⁵³/ə	0	4551
4988		NjorogsKhroskyabs	Njorogs_Khroskyabs	the star	200_thestar	zgrə⁵³	zgrə⁵³	z g r ⁵³/ə	0	3 1 5 7	ACCZ	SKRE	12	12.S.C 12.K.C 12.R.C 12.E.V	2.0 1.5 1.5 0.8	zgr⁵³/ə	0	4551
5185		Tshobdun	Tshobdun	the star	200_thestar	skɐrme	skɐrme	s k ɐ r m e	0	3 1 7 5 4 7	ACYMBZ	SKERME	18	18.S.C 18.K.C 18.E.V 18.R.c 18.M.C 18.E.V	2.0 1.5 1.3 1.1 1.75 0.8	skɐrme	0	4553
5516		NgyaltsuZbu	Ngyaltsu Zbu	the star	200_thestar	zⁿɡríʔ	zⁿɡríʔ	z ⁿg r í ʔ	0	3 1 5 7 1	ACCYN	SKRIH	11	11.S.C 11.K.C 11.R.C 11.I.V 11.H.c	2.0 1.5 1.5 1.3 0.8	zⁿgríʔ	0	4551
5627		Zlarong	Zlarong	the star	200_thestar	ke55me53	ke55me53	k ⁵⁵/e m ⁵³/e	0	1 7 4 7	AXBZ	KEME	21	21.K.C 21.E.V 21.M.C 21.E.V	2.0 1.5 1.75 0.8	k⁵⁵/em⁵³/e	0	4556
6016		KyomkyoSitu	Kyomkyo_Situ	the star	200_thestar	skarme	skarme	s k a r m e	0	3 1 7 5 4 7	ACYMBZ	SKARME	7	7.S.C 7.K.C 7.A.V 7.R.c 7.M.C 7.E.V	2.0 1.5 1.3 1.1 1.75 0.8	skarme	0	4553
446	17893	Daofu	rGyalrong_Daofu	the stick	353_thestick	pə cçha	pə cçha	p ə + c çʰ a	3063	1 7 9 1 3 7	AX_ACX	PE_CSA	3	3.P.C 3.E.V 3._._ 3.C.C 3.S.C 3.A.V	2.0 1.5 0.0 2.0 1.5 1.5	pə+cçʰa	0	4573 4574
729	10118	Japhug	rGyalrong_Japhug	the stick	353_thestick	tɤɲi	tɤɲi	t ɤ ɲ i	3155	1 7 4 7	AXBZ	TENI	6	6.T.C 6.E.V 6.N.C 6.I.V	2.0 1.5 1.75 0.8	tɤɲi	0	4576
1086	38266	Tangut	Tangut	the stick	353_thestick	bo	bo	b o	4186	1 7	AX	PU	17	17.P.C 17.U.V	2.0 1.5	bo	1	4573
1395	31752	WobziKhroskyabs	Khroskyabs_Wobzi	the stick	353_thestick	lɑɣlɑ̂ɣ	lɑɣlɑ̂ɣ	l ɑ ɣ l ɑ̂/ɑ ɣ	3779	5 7 3 5 7 3	AXBCYN	LAGLAG	19	19.L.C 19.A.V 19.G.C 19.L.C 19.A.V 19.G.c	2.0 1.5 1.75 1.5 1.3 0.8	lɑɣlɑ̂/ɑɣ	0	4585
1710	21541	Zhaba	Qiangic_Zhaba	the stick	353_thestick	go⁵⁵pi⁵⁵	go⁵⁵pi⁵⁵	g ⁵⁵/o p ⁵⁵/i	2235	1 7 1 7	AXBZ	KUPI	20	20.K.C 20.U.V 20.P.C 20.I.V	2.0 1.5 1.75 0.8	g⁵⁵/op⁵⁵/i	0	4586
1711	21542	Zhaba	Qiangic_Zhaba	the stick	353_thestick	go³³pi⁵⁵	go³³pi⁵⁵	g ³³/o p ⁵⁵/i	2235	1 7 1 7	AXBZ	KUPI	20	20.K.C 20.U.V 20.P.C 20.I.V	2.0 1.5 1.75 0.8	g³³/op⁵⁵/i	0	4586
1963	21218	MaerkangrGyalrong	rGyalrong_Maerkang	the stick	353_thestick	tɐ ndɐr	tɐ ndɐr	t ɐ + n d ɐ r	3340	1 7 9 4 1 7 5	AX_ACYN	TE_NTER	8	8.T.C 8.E.V 8._._ 8.N.C 8.T.C 8.E.V 8.R.c	2.0 1.5 0.0 2.0 1.5 1.3 0.8	tɐ+ndɐr	0	4578 4572
2221	24002	MuyaKangding	Muya-kangding	the stick	353_thestick	də³³mbɐ⁵³	də³³mbɐ⁵³	d ³³/ə m b ⁵³/ɐ	0	1 7 4 1 7	AXMBZ	TEMPE	10	10.T.C 10.E.V 10.M.c 10.P.C 10.E.V	2.0 1.5 1.1 1.75 0.8	d³³/əmb⁵³/ɐ	0	4579
2532		MenyaGao	Menya-Gao	the stick	353_thestick	2dəmbʌ̠	2dəmbʌ̠	² d ə m b ʌ̙	0	8 1 7 4 1 7	TBXMBZ	6TEMPE	9	9.6.T 9.T.C 9.E.V 9.M.c 9.P.C 9.E.V	1.0 1.3 3.0 1.1 1.3 0.7	²dəmbʌ̙	0	4579
2775	31203	OldBurmese	OldBurmese	the stick	353_thestick	tut	tut	t u t	1247	1 7 1	AXN	TYT	13	13.T.C 13.Y.V 13.T.c	2.0 1.5 0.8	tut	0	4582
3022	25631	QueyuXinlong	Queyu_Xinlong	the stick	353_thestick	ʂt a¹³po⁵⁵	ʂt a¹³po⁵⁵	ʂ t + ¹³/a p ⁵⁵/o	0	3 1 9 7 1 7	AN_XBZ	ST_APU	15	15.S.C 15.T.c 15._._ 15.A.V 15.P.C 15.U.V	2.0 0.8 0.0 1.5 1.75 0.8	ʂt+¹³/ap⁵⁵/o	0	4583 4584
3244		QueyuPubarong	Queyu_pubarong	the stick	353_thestick	ˣtapu	ˣtapu	x t a p u	0	3 1 7 1 7	ACYBZ	GTAPY	14	14.G.C 14.T.C 14.A.V 14.P.C 14.Y.V	2.0 1.5 1.3 1.75 0.8	xtapu	0	4572
3581	39006	SiyuewuKhroskyabs	Siyuewu_Khroskyabs	the stick	353_thestick	læɣlæ̂ɣ	læɣlæ̂ɣ	l æ ɣ l æ̂/æ ɣ	0	5 7 3 5 7 3	AXBCYN	LEGLEG	16	16.L.C 16.E.V 16.G.C 16.L.C 16.E.V 16.G.c	2.0 1.5 1.75 1.5 1.3 0.8	læɣlæ̂/æɣ	0	4585
3898		BragbarSitu	Bragbar Situ	the stick	353_thestick	dār	dār	d ā/a r	0	1 7 5	AXN	TAR	2	2.T.C 2.A.V 2.R.c	2.0 1.5 0.8	dā/ar	0	4572
4035		Geshiza	Geshiza	the stick	353_thestick	bətʰa	bətʰa	b ə tʰ a	0	1 7 1 7	AXBZ	PETA	4	4.P.C 4.E.V 4.T.C 4.A.V	2.0 1.5 1.75 0.8	bətʰa	0	4575
4037		Geshiza	Geshiza	the stick	353_thestick	bi	bi	b i	0	1 7	AX	PI	4	4.P.C 4.I.V	2.0 1.5	bi	0	4573
4845		NjorogsKhroskyabs	Njorogs_Khroskyabs	the stick	353_thestick	rdam⁵³	rdam⁵³	r d a ⁵³/m	0	5 1 7 4	ACYN	RTAM	12	12.R.C 12.T.C 12.A.V 12.M.c	2.0 1.5 1.3 0.8	rda⁵³/m	0	4581
5225		Tshobdun	Tshobdun	the stick	353_thestick	tʃər	tʃər	tʃ ə r	0	1 7 5	AXN	TER	18	18.T.C 18.E.V 18.R.c	2.0 1.5 0.8	tʃər	0	4572
5465		NgyaltsuZbu	Ngyaltsu Zbu	the stick	353_thestick	tɐʁⁿbɣíʔ	tɐʁⁿbɣíʔ	t ɐ ʁ ⁿb ɣ í ʔ	0	1 7 5 1 3 7 1	AXMBCYN	TERPGIH	11	11.T.C 11.E.V 11.R.c 11.P.C 11.G.C 11.I.V 11.H.c	2.0 1.5 1.1 1.75 1.5 1.3 0.8	tɐʁⁿbɣíʔ	0	4580
5731		Zlarong	Zlarong	the stick	353_thestick	pə31ke53	pə31ke53	p ³¹/ə k ⁵³/e	0	1 7 1 7	AXBZ	PEKE	21	21.P.C 21.E.V 21.K.C 21.E.V	2.0 1.5 1.75 0.8	p³¹/ək⁵³/e	0	4587
6017		KyomkyoSitu	Kyomkyo_Situ	the stick	353_thestick	tader	tader	t a d e r	0	1 7 1 7 5	AXBYN	TATER	7	7.T.C 7.A.V 7.T.C 7.E.V 7.R.c	2.0 1.5 1.75 1.3 0.8	tader	0	4577
154		Bantawa	Kiranti_Bantawa	the stone (a piece of)	203_thestoneapieceof	luŋ	luŋ	l u ŋ	0	5 7 4	AXN	LYN	1	1.L.C 1.Y.V 1.N.c	2.0 1.5 0.8	luŋ	0	4597
447	30712	Daofu	rGyalrong_Daofu	the stone (a piece of)	203_thestoneapieceof	rgə ma	rgə ma	r g ə + m a	3598	5 1 7 9 4 7	ACZ_AX	RKE_MA	3	3.R.C 3.K.C 3.E.V 3._._ 3.M.C 3.A.V	2.0 1.5 0.8 0.0 2.0 1.5	rgə+ma	0	4599 4600
730	10171	Japhug	rGyalrong_Japhug	the stone (a piece of)	203_thestoneapieceof	rdɤstaʁ	rdɤstaʁ	r d ɤ s t a ʁ	3156	5 1 7 3 1 7 5	ACYMBYN	RTESTAR	6	6.R.C 6.T.C 6.E.V 6.S.c 6.T.C 6.A.V 6.R.c	2.0 1.5 1.3 1.1 1.75 1.3 0.8	rdɤstaʁ	0	4602
1087	10175	Tangut	Tangut	the stone (a piece of)	203_thestoneapieceof	lụ¹	lụ¹	l u̙ ¹	10582	5 7 8	AXT	LY6	17	17.L.C 17.Y.V 17.6.T	1.6 3.0 1.0	lu̙¹	0	4611
1396	31753	WobziKhroskyabs	Khroskyabs_Wobzi	the stone (a piece of)	203_thestoneapieceof	rgəmé	rgəmé	r g ə m é/e	3598	5 1 7 4 7	ACYBZ	RKEME	19	19.R.C 19.K.C 19.E.V 19.M.C 19.E.V	2.0 1.5 1.3 1.75 0.8	rgəmé/e	0	4599
1712	30681	Zhaba	Qiangic_Zhaba	the stone (a piece of)	203_thestoneapieceof	je⁵⁵po⁵⁵	je⁵⁵po⁵⁵	j ⁵⁵/e p ⁵⁵/o	3594	6 7 1 7	AXBZ	JEPU	20	20.J.C 20.E.V 20.P.C 20.U.V	2.0 1.5 1.75 0.8	j⁵⁵/ep⁵⁵/o	0	4612
1964	30680	MaerkangrGyalrong	rGyalrong_Maerkang	the stone (a piece of)	203_thestoneapieceof	ɟjə lək	ɟjə lək	ɟ j ə + l ə k	3594	1 6 7 9 5 7 1	ACX_AXN	CJE_LEK	8	8.C.C 8.J.C 8.E.V 8._._ 8.L.C 8.E.V 8.K.c	2.0 1.5 1.5 0.0 2.0 1.5 0.8	ɟjə+lək	0	4604 4605
2222	30569	MuyaKangding	Muya-kangding	the stone (a piece of)	203_thestoneapieceof	dʑo⁵³	dʑo⁵³	dʑ ⁵³/o	0	2 7	AX	CU	10	10.C.C 10.U.V	2.0 1.5	dʑ⁵³/o	0	4606
2324		MenyaGao	Menya-Gao	the stone (a piece of)	203_thestoneapieceof	1dʑɔ̠	1dʑɔ̠	¹ dʑ ɔ̠	0	8 2 7	TBX	6CU	9	9.6.T 9.C.C 9.U.V	1.0 1.3 3.0	¹dʑɔ̠	0	4606
2776	31279	OldBurmese	OldBurmese	the stone (a piece of)	203_thestoneapieceof	kyok	kyok	k y o k	1078	1 7 7 1	AXYN	KYUK	13	13.K.C 13.Y.V 13.U.V 13.K.c	2.0 1.5 1.3 0.8	kyok	0	4608
3023	30691	QueyuXinlong	Queyu_Xinlong	the stone (a piece of)	203_thestoneapieceof	rdə¹³tɕe⁵⁵	rdə¹³tɕe⁵⁵	r d ¹³/ə tɕ ⁵⁵/e	0	5 1 7 2 7	ACYBZ	RTECE	15	15.R.C 15.T.C 15.E.V 15.C.C 15.E.V	2.0 1.5 1.3 1.75 0.8	rd¹³/ətɕ⁵⁵/e	0	4610
3323		QueyuPubarong	Queyu_pubarong	the stone (a piece of)	203_thestoneapieceof	datɕī	datɕī	d a tɕ ī	0	1 7 2 7	AXBZ	TACI	14	14.T.C 14.A.V 14.C.C 14.I.V	2.0 1.5 1.75 0.8	datɕī	0	4609
3582	39007	SiyuewuKhroskyabs	Siyuewu_Khroskyabs	the stone (a piece of)	203_thestoneapieceof	rgəmé	rgəmé	r g ə m é/e	0	5 1 7 4 7	ACYBZ	RKEME	16	16.R.C 16.K.C 16.E.V 16.M.C 16.E.V	2.0 1.5 1.3 1.75 0.8	rgəmé/e	0	4599
3583	39008	SiyuewuKhroskyabs	Siyuewu_Khroskyabs	the stone (a piece of)	203_thestoneapieceof	zgælæ̂ɣ	zgælæ̂ɣ	z g æ l æ̂/æ ɣ	0	3 1 7 5 7 3	ACYBYN	SKELEG	16	16.S.C 16.K.C 16.E.V 16.L.C 16.E.V 16.G.c	2.0 1.5 1.3 1.75 1.3 0.8	zgælæ̂/æɣ	0	4615
3584	39009	SiyuewuKhroskyabs	Siyuewu_Khroskyabs	the stone (a piece of)	203_thestoneapieceof	jæɟɑ̂	jæɟɑ̂	j æ ɟ ɑ̂	0	6 7 1 7	AXBZ	JECA	16	16.J.C 16.E.V 16.C.C 16.A.V	2.0 1.5 1.75 0.8	jæɟɑ̂	0	4616
3899		BragbarSitu	Bragbar Situ	the stone (a piece of)	203_thestoneapieceof	cû	cû	c û	0	1 7	AX	CY	2	2.C.C 2.Y.V	2.0 1.5	cû	0	4598
4168		Geshiza	Geshiza	the stone (a piece of)	203_thestoneapieceof	rgæ-væ	rgæ-væ	r g æ + v æ	0	5 1 7 9 3 7	ACZ_AX	RKE_BE	4	4.R.C 4.K.C 4.E.V 4._._ 4.B.C 4.E.V	2.0 1.5 0.8 0.0 2.0 1.5	rgæ+væ	0	4599 4601
4524		GuanyinqiaoKhroskyabs	Guanyinqiao_Khroskyabs	the stone (a piece of)	203_thestoneapieceof	rgə³³me⁵³	rgə³³me⁵³	r g ³³/ə m ⁵³/e	0	5 1 7 4 7	ACYBZ	RKEME	5	5.R.C 5.K.C 5.E.V 5.M.C 5.E.V	2.0 1.5 1.3 1.75 0.8	rg³³/əm⁵³/e	0	4599
4856		NjorogsKhroskyabs	Njorogs_Khroskyabs	the stone (a piece of)	203_thestoneapieceof	rge³³me⁵³	rge³³me⁵³	r g ³³/e m ⁵³/e	0	5 1 7 4 7	ACYBZ	RKEME	12	12.R.C 12.K.C 12.E.V 12.M.C 12.E.V	2.0 1.5 1.3 1.75 0.8	rg³³/em⁵³/e	0	4599
5197		Tshobdun	Tshobdun	the stone (a piece of)	203_thestoneapieceof	ʃkótse	ʃkótse	ʃ k ó/o ts e	0	3 1 7 2 7	ACYBZ	SKUCE	18	18.S.C 18.K.C 18.U.V 18.C.C 18.E.V	2.0 1.5 1.3 1.75 0.8	ʃkó/otse	0	4607
5452		NgyaltsuZbu	Ngyaltsu Zbu	the stone (a piece of)	203_thestoneapieceof	skwətséʔ	skwətséʔ	s kʷ ə ts é/e ʔ	0	3 1 7 2 7 1	ACYBYN	SKECEH	11	11.S.C 11.K.C 11.E.V 11.C.C 11.E.V 11.H.c	2.0 1.5 1.3 1.75 1.3 0.8	skʷətsé/eʔ	0	4607
5820		Zlarong	Zlarong	the stone (a piece of)	203_thestoneapieceof	tu13	tu13	t ¹³/u	0	1 7	AX	TY	21	21.T.C 21.Y.V	2.0 1.5	t¹³/u	0	4613
6018		KyomkyoSitu	Kyomkyo_Situ	the stone (a piece of)	203_thestoneapieceof	ɟulok	ɟulok	ɟ u l o k	0	1 7 5 7 1	AXBYN	CYLUK	7	7.C.C 7.Y.V 7.L.C 7.U.V 7.K.c	2.0 1.5 1.75 1.3 0.8	ɟulok	0	4603
6019		KyomkyoSitu	Kyomkyo_Situ	the stone (a piece of)	203_thestoneapieceof	nɟilək	nɟilək	n ɟ i l ə k	0	4 1 7 5 7 1	ACYBYN	NCILEK	7	7.N.C 7.C.C 7.I.V 7.L.C 7.E.V 7.K.c	2.0 1.5 1.3 1.75 1.3 0.8	nɟilək	0	4614
180		Bantawa	Kiranti_Bantawa	the sun	205_thesun	nam	nam	n a m	0	4 7 4	AXN	NAM	1	1.N.C 1.A.V 1.M.c	2.0 1.5 0.8	nam	0	4625
448	18563	Daofu	rGyalrong_Daofu	the sun	205_thesun	ɣbə	ɣbə	ɣ b ə	3166	3 1 7	ACZ	GPE	3	3.G.C 3.P.C 3.E.V	2.0 1.5 0.8	ɣbə	0	4627
731	10330	Japhug	rGyalrong_Japhug	the sun	205_thesun	ʁmbɣi	ʁmbɣi	ʁ m b ɣ i	3166	5 4 1 3 7	AMBCZ	RMPGI	6	6.R.C 6.M.c 6.P.C 6.G.C 6.I.V	2.0 1.1 1.75 1.5 0.8	ʁmbɣi	0	4628
732	32329	Japhug	rGyalrong_Japhug	the sun	205_thesun	tɤŋe	tɤŋe	t ɤ ŋ e	4045	1 7 4 7	AXBZ	TENE	6	6.T.C 6.E.V 6.N.C 6.E.V	2.0 1.5 1.75 0.8	tɤŋe	0	4632
1088	10334	Tangut	Tangut	the sun	205_thesun	be²	be²	b ²/e	3166	1 7	AX	PE	17	17.P.C 17.E.V	2.0 1.5	b²/e	0	4635
1089	38239	Tangut	Tangut	the sun	205_thesun	njɨɨ	njɨɨ	n j ɨː	83	4 6 7	ACX	NJI	17	17.N.C 17.J.C 17.I.V	2.0 1.5 1.5	njɨː	0	4630
1397	31755	WobziKhroskyabs	Khroskyabs_Wobzi	the sun	205_thesun	jnə́	jnə́	j n ə́/ə	83	6 4 7	ACZ	JNE	19	19.J.C 19.N.C 19.E.V	2.0 1.5 0.8	jnə́/ə	0	4627
1713	21111	Zhaba	Qiangic_Zhaba	the sun	205_thesun	ȵʌ⁵⁵mi⁵⁵	ȵʌ⁵⁵mi⁵⁵	ȵ ⁵⁵/ʌ m ⁵⁵/i	83	4 7 4 7	AXBZ	NEMI	20	20.N.C 20.E.V 20.M.C 20.I.V	2.0 1.5 1.75 0.8	ȵ⁵⁵/ʌm⁵⁵/i	0	4625
1965	17325	MaerkangrGyalrong	rGyalrong_Maerkang	the sun	205_thesun	kə jɑm	kə jɑm	k ə + j ɑ m	2355	1 7 9 6 7 4	AX_AXN	KE_JAM	8	8.K.C 8.E.V 8._._ 8.J.C 8.A.V 8.M.c	2.0 1.5 0.0 2.0 1.5 0.8	kə+jɑm	0	4629 4626
2223	22480	MuyaKangding	Muya-kangding	the sun	205_thesun	nə̱²⁴	nə̱²⁴	n ə̠ ²⁴	0	4 7 8	AXT	NE2	10	10.N.C 10.E.V 10.2.T	1.6 3.0 1.0	nə̠²⁴	0	4631
2409		MenyaGao	Menya-Gao	the sun	205_thesun	1nʌ̠	1nʌ̠	¹ n ʌ̙	0	8 4 7	TBX	6NE	9	9.6.T 9.N.C 9.E.V	1.0 1.3 3.0	¹nʌ̙	0	4630
2777	31204	OldBurmese	OldBurmese	the sun	205_thesun	niy	niy	n i y	83	4 7 7	AXZ	NIY	13	13.N.C 13.I.V 13.Y.V	2.0 1.5 0.8	niy	0	4630
3024	19903	QueyuXinlong	Queyu_Xinlong	the sun	205_thesun	pu⁵⁵	pu⁵⁵	p ⁵⁵/u	0	1 7	AX	PY	15	15.P.C 15.Y.V	2.0 1.5	p⁵⁵/u	0	4634
3161		QueyuPubarong	Queyu_pubarong	the sun	205_thesun	mətsʰɨ	mətsʰɨ	m ə tsʰ ɨ	0	4 7 2 7	AXBZ	MECI	14	14.M.C 14.E.V 14.C.C 14.I.V	2.0 1.5 1.75 0.8	mətsʰɨ	0	4633
3585	39010	SiyuewuKhroskyabs	Siyuewu_Khroskyabs	the sun	205_thesun	ɣnə́	ɣnə́	ɣ n ə́/ə	0	3 4 7	ACX	GNE	16	16.G.C 16.N.C 16.E.V	2.0 1.5 1.5	ɣnə́/ə	0	4627
3900		BragbarSitu	Bragbar Situ	the sun	205_thesun	kəjə̄m	kəjə̄m	k ə j ə̄ m	0	1 7 6 7 4	AXBYN	KEJEM	2	2.K.C 2.E.V 2.J.C 2.E.V 2.M.c	2.0 1.5 1.75 1.3 0.8	kəjə̄m	0	4626
4271		Geshiza	Geshiza	the sun	205_thesun	wbə	wbə	w b ə	0	6 1 7	ACZ	WPE	4	4.W.C 4.P.C 4.E.V	2.0 1.5 0.8	wbə	0	4627
4525		GuanyinqiaoKhroskyabs	Guanyinqiao_Khroskyabs	the sun	205_thesun	ɣnə⁵⁵	ɣnə⁵⁵	ɣ n ⁵⁵/ə	0	3 4 7	ACX	GNE	5	5.G.C 5.N.C 5.E.V	2.0 1.5 1.5	ɣn⁵⁵/ə	0	4627
4883		NjorogsKhroskyabs	Njorogs_Khroskyabs	the sun	205_thesun	ʁbɣi⁵³	ʁbɣi⁵³	ʁ b ɣ ⁵³/i	0	5 1 3 7	ACCZ	RPGI	12	12.R.C 12.P.C 12.G.C 12.I.V	2.0 1.5 1.5 0.8	ʁbɣ⁵³/i	0	4628
5204		Tshobdun	Tshobdun	the sun	205_thesun	tɐ́ŋɐ	tɐ́ŋɐ	t ɐ́/ɐ ŋ ɐ	0	1 7 4 7	AXBZ	TENE	18	18.T.C 18.E.V 18.N.C 18.E.V	2.0 1.5 1.75 0.8	tɐ́/ɐŋɐ	0	4632
5463		NgyaltsuZbu	Ngyaltsu Zbu	the sun	205_thesun	tɐŋî	tɐŋî	t ɐ ŋ î	0	1 7 4 7	AXBZ	TENI	11	11.T.C 11.E.V 11.N.C 11.I.V	2.0 1.5 1.75 0.8	tɐŋî	0	4632
5708		Zlarong	Zlarong	the sun	205_thesun	ȵi13	ȵi13	ȵ ¹³/i	0	4 7	AX	NI	21	21.N.C 21.I.V	2.0 1.5	ȵ¹³/i	0	4630
6020		KyomkyoSitu	Kyomkyo_Situ	the sun	205_thesun	kəjaʔm	kəjaʔm	k ə j a ʔ m	0	1 7 6 7 1 4	AXBYBC	KEJAHM	7	7.K.C 7.E.V 7.J.C 7.A.V 7.H.C 7.M.C	2.0 1.5 1.75 1.3 1.75 1.5	kəjaʔm	0	4626
169		Bantawa	Kiranti_Bantawa	the tail	206_thetail	miri	miri	m i r i	0	4 7 5 7	AXBZ	MIRI	1	1.M.C 1.I.V 1.R.C 1.I.V	2.0 1.5 1.75 0.8	miri	1	4650
449	18743	Daofu	rGyalrong_Daofu	the tail	206_thetail	rŋa ma	rŋa ma	r ŋ a + m a	914	5 4 7 9 4 7	ACZ_AX	RNA_MA	3	3.R.C 3.N.C 3.A.V 3._._ 3.M.C 3.A.V	2.0 1.5 0.8 0.0 2.0 1.5	rŋa+ma	0	4653 4654
733	10489	Japhug	rGyalrong_Japhug	the tail	206_thetail	tɤ-jme	tɤ-jme	t ɤ + j m e	84	1 7 9 6 4 7	AX_ACZ	TE_JME	6	6.T.C 6.E.V 6._._ 6.J.C 6.M.C 6.E.V	2.0 1.5 0.0 2.0 1.5 0.8	tɤ+jme	0	4651 4652
1090	10493	Tangut	Tangut	the tail	206_thetail	mjiij¹	mjiij¹	m j iː ¹/j	84	4 6 7 6	ACXN	MJIJ	17	17.M.C 17.J.C 17.I.V 17.J.c	2.0 1.5 1.5 0.8	mjiː¹/j	0	4657
1398	31756	WobziKhroskyabs	Khroskyabs_Wobzi	the tail	206_thetail	rŋɑmɑ̂	rŋɑmɑ̂	r ŋ ɑ m ɑ̂	914	5 4 7 4 7	ACYBZ	RNAMA	19	19.R.C 19.N.C 19.A.V 19.M.C 19.A.V	2.0 1.5 1.3 1.75 0.8	rŋɑmɑ̂	0	4653
